Gene	cancer	HR	pvalue
DZANK1	HNSC	0.924	0.27
CHPF2	HNSC	1.079	0.27
CRIM1	HNSC	1.081	0.27
CYP4F2	HNSC	0.919	0.27
DCAF4L1	HNSC	0.925	0.27
FAM183A	HNSC	0.926	0.27
GPR75	HNSC	0.923	0.27
GPR97	HNSC	1.082	0.27
HJURP	HNSC	1.081	0.27
IRF2BP2	HNSC	0.927	0.27
LYSMD4	HNSC	0.92	0.27
MFN2	HNSC	1.08	0.27
MYH13	HNSC	1.085	0.27
NMUR1	HNSC	0.919	0.27
NR3C1	HNSC	1.081	0.27
OLFML2B	HNSC	0.926	0.27
ORC1	HNSC	0.925	0.27
PCNXL3	HNSC	0.923	0.27
PPP1R3D	HNSC	0.923	0.27
PPP2CA	HNSC	1.083	0.27
RGS9BP	HNSC	0.922	0.27
SF3B1	HNSC	0.926	0.27
SLC39A3	HNSC	0.924	0.27
SPATA5L1	HNSC	1.079	0.27
SRRD	HNSC	1.082	0.27
TMEM125	HNSC	0.918	0.27
TNFAIP3	HNSC	1.083	0.27
TRAPPC5	HNSC	0.926	0.27
ZBTB20	HNSC	0.925	0.27
ZNF211	HNSC	1.079	0.27
ZNF226	HNSC	0.923	0.27
ARID1B	HNSC	0.927	0.28
C15ORF52	HNSC	1.081	0.28
C17ORF70	HNSC	0.927	0.28
CAMK1	HNSC	0.926	0.28
CAPN11	HNSC	0.929	0.28
CYSLTR2	HNSC	0.93	0.28
FAM179A	HNSC	0.928	0.28
FLT4	HNSC	0.927	0.28
FRRS1	HNSC	1.081	0.28
GNB2L1	HNSC	1.079	0.28
HPS3	HNSC	1.08	0.28
KCNA5	HNSC	0.924	0.28
KIAA1715	HNSC	1.077	0.28
MACF1	HNSC	0.925	0.28
MSN	HNSC	1.082	0.28
NDUFS7	HNSC	0.926	0.28
PCDHB18	HNSC	0.926	0.28
PPA2	HNSC	1.082	0.28
PPM1D	HNSC	0.923	0.28
RIMS2	HNSC	1.082	0.28
ROPN1B	HNSC	0.922	0.28
SAC3D1	HNSC	0.926	0.28
SDR42E1	HNSC	0.927	0.28
SGIP1	HNSC	0.926	0.28
SLC5A4	HNSC	0.923	0.28
SNRPD3	HNSC	1.08	0.28
SOS1	HNSC	0.927	0.28
ZC3H6	HNSC	0.927	0.28
ZC3HAV1	HNSC	0.926	0.28
ZKSCAN4	HNSC	0.929	0.28
ZNF506	HNSC	0.928	0.28
ABCB9	HNSC	1.079	0.29
AR	HNSC	0.925	0.29
ASPHD2	HNSC	1.077	0.29
BRD2	HNSC	0.928	0.29
DIEXF	HNSC	1.077	0.29
C1ORF110	HNSC	0.928	0.29
C5ORF22	HNSC	1.08	0.29
OARD1	HNSC	1.079	0.29
CCNE1	HNSC	0.925	0.29
COL15A1	HNSC	0.93	0.29
COL22A1	HNSC	1.077	0.29
CREB1	HNSC	1.077	0.29
CTAGE9	HNSC	0.927	0.29
PBDC1	HNSC	1.081	0.29
DCHS2	HNSC	1.078	0.29
DDIT3	HNSC	1.078	0.29
FAM47E	HNSC	1.079	0.29
FAM89A	HNSC	0.925	0.29
FNDC8	HNSC	0.927	0.29
GATA2	HNSC	1.075	0.29
GLUD2	HNSC	1.078	0.29
HOXA11	HNSC	1.08	0.29
KIAA1239	HNSC	0.924	0.29
LRIG3	HNSC	0.927	0.29
MAP3K1	HNSC	0.928	0.29
MAST1	HNSC	0.927	0.29
MYH3	HNSC	1.076	0.29
NHLRC3	HNSC	1.079	0.29
NSUN3	HNSC	1.079	0.29
PRKG2	HNSC	1.08	0.29
PRR22	HNSC	0.93	0.29
PTK2	HNSC	1.08	0.29
S100A12	HNSC	0.921	0.29
SALL4	HNSC	0.929	0.29
SLC27A5	HNSC	0.926	0.29
SRCAP	HNSC	0.927	0.29
SYT3	HNSC	1.08	0.29
TBX18	HNSC	0.927	0.29
TGIF1	HNSC	1.078	0.29
TNNT2	HNSC	1.076	0.29
ZNF45	HNSC	0.928	0.29
ZNF510	HNSC	0.927	0.29
ZNF514	HNSC	0.926	0.29
ZNF624	HNSC	0.926	0.29
ZNF680	HNSC	1.075	0.29
ZNF699	HNSC	0.925	0.29
ZNF772	HNSC	1.078	0.29
ZNF792	HNSC	0.931	0.29
ADNP	HNSC	0.93	0.3
AOAH	HNSC	0.929	0.3
C1RL	HNSC	0.93	0.3
COG3	HNSC	1.077	0.3
COL11A1	HNSC	1.074	0.3
DNAJA1	HNSC	1.075	0.3
DRAP1	HNSC	1.08	0.3
EIF5A	HNSC	1.074	0.3
FAM13A	HNSC	1.077	0.3
GJA4	HNSC	0.929	0.3
GTPBP4	HNSC	1.076	0.3
HIAT1	HNSC	1.074	0.3
JPH4	HNSC	1.076	0.3
KRAS	HNSC	0.93	0.3
KRR1	HNSC	1.075	0.3
LOC401052	HNSC	0.928	0.3
MTMR3	HNSC	0.929	0.3
NIPAL4	HNSC	1.085	0.3
PMVK	HNSC	0.929	0.3
TMEM217	HNSC	0.931	0.3
ZC3H13	HNSC	1.076	0.3
ZNF117	HNSC	0.929	0.3
ZNF770	HNSC	0.927	0.3
ZRSR2	HNSC	0.923	0.3
APOBEC3F	HNSC	1.076	0.31
BNC2	HNSC	0.931	0.31
C12ORF44	HNSC	1.073	0.31
C17ORF100	HNSC	0.931	0.31
OGFOD3	HNSC	1.073	0.31
RRNAD1	HNSC	1.074	0.31
C20ORF112	HNSC	1.075	0.31
C20ORF26	HNSC	1.074	0.31
C21ORF67	HNSC	0.928	0.31
C8ORF59	HNSC	1.072	0.31
CDH26	HNSC	0.929	0.31
CPEB2	HNSC	0.923	0.31
CRAT	HNSC	1.073	0.31
CREBBP	HNSC	0.929	0.31
EEF1A1	HNSC	1.072	0.31
FLCN	HNSC	1.076	0.31
TIMM10B	HNSC	1.075	0.31
GPR126	HNSC	1.073	0.31
HDGFRP2	HNSC	0.928	0.31
HNRNPM	HNSC	0.931	0.31
KRTDAP	HNSC	0.925	0.31
CCDC168	HNSC	0.928	0.31
LUC7L3	HNSC	0.93	0.31
MCF2L2	HNSC	1.074	0.31
MRPL53	HNSC	1.073	0.31
MYO1A	HNSC	0.929	0.31
NPDC1	HNSC	1.071	0.31
NPIPL3	HNSC	0.93	0.31
NUP155	HNSC	1.074	0.31
PCDHAC2	HNSC	0.922	0.31
PDDC1	HNSC	0.932	0.31
PDXDC2P	HNSC	0.93	0.31
RPUSD1	HNSC	0.933	0.31
SPSB2	HNSC	0.93	0.31
WDR33	HNSC	1.076	0.31
ZNF138	HNSC	1.072	0.31
ZNF774	HNSC	1.074	0.31
ANKMY2	HNSC	1.075	0.32
B4GALT7	HNSC	1.072	0.32
BBS7	HNSC	1.072	0.32
C17ORF103	HNSC	0.933	0.32
LYRM9	HNSC	0.933	0.32
ENTHD2	HNSC	0.933	0.32
C1QL3	HNSC	1.075	0.32
C5ORF54	HNSC	1.075	0.32
CHODL	HNSC	0.934	0.32
CSDE1	HNSC	1.072	0.32
CSF3R	HNSC	0.931	0.32
CSNK2A1	HNSC	1.073	0.32
GSTK1	HNSC	0.931	0.32
HUWE1	HNSC	0.931	0.32
TRAPPC8	HNSC	0.932	0.32
KLC4	HNSC	0.933	0.32
LRRC69	HNSC	1.071	0.32
MARCH10	HNSC	1.077	0.32
MESP2	HNSC	0.929	0.32
MTMR8	HNSC	0.931	0.32
NARG2	HNSC	1.073	0.32
NCKAP1	HNSC	1.072	0.32
NF1	HNSC	1.073	0.32
NFIX	HNSC	0.931	0.32
OCLM	HNSC	0.93	0.32
PTPRT	HNSC	0.928	0.32
RXRA	HNSC	0.931	0.32
SLC1A4	HNSC	0.932	0.32
TCN2	HNSC	0.931	0.32
THAP9	HNSC	0.928	0.32
TMEM41A	HNSC	1.075	0.32
U2AF1	HNSC	1.072	0.32
ACBD7	HNSC	1.075	0.33
C10ORF68	HNSC	0.936	0.33
C9ORF96	HNSC	0.932	0.33
COL6A2	HNSC	0.934	0.33
FARSB	HNSC	1.069	0.33
FLT1	HNSC	0.935	0.33
HTRA4	HNSC	0.932	0.33
INPPL1	HNSC	1.073	0.33
LRPAP1	HNSC	1.07	0.33
MLLT10	HNSC	0.934	0.33
MRFAP1L1	HNSC	0.934	0.33
PAPD7	HNSC	0.933	0.33
PCDHB6	HNSC	0.931	0.33
PCDHGC5	HNSC	1.073	0.33
PRCP	HNSC	0.933	0.33
RTN3	HNSC	1.07	0.33
SLC23A3	HNSC	0.934	0.33
ST6GALNAC6	HNSC	0.932	0.33
TMEM206	HNSC	1.071	0.33
USP1	HNSC	0.931	0.33
USP47	HNSC	1.072	0.33
WDR67	HNSC	1.071	0.33
WRN	HNSC	0.935	0.33
WSCD1	HNSC	0.932	0.33
XPO6	HNSC	1.074	0.33
ZBTB14	HNSC	0.929	0.33
ZNF428	HNSC	0.931	0.33
ZNF594	HNSC	0.929	0.33
ZNF750	HNSC	0.93	0.33
BIRC6	HNSC	0.935	0.34
C19ORF60	HNSC	0.937	0.34
CLASP1	HNSC	1.071	0.34
DMRT2	HNSC	1.068	0.34
FAM86C1	HNSC	1.072	0.34
FUT10	HNSC	0.934	0.34
GNAL	HNSC	0.939	0.34
GNAS	HNSC	1.07	0.34
SLC52A1	HNSC	0.935	0.34
HEXDC	HNSC	0.935	0.34
KCNK3	HNSC	1.071	0.34
KIAA0586	HNSC	0.935	0.34
MAP10	HNSC	0.934	0.34
LRRC45	HNSC	0.935	0.34
NKX6-1	HNSC	1.07	0.34
OGFRL1	HNSC	0.937	0.34
OSBPL3	HNSC	1.071	0.34
PLA2G5	HNSC	1.066	0.34
PRCC	HNSC	0.933	0.34
PRDM11	HNSC	0.933	0.34
RASAL2	HNSC	1.071	0.34
RBMX	HNSC	1.075	0.34
SETD8	HNSC	0.937	0.34
SGSH	HNSC	0.935	0.34
SHISA7	HNSC	0.932	0.34
TAS2R14	HNSC	0.933	0.34
TUBA8	HNSC	1.072	0.34
VNN2	HNSC	0.935	0.34
WHSC1	HNSC	0.932	0.34
ZCCHC2	HNSC	0.935	0.34
ZNF322P1	HNSC	0.934	0.34
ZSCAN32	HNSC	0.935	0.34
ZNF696	HNSC	0.936	0.34
ALG1L	HNSC	0.934	0.35
SDE2	HNSC	1.068	0.35
C1ORF68	HNSC	0.927	0.35
NDUFAF7	HNSC	1.072	0.35
CDH8	HNSC	1.068	0.35
CGB7	HNSC	1.069	0.35
DHRS12	HNSC	1.068	0.35
DNAJC13	HNSC	0.937	0.35
ERF	HNSC	1.071	0.35
FFAR3	HNSC	1.07	0.35
GIMAP2	HNSC	0.939	0.35
GPAT2	HNSC	0.935	0.35
HIST1H2AD	HNSC	1.07	0.35
MREG	HNSC	0.937	0.35
NDUFS1	HNSC	1.067	0.35
NOL12	HNSC	0.937	0.35
NT5M	HNSC	0.934	0.35
PAX5	HNSC	0.933	0.35
PNPLA4	HNSC	1.077	0.35
POU2F2	HNSC	0.932	0.35
PRSS22	HNSC	1.067	0.35
PTPN12	HNSC	1.069	0.35
RNF43	HNSC	1.067	0.35
SLC34A2	HNSC	0.932	0.35
ZNF462	HNSC	1.07	0.35
B2M	HNSC	1.064	0.36
C1ORF170	HNSC	0.935	0.36
SPTSSB	HNSC	0.933	0.36
CDC73	HNSC	1.065	0.36
CLEC16A	HNSC	0.937	0.36
DDX3X	HNSC	0.934	0.36
GABPB1	HNSC	1.068	0.36
GPR37	HNSC	0.938	0.36
HEATR4	HNSC	0.936	0.36
HIST1H3B	HNSC	1.067	0.36
HNRNPD	HNSC	1.068	0.36
JRK	HNSC	0.939	0.36
KCNJ8	HNSC	0.938	0.36
LGI2	HNSC	0.936	0.36
MCL1	HNSC	1.068	0.36
MFAP2	HNSC	1.069	0.36
MRGPRX3	HNSC	0.935	0.36
NAA35	HNSC	1.066	0.36
NUP62CL	HNSC	1.068	0.36
PGBD1	HNSC	0.937	0.36
RAB7L1	HNSC	1.066	0.36
SF3A1	HNSC	1.068	0.36
SLC16A7	HNSC	0.934	0.36
SMAD2	HNSC	0.937	0.36
SYK	HNSC	0.939	0.36
ZNF320	HNSC	0.939	0.36
ZNF827	HNSC	0.938	0.36
ACSF2	HNSC	1.067	0.37
AKT2	HNSC	0.943	0.37
L3HYPDH	HNSC	1.067	0.37
C1ORF115	HNSC	0.938	0.37
C1ORF177	HNSC	0.934	0.37
EWSR1	HNSC	1.065	0.37
GATSL3	HNSC	0.939	0.37
GCN1L1	HNSC	0.938	0.37
GRM5	HNSC	0.938	0.37
GXYLT1	HNSC	0.938	0.37
HAUS8	HNSC	0.937	0.37
HMSD	HNSC	0.937	0.37
INTS3	HNSC	0.935	0.37
ITPK1	HNSC	1.061	0.37
KCNE1L	HNSC	0.938	0.37
KIAA1644	HNSC	0.939	0.37
LPHN3	HNSC	1.064	0.37
KAT8	HNSC	0.938	0.37
NAA50	HNSC	0.94	0.37
NR4A2	HNSC	0.936	0.37
PIK3CA	HNSC	1.064	0.37
PLAC9	HNSC	0.938	0.37
PLCG1	HNSC	0.941	0.37
RAB38	HNSC	1.069	0.37
RANBP2	HNSC	1.065	0.37
RECQL4	HNSC	0.94	0.37
REL	HNSC	0.939	0.37
RNF145	HNSC	0.94	0.37
RPA2	HNSC	0.94	0.37
SRSF7	HNSC	1.067	0.37
SMAD4	HNSC	0.935	0.37
SUCNR1	HNSC	0.937	0.37
TMUB1	HNSC	0.939	0.37
WDR5B	HNSC	0.939	0.37
ALKBH4	HNSC	0.939	0.38
C10ORF2	HNSC	1.065	0.38
C9ORF89	HNSC	1.064	0.38
CASKIN1	HNSC	0.938	0.38
CWF19L2	HNSC	1.063	0.38
EXT1	HNSC	1.064	0.38
FAM24B	HNSC	1.066	0.38
FICD	HNSC	0.94	0.38
GRLF1	HNSC	0.941	0.38
KIAA0226	HNSC	0.94	0.38
LDB1	HNSC	0.939	0.38
MTF2	HNSC	0.94	0.38
NOMO3	HNSC	1.061	0.38
PTPRJ	HNSC	0.941	0.38
RPL11	HNSC	1.063	0.38
TAF1D	HNSC	1.063	0.38
TAOK1	HNSC	0.94	0.38
TMEM117	HNSC	0.942	0.38
TMEM163	HNSC	1.065	0.38
TXNDC11	HNSC	0.943	0.38
YBX1	HNSC	1.059	0.38
ZBTB17	HNSC	0.939	0.38
ACVR2A	HNSC	0.938	0.39
AGMAT	HNSC	0.94	0.39
AKAP13	HNSC	0.941	0.39
ARHGEF12	HNSC	0.941	0.39
BIRC3	HNSC	0.94	0.39
C17ORF97	HNSC	0.937	0.39
SPATA25	HNSC	0.94	0.39
CBR4	HNSC	0.941	0.39
CBWD6	HNSC	1.059	0.39
CCDC104	HNSC	1.064	0.39
CDC42	HNSC	1.062	0.39
COL2A1	HNSC	1.064	0.39
CXORF38	HNSC	1.064	0.39
DDX54	HNSC	1.062	0.39
DGCR6	HNSC	1.062	0.39
FAM181B	HNSC	1.062	0.39
NUTM2F	HNSC	0.943	0.39
GPATCH8	HNSC	0.942	0.39
HSPB6	HNSC	1.066	0.39
MALT1	HNSC	0.94	0.39
MARCO	HNSC	1.065	0.39
MDM1	HNSC	0.939	0.39
NRIP1	HNSC	1.063	0.39
OXR1	HNSC	0.942	0.39
PIR	HNSC	1.061	0.39
PODN	HNSC	0.941	0.39
PPAPDC2	HNSC	1.063	0.39
RNF165	HNSC	0.94	0.39
SUFU	HNSC	0.943	0.39
NME9	HNSC	0.942	0.39
ZBTB22	HNSC	0.943	0.39
ZSCAN5A	HNSC	0.944	0.39
ACOT1	HNSC	0.942	0.4
ANKRD37	HNSC	1.062	0.4
ASH1L	HNSC	0.944	0.4
C11ORF63	HNSC	1.059	0.4
C1ORF192	HNSC	0.941	0.4
TRABD2A	HNSC	1.064	0.4
CCND2	HNSC	0.943	0.4
CD163L1	HNSC	0.941	0.4
DNAJB6	HNSC	0.941	0.4
DRP2	HNSC	1.063	0.4
FES	HNSC	0.942	0.4
GPR20	HNSC	1.064	0.4
GTF3C5	HNSC	1.062	0.4
LEF1	HNSC	0.942	0.4
LILRA2	HNSC	0.944	0.4
LRRC47	HNSC	1.06	0.4
MAN1A1	HNSC	0.94	0.4
MAP3K13	HNSC	0.941	0.4
MED1	HNSC	1.064	0.4
MEFV	HNSC	0.941	0.4
NACA2	HNSC	1.06	0.4
PCYT1B	HNSC	1.062	0.4
PIK3CD	HNSC	0.939	0.4
PTMA	HNSC	0.94	0.4
RASSF4	HNSC	0.943	0.4
RFWD3	HNSC	1.061	0.4
SLC26A10	HNSC	1.062	0.4
SPINK2	HNSC	1.064	0.4
TMEM17	HNSC	1.061	0.4
WDR26	HNSC	1.063	0.4
WFDC5	HNSC	0.939	0.4
ZNF200	HNSC	1.063	0.4
ZNF408	HNSC	0.943	0.4
ZNF613	HNSC	0.942	0.4
APOA1BP	HNSC	1.061	0.41
ASNSD1	HNSC	1.059	0.41
ATN1	HNSC	0.941	0.41
BEND6	HNSC	1.058	0.41
CNOT10	HNSC	0.944	0.41
COX5A	HNSC	1.059	0.41
FAM122C	HNSC	0.945	0.41
FGFR3	HNSC	0.941	0.41
GNAZ	HNSC	1.059	0.41
ITPR1	HNSC	0.945	0.41
KCNS3	HNSC	1.059	0.41
KIAA0247	HNSC	0.944	0.41
LDHAL6B	HNSC	0.943	0.41
MRPL34	HNSC	0.944	0.41
MYC	HNSC	1.057	0.41
NCOR1	HNSC	0.943	0.41
NSMF	HNSC	1.06	0.41
NFATC2	HNSC	0.944	0.41
NIPA2	HNSC	1.062	0.41
NUP153	HNSC	0.945	0.41
NUP85	HNSC	1.06	0.41
PTPN6	HNSC	0.943	0.41
SDHD	HNSC	1.06	0.41
SEPT9	HNSC	1.059	0.41
SND1	HNSC	1.058	0.41
ZPLD1	HNSC	1.06	0.41
APOL4	HNSC	0.946	0.42
ARID4B	HNSC	0.944	0.42
C16ORF13	HNSC	1.056	0.42
AAED1	HNSC	1.062	0.42
CBLB	HNSC	0.942	0.42
CCDC12	HNSC	0.945	0.42
CCDC78	HNSC	0.945	0.42
CCNB1IP1	HNSC	1.059	0.42
DECR2	HNSC	0.944	0.42
EIF2C3	HNSC	1.059	0.42
EPYC	HNSC	0.941	0.42
FAM127C	HNSC	0.945	0.42
FER1L6	HNSC	1.061	0.42
GABRE	HNSC	0.944	0.42
PAXBP1	HNSC	0.945	0.42
HCAR3	HNSC	0.943	0.42
GPR111	HNSC	0.944	0.42
GTF2B	HNSC	1.058	0.42
HOXD11	HNSC	1.059	0.42
ING1	HNSC	1.062	0.42
LY86	HNSC	0.944	0.42
MATR3	HNSC	1.06	0.42
MRPS6	HNSC	1.059	0.42
N4BP2	HNSC	0.945	0.42
NBN	HNSC	1.055	0.42
NT5C1B	HNSC	0.943	0.42
NT5C3	HNSC	1.058	0.42
PCDHGA11	HNSC	1.059	0.42
PKD1L1	HNSC	0.945	0.42
PPP1R1C	HNSC	1.057	0.42
SCYL1	HNSC	1.059	0.42
SECISBP2L	HNSC	0.947	0.42
SLC6A11	HNSC	1.061	0.42
SOX2	HNSC	0.943	0.42
SPTAN1	HNSC	0.944	0.42
TEKT3	HNSC	0.94	0.42
TRIM24	HNSC	0.943	0.42
WASL	HNSC	0.943	0.42
YIPF3	HNSC	1.056	0.42
ZDBF2	HNSC	0.946	0.42
ZSCAN25	HNSC	0.943	0.42
AHNAK	HNSC	1.061	0.43
AMTN	HNSC	0.946	0.43
AQP10	HNSC	1.056	0.43
BAI3	HNSC	0.945	0.43
OXLD1	HNSC	0.947	0.43
C1ORF52	HNSC	1.058	0.43
CALR	HNSC	1.059	0.43
CDC123	HNSC	1.057	0.43
CHST8	HNSC	0.945	0.43
ESYT2	HNSC	0.947	0.43
FAM110A	HNSC	0.944	0.43
FAM173A	HNSC	0.949	0.43
HHIPL2	HNSC	1.057	0.43
HIST1H2BD	HNSC	1.056	0.43
NCOA7	HNSC	0.944	0.43
NOP14	HNSC	0.945	0.43
OAZ3	HNSC	0.945	0.43
PTPRD	HNSC	1.056	0.43
RNF111	HNSC	1.056	0.43
RNF38	HNSC	0.947	0.43
SPIN2B	HNSC	0.945	0.43
TMCC2	HNSC	1.055	0.43
TRIL	HNSC	0.948	0.43
ZNF22	HNSC	1.06	0.43
ZNF230	HNSC	0.945	0.43
ZNF233	HNSC	0.946	0.43
ZSCAN20	HNSC	0.949	0.43
AIF1L	HNSC	0.947	0.44
APOOL	HNSC	1.056	0.44
BCL10	HNSC	1.057	0.44
C16ORF89	HNSC	0.944	0.44
SOGA3	HNSC	0.948	0.44
CACFD1	HNSC	0.947	0.44
CRELD1	HNSC	1.059	0.44
DDTL	HNSC	1.054	0.44
ERBB4	HNSC	1.06	0.44
HIST1H2AJ	HNSC	1.059	0.44
HIST1H2BK	HNSC	1.055	0.44
MYCBP2	HNSC	0.945	0.44
NDE1	HNSC	1.058	0.44
NR1D1	HNSC	1.057	0.44
PAFAH1B1	HNSC	0.946	0.44
PICALM	HNSC	1.055	0.44
RNF215	HNSC	1.056	0.44
SCN3A	HNSC	0.946	0.44
SDHAF2	HNSC	1.056	0.44
TAF1B	HNSC	1.055	0.44
TNRC6B	HNSC	0.945	0.44
TUB	HNSC	1.056	0.44
VWA5B2	HNSC	1.058	0.44
ZFHX3	HNSC	1.055	0.44
ZNF519	HNSC	1.057	0.44
ABCC9	HNSC	0.949	0.45
SPATC1L	HNSC	0.947	0.45
C9ORF170	HNSC	0.946	0.45
CCDC11	HNSC	0.95	0.45
CCDC144B	HNSC	0.948	0.45
DDR2	HNSC	0.949	0.45
DEPDC4	HNSC	1.055	0.45
DPP7	HNSC	1.055	0.45
DYRK4	HNSC	1.055	0.45
FAM179B	HNSC	0.947	0.45
FBLN2	HNSC	0.947	0.45
GTF2I	HNSC	0.948	0.45
IL36B	HNSC	0.944	0.45
LAD1	HNSC	0.943	0.45
LRCH2	HNSC	0.95	0.45
RIN2	HNSC	0.949	0.45
RPL10	HNSC	1.054	0.45
TMEM44	HNSC	1.058	0.45
TNK2	HNSC	0.948	0.45
TTC22	HNSC	0.947	0.45
ZNF354B	HNSC	0.948	0.45
ZNF503	HNSC	0.949	0.45
ABHD8	HNSC	0.947	0.46
AKAP3	HNSC	0.949	0.46
SOWAHC	HNSC	1.058	0.46
SMCO4	HNSC	0.949	0.46
CCDC144A	HNSC	0.947	0.46
EED	HNSC	0.95	0.46
EML3	HNSC	0.948	0.46
GIGYF2	HNSC	0.95	0.46
GMPPA	HNSC	1.053	0.46
GPBP1L1	HNSC	0.951	0.46
GPC3	HNSC	1.054	0.46
H3F3B	HNSC	1.053	0.46
HAPLN4	HNSC	1.055	0.46
JAK1	HNSC	0.95	0.46
MS4A6A	HNSC	0.949	0.46
NDUFV2	HNSC	1.051	0.46
NPAS2	HNSC	1.056	0.46
OSBPL7	HNSC	0.951	0.46
PCDHB10	HNSC	1.056	0.46
PMFBP1	HNSC	1.053	0.46
PRB3	HNSC	1.055	0.46
RRBP1	HNSC	0.949	0.46
SPAG1	HNSC	1.055	0.46
SPDYE1	HNSC	0.95	0.46
SPEN	HNSC	0.95	0.46
SS18L2	HNSC	0.948	0.46
TRIM27	HNSC	1.055	0.46
AK1	HNSC	1.052	0.47
AP4M1	HNSC	0.95	0.47
BCL11B	HNSC	0.95	0.47
C2ORF71	HNSC	1.054	0.47
CDK12	HNSC	1.055	0.47
ERG	HNSC	0.952	0.47
ESPNL	HNSC	0.95	0.47
FBN1	HNSC	0.951	0.47
FHIT	HNSC	0.948	0.47
HNMT	HNSC	0.95	0.47
KCMF1	HNSC	1.054	0.47
KCNC1	HNSC	0.946	0.47
LRIT2	HNSC	0.947	0.47
MEF2D	HNSC	0.951	0.47
METTL2B	HNSC	1.053	0.47
NAP1L5	HNSC	1.051	0.47
PCDHB8	HNSC	1.052	0.47
PCDHGA10	HNSC	1.053	0.47
PKIA	HNSC	1.052	0.47
POLM	HNSC	1.052	0.47
PSORS1C2	HNSC	0.948	0.47
SCRN2	HNSC	1.05	0.47
SELK	HNSC	0.951	0.47
SLC4A11	HNSC	0.949	0.47
STAM2	HNSC	1.054	0.47
TEAD1	HNSC	1.054	0.47
TEKT4	HNSC	0.951	0.47
TIGD6	HNSC	1.053	0.47
TMCO6	HNSC	1.052	0.47
TNRC18	HNSC	1.054	0.47
UPF2	HNSC	0.951	0.47
ZBTB16	HNSC	1.053	0.47
ZFP90	HNSC	1.053	0.47
ZNF358	HNSC	0.948	0.47
ZNF611	HNSC	0.951	0.47
CSPG5	HNSC	0.95	0.48
PIEZO1	HNSC	1.053	0.48
LRRC66	HNSC	0.951	0.48
LUC7L2	HNSC	0.953	0.48
LUZP1	HNSC	1.053	0.48
MAF	HNSC	0.951	0.48
MSH3	HNSC	0.95	0.48
PDHX	HNSC	1.05	0.48
PXDN	HNSC	1.05	0.48
SCD	HNSC	1.052	0.48
SLC6A12	HNSC	0.951	0.48
TIMM13	HNSC	0.951	0.48
TRIM16L	HNSC	1.048	0.48
TRIM33	HNSC	0.952	0.48
VWA3B	HNSC	0.95	0.48
ABHD14A	HNSC	0.953	0.49
ADPRHL2	HNSC	0.952	0.49
ATXN2	HNSC	1.051	0.49
BLM	HNSC	1.051	0.49
C19ORF77	HNSC	0.952	0.49
C20ORF141	HNSC	0.95	0.49
CCDC101	HNSC	0.952	0.49
CCDC137	HNSC	0.953	0.49
CPZ	HNSC	0.95	0.49
DDB2	HNSC	0.952	0.49
FABP6	HNSC	1.048	0.49
FAM189A2	HNSC	0.953	0.49
TVP23C	HNSC	1.047	0.49
GTF2A1	HNSC	0.952	0.49
HEY1	HNSC	1.051	0.49
HNF1A	HNSC	0.952	0.49
LRRC37B	HNSC	0.953	0.49
LSS	HNSC	0.953	0.49
NEURL1B	HNSC	0.952	0.49
PPOX	HNSC	0.952	0.49
SCN4B	HNSC	0.953	0.49
SLC10A4	HNSC	0.95	0.49
SLC36A4	HNSC	0.955	0.49
SMARCB1	HNSC	1.053	0.49
TMEM218	HNSC	1.051	0.49
VAV2	HNSC	1.051	0.49
ZFP91	HNSC	1.052	0.49
ZNF248	HNSC	0.952	0.49
ZNF321P	HNSC	0.953	0.49
ZNF800	HNSC	0.952	0.49
ZNF816	HNSC	0.952	0.49
ABI1	HNSC	0.953	0.5
AMBRA1	HNSC	0.954	0.5
ASB6	HNSC	0.954	0.5
C3ORF58	HNSC	0.953	0.5
CLCN6	HNSC	0.953	0.5
CMC1	HNSC	1.05	0.5
CPXM2	HNSC	0.955	0.5
EFHC1	HNSC	0.953	0.5
FAM123B	HNSC	0.951	0.5
FAM154B	HNSC	0.955	0.5
FAM50B	HNSC	1.048	0.5
FOXN3	HNSC	0.953	0.5
GPR108	HNSC	0.953	0.5
IGFL3	HNSC	1.05	0.5
KIF19	HNSC	0.956	0.5
PPP1R21	HNSC	1.049	0.5
LPHN1	HNSC	0.952	0.5
LRRC29	HNSC	1.047	0.5
MAN2B2	HNSC	0.953	0.5
MED12	HNSC	0.953	0.5
METTL10	HNSC	1.05	0.5
MID1IP1	HNSC	1.049	0.5
MYOZ2	HNSC	1.052	0.5
NDUFA3	HNSC	1.048	0.5
PGLYRP3	HNSC	0.95	0.5
PRSS3	HNSC	0.954	0.5
SEC31A	HNSC	0.952	0.5
STS	HNSC	0.951	0.5
SUSD5	HNSC	0.952	0.5
TAS2R20	HNSC	0.952	0.5
TCF7L2	HNSC	1.048	0.5
TMED1	HNSC	0.951	0.5
TXNRD3NB	HNSC	0.954	0.5
ZNF765	HNSC	0.953	0.5
ZNF853	HNSC	0.954	0.5
ALG10B	HNSC	1.048	0.51
C14ORF43	HNSC	0.955	0.51
FAM217B	HNSC	0.953	0.51
C9ORF78	HNSC	1.047	0.51
ETV1	HNSC	0.954	0.51
F13A1	HNSC	1.047	0.51
FBLN7	HNSC	0.955	0.51
FBXL16	HNSC	0.955	0.51
GPR162	HNSC	0.955	0.51
KDM5B	HNSC	1.049	0.51
KIAA0182	HNSC	1.05	0.51
