Gene	Cancer_median	Normal_median	TSG	OG	NG
NEB	0.1345	0.878	0	0	0
ACTBL2	0.1465	0.909	0	0	0
SORBS1	0.1615	0.832	0	0	0
CTSL3	0.16699999999999998	0.768	0	0	0
TRIM60	0.152	0.5	0	0	1
QRFP	?	?	0	0	0
VSIG4	0.161	0.829	0	0	0
APOM	0.174	0.903	0	0	0
CLEC10A	0.163	0.5	0	0	1
CNTF	0.12	0.832	0	0	0
UBASH3A	0.047	0.5	0	0	0
LYZL6	?	?	0	0	0
ABCB1	0.146	0.833	0	0	0
SH2D1A	0.13	0.711	0	0	0
LGALS9C	?	?	0	0	1
PRSS21	0.1395	0.712	0	0	0
KLRF1	?	?	0	0	0
BGLAP	?	?	0	0	0
ERAS	0.153	0.737	0	0	0
LRP2BP	0.158	0.5	0	0	1
TNRC6C	0.151	0.793	0	0	0
WASH2P	?	?	0	0	0
ZNF654	0.1875	0.5	0	0	0
PLEKHG7	0.1585	0.702	0	0	0
PI4KAP2	?	?	0	0	0
CLEC4F	?	?	0	0	1
UCN3	0.157	0.5	0	0	1
GLI2	0.175	0.769	0	0	0
NCR3	?	?	0	0	0
SYTL2	0.168	0.72	0	0	0
MIOX	?	?	0	0	0
CLCN1	0.181	0.762	0	0	0
RBM46	0.152	0.5	0	0	1
TDO2	?	?	0	0	0
ERVFRD-1	?	?	0	0	0
HSD17B6	0.843	0.5	0	0	0
RNF183	0.1575	0.888	0	0	0
ASIP	0.815	0.231	0	0	0
CYP2A6	0.5	0.5	0	0	0
IL22	0.1435	0.811	0	0	0
SPRR1A	?	?	0	0	0
MYLK4	0.152	0.912	0	0	0
SPINK5	0.156	0.5	0	0	1
PHACTR3	0.17	0.677	0	0	0
PNPLA1	0.845	0.114	0	0	0
SEPT12	0.5	0.5	0	0	1
GPR44	0.544	0.6015	0	0	0
HEPACAM	0.826	0.163	0	0	0
ELF2	0.148	0.834	0	0	0
YQ028	?	?	0	0	0
NTSR2	0.142	0.827	0	0	0
SLC39A2	?	?	0	0	0
SST	0.15	0.5	0	0	1
DEFB113	?	?	0	0	1
SLC22A13	?	?	0	0	0
TBC1D29	?	?	0	0	1
PGLYRP4	0.092	0.5	0	0	1
INSL6	?	?	0	0	0
LIPM	?	?	0	0	1
C11ORF41	0.1685	0.86	0	0	0
RP11-737O24.3	?	?	0	0	0
ANXA10	?	?	0	0	0
SEC16B	0.15	0.734	0	0	0
LGALS9B	?	?	0	0	0
KRT84	0.15	0.5	0	0	1
PHC2	0.8425	0.304	0	0	0
CCL4	?	?	0	0	0
UGT1A1	0.156	0.868	0	0	0
IL5RA	0.142	0.807	0	0	0
DTHD1	0.193	0.5	0	0	1
SDS	?	?	0	0	0
FMO6P	0.8975	0.392	0	0	1
LCE1E	0.0815	0.5	0	0	1
RORA	0.151	0.755	0	0	0
CCR4	0.154	0.5	0	1	0
OR2T29	?	?	0	0	1
HPGDS	?	?	0	0	0
SIRPG	0.067	0.58	0	0	0
FOXD4L5	0.907	0.385	0	0	1
SLCO2B1	0.158	0.76	0	0	0
TRIM10	0.146	0.706	0	0	0
CDSN	0.128	0.87	0	0	0
KLRC4	0.153	0.5	0	0	1
BMP10	?	?	0	0	0
MS4A6E	0.137	0.669	0	0	0
PFN3	0.9095	0.365	0	0	0
TMEM72	0.5	0.5	0	0	1
GCGR	?	?	0	0	1
ZNF383	?	?	0	0	0
SCN4A	0.159	0.839	0	0	0
SERPINB11	0.139	0.852	0	0	0
KLB	0.146	0.927	0	0	0
IL16	0.141	0.725	0	0	0
PPP2R2D	0.825	0.314	0	0	0
LCN15	0.175	0.5	0	0	1
SEZ6	0.821	0.089	0	0	0
ZNF117	?	?	0	0	1
OR4M2	?	?	0	0	1
KRT9	?	?	0	0	0
CATSPER1	0.135	0.951	0	0	0
SLC12A3	?	?	0	0	1
OR2T1	?	?	0	0	0
SFTPC	0.183	0.5	0	0	1
KRTAP2-1	?	?	0	0	1
BTBD17	0.836	0.228	0	0	1
STK31	0.13	0.673	0	0	0
RP11-90C4.1	0.1615	0.86	0	0	0
FNDC7	0.146	0.709	0	0	0
DNAJC5B	?	?	0	0	0
PADI3	0.1625	0.5	0	0	1
PILRB	0.5	0.5	0	0	0
GH1	?	?	0	0	1
PDE6C	?	?	0	0	0
DNHD1	0.897	0.383	0	0	1
PRSS53	?	?	0	0	0
MS4A14	0.156	0.5	0	0	1
C1ORF94	0.8274999999999999	0.109	0	0	1
FOXD4L4	?	?	0	0	1
GPR171	0.16349999999999998	0.5	0	0	1
AVPR2	0.16	0.842	0	0	0
LEP	0.168	0.5	0	0	1
TNR	0.831	0.27	0	0	0
DUPD1	0.168	0.707	0	0	0
ATP8B4	0.1385	0.72	0	0	0
CEACAM19	0.167	0.809	0	0	0
GPR26	0.137	0.688	0	0	0
PCDH15	0.153	0.876	0	0	0
RGS1	0.159	0.826	0	0	0
IL34	0.165	0.769	0	0	0
RNF217	0.821	0.058	0	0	0
CHAT	0.813	0.1585	0	0	1
PBRM1	0.5	0.5	1	0	0
FGFBP2	0.158	0.795	0	0	0
CLNK	0.167	0.667	0	0	0
CLDN15	0.909	0.359	0	0	0
PIWIL1	0.841	0.215	0	0	0
KIAA1683	0.154	0.5	0	0	1
TRGV3	?	?	0	0	0
FKBP9L	0.5	0.5	0	0	0
KRT79	0.183	0.865	0	0	0
IFNA2	?	?	0	0	0
GALNTL5	0.143	0.847	0	0	0
MBOAT4	?	?	0	0	1
RASGEF1A	0.837	0.234	0	0	0
NEUROD4	0.169	0.874	0	0	0
SAA2	?	?	0	0	0
TMEM213	0.134	0.5	0	0	1
ATP6V1B1	0.856	0.231	0	0	0
THEMIS	?	?	0	0	1
CDK3	0.5	0.5	0	0	0
KIR2DL4	?	?	0	0	0
PLP1	0.146	0.762	0	0	0
PLA2G12B	?	?	0	0	0
OR4N4	?	?	0	0	1
CNTN2	0.152	0.873	0	0	0
MYO1H	0.152	0.5	0	0	1
ASAP1	0.167	0.69	0	0	0
CELF1	0.157	0.725	0	0	0
SLC25A18	0.1505	0.729	0	0	0
GLRA4	?	?	0	0	1
OR4D9	?	?	0	0	1
AHSG	?	?	0	0	1
OTOS	0.102	0.5	0	0	1
KRTAP5-1	?	?	0	0	1
TMCO2	?	?	0	0	0
GGT1	0.137	0.651	0	0	0
SSTR3	0.163	0.843	0	0	0
KRTDAP	0.163	0.5	0	0	1
MEOX1	0.885	0.362	0	0	0
KRT34	0.123	0.781	0	0	0
GNRHR	?	?	0	0	1
S100B	0.809	0.5	0	0	0
OR2T5	?	?	0	0	1
MSR1	0.146	0.749	0	0	0
KLK6	0.179	0.738	0	0	0
OR2AK2	?	?	0	0	1
MYL2	?	?	0	0	1
OR4M1	?	?	0	0	1
SLA2	0.5	0.5	0	0	0
CBLN4	0.175	0.799	0	0	0
CDH19	0.146	0.781	0	0	0
APOA2	0.093	0.5	0	0	1
LGI4	0.8995	0.328	0	0	0
YBX1P1	?	?	0	0	0
OR7A5	0.161	0.5	0	0	1
GPIHBP1	0.164	0.5	0	0	1
IL1F10	0.173	0.858	0	0	0
PMFBP1	?	?	0	0	1
IL36G	0.155	0.695	0	0	0
PNLDC1	0.188	0.876	0	0	0
HAMP	0.151	0.72	0	0	0
IL1RL1	0.143	0.5	0	0	1
KRTAP4-11	?	?	0	0	1
IZUMO2	?	?	0	0	1
ABCB11	?	?	0	0	0
KLHL29	0.828	0.385	0	0	0
CYP4F3	0.177	0.756	0	0	0
HIPK4	0.165	0.82	0	0	0
NR2E3	0.177	0.5	0	0	1
MYL1	0.1475	0.5	0	0	1
TMEM132B	0.144	0.75	0	0	0
TMEM247	0.1835	0.836	0	0	0
OR6V1	?	?	0	0	1
GZMH	?	?	0	0	0
ARMS2	0.154	0.5	0	0	1
F2RL3	0.164	0.901	0	0	0
KRT2	0.109	0.681	0	0	0
HGFAC	0.1615	0.836	0	0	0
FSCN2	0.15	0.5	0	0	1
SLC22A20	0.845	0.063	0	0	0
DNAH5	0.138	0.873	0	0	0
PPARG	0.166	0.5	1	0	0
THSD4	0.161	0.762	0	0	0
C9	0.162	0.845	0	0	0
CTXN3	0.143	0.5	0	0	1
LYPD2	0.1785	0.8725	0	0	0
YJEFN3	0.973	0.472	0	0	0
SPERT	0.187	0.5	0	0	1
HPCA	0.179	0.647	0	0	0
MAGEC2	0.144	0.85	0	0	0
GKN1	0.139	0.709	0	0	0
TM4SF20	0.5	0.5	0	0	0
FBXO40	?	?	0	0	1
FRMD4A	0.141	0.76	0	0	0
CHRNA6	0.141	0.693	0	0	0
THEM5	?	?	0	0	1
MRGPRX1	0.151	0.5	0	0	1
KNCN	?	?	0	0	0
FGF6	0.148	0.856	0	0	0
ELAVL4	0.161	0.834	0	0	0
FIGF	?	?	0	0	0
CLEC9A	0.1455	0.905	0	0	0
CARTPT	0.185	0.788	0	0	0
RDH12	?	?	0	0	0
TAS2R40	?	?	0	0	1
ZG16B	0.5	0.5	0	0	0
PGA3	?	?	0	0	1
FRG2B	?	?	0	0	1
ZNF439	0.16799999999999998	0.5	0	0	0
CHRNA9	0.5	0.5	0	0	0
CARD18	?	?	0	0	0
FAM132A	0.5	0.5	0	0	0
CDX1	0.898	0.387	0	0	0
GPR141	0.148	0.914	0	0	0
AP000322.53	?	?	0	0	0
APOBEC3H	0.153	0.9	0	0	0
SLC26A9	0.166	0.805	0	0	0
IQSEC3	0.16	0.5	0	0	1
SPO11	?	?	0	0	1
C7ORF16	0.1515	0.852	0	0	0
CCL8	0.144	0.91	0	0	0
PKD1L1	0.16	0.5	0	0	1
CLDN14	0.881	0.391	0	0	0
GRM4	0.167	0.73	0	0	0
C2ORF85	0.166	0.779	0	0	0
PRODH2	?	?	0	0	0
CPLX3	0.5	0.5	0	0	1
C7ORF45	0.5	0.5	0	0	0
CCL3L1	?	?	0	0	0
HABP2	0.1515	0.708	0	0	0
PRAME	?	?	0	0	0
OR1D5	?	?	0	0	1
CMTM1	0.875	0.109	0	0	0
MAEL	0.162	0.797	0	0	0
CYP2W1	0.157	0.748	0	0	0
SLC15A2	0.839	0.295	0	0	1
GOLGA8B	0.826	0.0795	0	0	0
CXCL17	?	?	0	0	0
CCL4L2	?	?	0	0	0
TMEM114	?	?	0	0	1
MYT1	0.149	0.723	0	0	0
C5ORF13	0.187	0.693	0	0	0
AMZ1	0.864	0.237	0	0	0
FETUB	0.5	0.5	0	0	0
SH2D7	0.115	0.5	0	0	1
LCE3A	0.16	0.5	0	0	1
AMAC1	?	?	0	0	0
CAMP	?	?	0	0	1
PHACTR1	0.816	0.28	0	0	1
KCNE2	0.5	0.5	0	0	1
FYN	0.174	0.813	0	0	0
ZNF534	0.882	0.351	0	0	1
ST18	0.157	0.712	0	0	0
SLC36A2	0.159	0.705	0	0	0
PCBP3	0.15	0.778	0	0	0
SMG1P4	0.5	0.5	0	0	0
LILRA4	0.1545	0.856	0	0	0
TNFRSF4	0.5	0.5	0	0	0
CPA5	0.158	0.932	0	0	0
TMOD1	0.191	0.5	0	0	1
STON1-GTF2A1L	0.149	0.76	0	0	0
HAPLN2	0.805	0.122	0	0	1
TMEM14E	?	?	0	0	1
HIGD1C	?	?	0	0	1
BET3L	0.1275	0.651	0	0	0
CDCP2	?	?	0	0	0
ACSM5	0.117	0.691	0	0	0
SFTPB	0.162	0.5	0	0	1
CAPN8	0.158	0.8	0	0	0
SAA1	?	?	0	0	0
TTC36	?	?	0	0	0
MATN4	0.8154999999999999	0.332	0	0	0
ZHX3	0.151	0.935	0	0	0
KRT13	0.167	0.795	0	0	0
CRLF2	?	?	0	1	0
PGBD5	0.1445	0.702	0	0	0
C1QA	0.16899999999999998	0.693	0	0	0
PABPC1L2A	?	?	0	0	0
OR4N2	0.1505	0.5	0	0	1
AQP12B	?	?	0	0	1
IFNE	?	?	0	0	0
DEFB1	0.113	0.761	0	0	0
OR2C3	0.916	0.325	0	0	0
MS4A3	?	?	0	0	0
TCN1	?	?	0	0	0
OXER1	?	?	0	0	0
C5ORF53	?	?	0	0	0
KLRC2	0.17	0.871	0	0	0
BTBD16	0.884	0.375	0	0	1
ZNF185	0.1115	0.66	0	0	0
NEU2	0.1935	0.84	0	0	0
LIFR	0.154	0.784	0	0	0
HRG	0.5	0.5	0	0	0
CAPN14	0.154	0.5	0	0	1
KCNIP3	0.148	0.876	0	0	0
COL20A1	0.143	0.5	0	0	1
CRX	0.5	0.5	0	0	0
TMEM236	?	?	0	0	0
GNAT1	0.081	0.5	0	0	1
HLA-DQA2	0.134	0.5	0	0	1
GALNT8	0.187	0.5	0	0	1
C15ORF55	0.162	0.826	0	0	0
PIP	?	?	0	0	0
GAST	?	?	0	0	0
RGS13	0.155	0.867	0	0	0
ITIH5L	0.5	0.5	0	0	0
PSG9	0.112	0.665	0	0	0
MATN1	0.5	0.5	0	0	0
GPR1	0.161	0.817	0	0	0
SLC12A1	0.156	0.5	0	0	1
TAS2R14	0.1665	0.5	0	0	1
OR52K1	?	?	0	0	1
GRM6	0.174	0.797	0	0	0
CRYGS	?	?	0	0	1
FCRL6	0.151	0.5	0	0	1
OPN4	?	?	0	0	0
GPR97	?	?	0	0	1
DPCR1	0.136	0.674	0	0	0
PPBPL1	?	?	0	0	0
CEL	0.168	0.5	0	0	1
SLC6A19	0.154	0.792	0	0	0
SERPINA6	?	?	0	0	0
RUNX1T1	0.831	0.075	1	1	0
OTOL1	?	?	0	0	0
MS4A4E	?	?	0	0	0
ATP1B4	0.5	0.5	0	0	0
GUCA2B	0.165	0.793	0	0	0
SCT	?	?	0	0	0
MYH13	0.141	0.5	0	0	1
CDH22	0.142	0.69	0	0	0
IGFL4	0.1455	0.5	0	0	1
ATP13A3	0.824	0.112	0	0	0
C3ORF43	?	?	0	0	0
PIK3R5	0.151	0.792	0	0	0
RNASE8	?	?	0	0	0
SERPINA5	0.159	0.855	0	0	0
NCK2	0.842	0.282	0	0	0
CASQ1	0.19	0.758	0	0	0
NPC1L1	0.182	0.91	0	0	0
GRB10	0.158	0.905	0	0	0
MMP3	0.145	0.693	0	0	0
KLK9	0.113	0.635	0	0	0
MUCL1	0.8325	0.223	0	0	0
ABP1	0.156	0.5	0	0	1
STARD9	0.1875	0.86	0	0	0
KIF25	0.199	0.704	0	0	0
ACSM4	?	?	0	0	0
DNM1P33	?	?	0	0	0
PABPC1L2B	?	?	0	0	0
FAM163B	0.17	0.833	0	0	0
LASS3	0.132	0.79	0	0	0
ZNF479	0.1535	0.5	0	0	1
BLID	?	?	0	0	0
ZNF423	0.146	0.875	0	0	0
KRTAP4-8	0.157	0.5	0	0	1
TLN2	0.159	0.746	0	0	0
ZDHHC11	0.1645	0.854	0	0	0
SLC5A9	0.1785	0.5	0	0	1
TMPRSS3	0.147	0.677	0	0	0
UBE3A	0.1635	0.869	0	0	0
CTAG1A	?	?	0	0	0
MAPK8	0.1755	0.908	0	0	0
RPL13AP6	?	?	0	0	0
MYH2	0.5	0.5	0	0	1
GUCA1C	?	?	0	0	0
OPN5	0.188	0.5	0	0	1
PRLH	?	?	0	0	1
RPS4XP21	?	?	0	0	0
FOXN1	0.86	0.276	0	0	0
ANXA13	?	?	0	0	0
EVI5	0.834	0.039	0	0	0
RPL23AP7	?	?	0	0	0
UBE2U	0.177	0.823	0	0	0
GCK	0.844	0.111	0	0	0
A2LD1	0.167	0.888	0	0	0
ITLN2	?	?	0	0	1
REG4	?	?	0	0	0
DCT	0.148	0.819	0	0	0
BCAS1	0.1735	0.5	0	0	0
OR52H1	?	?	0	0	1
TUBB1	0.135	0.67	0	0	0
PGA5	?	?	0	0	1
AMOT	0.1635	0.782	0	0	0
DHRS2	?	?	0	0	0
TMEM200A	0.1425	0.5	0	0	1
NPFFR1	0.124	0.5	0	0	1
XPNPEP2	0.5	0.5	0	0	0
MSLNL	0.133	0.812	0	0	0
SLC39A12	0.164	0.5	0	0	1
SUSD2	0.131	0.825	0	0	0
GABRR1	0.17	0.901	0	0	0
OR2V2	?	?	0	0	0
DSC1	0.1695	0.79	0	0	0
SPINK4	?	?	0	0	0
CHRNB3	0.083	0.5	0	0	1
CSF2RA	?	?	0	0	0
ADH6	0.5	0.5	0	0	1
OR10J1	?	?	0	0	1
SPRR4	0.1545	0.5	0	0	1
SLC22A8	0.127	0.763	0	0	0
TAS2R60	?	?	0	0	0
ZCCHC5	0.15	0.5	0	0	1
KLHL5	0.1565	0.694	0	0	0
OR6P1	?	?	0	0	1
RPL3L	?	?	0	0	0
DNASE1	0.525	0.5	0	0	0
GALP	0.147	0.5	0	0	1
CYP3A7	0.18	0.5	0	0	0
RESP18	0.845	0.261	0	0	1
LHX3	0.807	0.202	0	0	0
TMPRSS11BNL	?	?	0	0	1
TM4SF5	?	?	0	0	0
TMED6	?	?	0	0	0
FAM9C	?	?	0	0	0
MUC20	0.179	0.908	0	0	0
PDE4C	0.924	0.344	0	0	0
RPA3	0.121	0.5	0	0	0
NCR1	?	?	0	0	0
MPRIP	0.10450000000000001	0.605	0	0	0
AVIL	0.849	0.301	0	0	0
OR10V1	?	?	0	0	0
PPIAL4A	?	?	0	0	0
OR7A17	?	?	0	0	1
ERP27	0.164	0.708	0	0	0
LIPC	0.164	0.695	0	0	0
GREB1	0.1625	0.73	0	0	0
NT5C1B	?	?	0	0	1
GPA33	0.1655	0.688	0	0	0
TRPC7	0.167	0.5	0	0	1
CFC1	?	?	0	0	0
RPH3A	0.1735	0.5	0	0	1
DEFA1B	?	?	0	0	0
PNMA6A	?	?	0	0	0
FFAR1	0.14100000000000001	0.5	0	0	0
SPRR2F	?	?	0	0	0
NAT8	?	?	0	0	1
CALHM1	0.1325	0.65	0	0	0
AKR1C2	0.5	0.5	0	0	0
LINGO4	0.5	0.5	0	0	0
PADI6	0.146	0.5	0	0	1
ABCC12	0.14	0.926	0	0	0
P2RX3	0.16399999999999998	0.5	0	0	1
OR9Q1	0.168	0.903	0	0	0
ACTL7A	?	?	0	0	0
ATP6V1G3	?	?	0	0	0
MSH4	?	?	0	0	1
LYG2	0.5	0.5	0	0	1
RGL4	0.152	0.5	0	0	1
SBK2	0.156	0.869	0	0	0
RNASE12	0.802	0.487	0	0	0
PPIAL4G	?	?	0	0	1
MOV10L1	0.5	0.5	0	0	0
CD200R1L	?	?	0	0	1
MCTP2	0.144	0.857	0	0	0
SFTPA2	0.5	0.5	0	0	0
KRT3	0.87	0.327	0	0	0
IL13RA2	0.153	0.85	0	0	0
CALML5	?	?	0	0	1
GDPD4	0.187	0.5	0	0	1
CDH26	0.13	0.5	0	0	1
LCE1B	0.162	0.5	0	0	1
GUCY1B2	0.0735	0.621	0	0	0
HSD11B1	0.165	0.5	0	0	1
IFNA4	?	?	0	0	0
DPEP3	0.5	0.5	0	0	0
INS-IGF2	0.176	0.67	0	0	0
KIAA1432	?	?	0	0	0
C1ORF68	0.17099999999999999	0.5	0	0	1
TIGD7	0.87	0.168	0	0	1
TMEM27	0.5	0.5	0	0	0
IL19	0.161	0.826	0	0	0
RERGL	0.166	0.5	0	0	1
GTSF1L	0.179	0.768	0	0	0
KRT18P55	0.885	0.366	0	0	0
C2ORF74	?	?	0	0	0
GRIP2	0.8534999999999999	0.33	0	0	1
CCL17	?	?	0	0	0
C2ORF71	0.191	0.5	0	0	1
KRT32	?	?	0	0	0
VIL1	?	?	0	0	0
BRDT	0.5	0.5	0	0	0
PTRH1	0.83	0.256	0	0	0
TRA	0.134	0.738	0	0	0
SERPINA11	?	?	0	0	0
OR4D5	?	?	0	0	0
LOC100133893	?	?	0	0	0
CIB4	0.162	0.5	0	0	1
TGM5	0.133	0.693	0	0	0
SH2D1B	0.1895	0.788	0	0	0
A1CF	0.145	0.5	0	1	0
KRT81	0.5	0.5	0	0	0
H2AFB2	?	?	0	0	0
CNGB3	?	?	0	0	0
ETV3L	?	?	0	0	1
GPR45	0.185	0.5	0	0	1
DEFB110	0.148	0.5	0	0	1
CYP3A4	0.161	0.5	0	0	1
PSG3	0.5	0.5	0	0	1
SMCP	0.0835	0.5	0	0	1
HAO2	?	?	0	0	1
MRGPRE	0.165	0.5	0	0	1
CLDN8	0.1535	0.923	0	0	0
MGAT3	0.195	0.697	0	0	0
OR2T34	?	?	0	0	0
CPSF4L	?	?	0	0	1
FSCN3	0.5	0.5	0	0	0
TTLL2	0.836	0.232	0	0	1
AKR1D1	0.152	0.5	0	0	1
RP11-723O4.2	?	?	0	0	0
TPSD1	0.14	0.5	0	0	1
CYP4F12	?	?	0	0	1
TAS1R3	0.168	0.5	0	0	1
OR6B1	?	?	0	0	1
ALS2CR12	?	?	0	0	0
BTNL9	0.133	0.81	0	0	0
GSTA2	?	?	0	0	0
TTLL6	0.14	0.684	0	0	0
CYP2B6	?	?	0	0	1
FOXI1	0.1525	0.5	0	0	1
CLEC18B	?	?	0	0	0
ZNF385C	0.153	0.5	0	0	1
NTN5	0.5	0.5	0	0	1
ARL13A	?	?	0	0	1
KLRB1	?	?	0	0	0
TANC2	0.15	0.879	0	0	0
OR2A42	?	?	0	0	1
FABP12	?	?	0	0	1
PLAC1	0.1215	0.767	0	0	0
PDZD3	0.1335	0.68	0	0	0
ADAM30	0.1625	0.5	0	0	0
HTR3A	?	?	0	0	0
PIGR	0.1505	0.824	0	0	0
F2	0.5	0.5	0	0	1
KRT33B	?	?	0	0	1
C20ORF141	?	?	0	0	1
RSC1A1	?	?	0	0	0
NUP37	?	?	0	0	0
PLA2G4E	0.103	0.703	0	0	0
ORM1	?	?	0	0	1
GUCY2E	0.129	0.773	0	0	0
MMP10	?	?	0	0	0
C17ORF66	?	?	0	0	1
RLN3	?	?	0	0	1
TECTB	?	?	0	0	0
KBTBD13	?	?	0	0	1
IGFL2	0.149	0.854	0	0	0
LCE1C	0.148	0.5	0	0	1
MT4	?	?	0	0	0
NPBWR2	?	?	0	0	1
ADAM6	0.146	0.719	0	0	0
SLC5A1	0.152	0.689	0	0	0
FER1L6	0.1705	0.5	0	0	1
TEX14	0.166	0.886	0	0	0
TUBA3E	?	?	0	0	1
LDHAL6B	?	?	0	0	1
GH2	?	?	0	0	1
NLRP5	?	?	0	0	1
CELA3B	?	?	0	0	0
NAIP	0.16849999999999998	0.756	0	0	0
C12ORF69	?	?	0	0	0
TPRG1	0.135	0.702	0	0	0
PPEF1	0.152	0.663	0	0	0
NRAP	0.5055000000000001	0.5375	0	0	0
ABCA13	0.1615	0.814	0	0	0
ZG16	0.14	0.678	0	0	0
MYO7B	0.154	0.843	0	0	0
PSPN	?	?	0	0	0
AFG3L1	0.165	0.695	0	0	0
SYCN	0.5	0.5	0	0	1
ACTL6B	0.114	0.686	0	0	0
MUC5AC	0.166	0.699	0	0	0
KRT16P2	?	?	0	0	0
ISX	0.913	0.407	0	0	0
PCDHB4	0.5	0.5	0	0	1
PRKACG	0.5	0.5	0	0	1
CLEC18A	?	?	0	0	1
C10ORF27	?	?	0	0	0
TGM3	0.1535	0.755	0	0	0
TAC3	0.5	0.5	0	0	0
TREML1	?	?	0	0	1
BEND7	0.149	0.766	0	0	0
GP6	0.173	0.851	0	0	0
MMP21	0.5	0.5	0	0	0
TIAF1	0.5	0.5	0	0	0
TRPV1	0.5	0.5	0	0	0
HEATR7B1	0.151	0.707	0	0	0
CCR3	0.151	0.761	0	0	0
CLRN1	0.1445	0.5	0	0	1
TFF3	0.5	0.5	0	0	0
GPR31	?	?	0	0	0
CILP	?	?	0	0	0
RHOXF2	0.1475	0.5	0	0	0
GRK7	0.85	0.155	0	0	0
TAAR2	?	?	0	0	0
OR51Q1	?	?	0	0	1
ALOX12B	0.505	0.46099999999999997	0	0	0
OR2A1	?	?	0	0	1
TACC2	0.846	0.319	0	0	0
C11ORF34	0.1495	0.776	0	0	0
FGA	0.149	0.871	0	0	0
KRT1	0.146	0.659	0	0	0
KIR3DX1	0.161	0.832	0	0	0
IFNA16	?	?	0	0	1
CCL28	0.8865000000000001	0.27	0	0	0
CCL23	?	?	0	0	0
STAB2	?	?	0	0	0
CACNA1I	0.1585	0.818	0	0	0
GJB1	0.167	0.732	0	0	0
LARP4B	0.17	0.5	1	0	0
PABPN1L	?	?	0	0	0
TMPRSS7	0.1665	0.825	0	0	0
OR10J3	0.16	0.5	0	0	1
CAPS	?	?	0	0	1
CRYGA	?	?	0	0	1
GSTA1	?	?	0	0	0
MTUS2	0.867	0.428	0	0	0
MIF-AS1	0.5	0.5	0	0	0
CCL14	?	?	0	0	0
NLRP9	?	?	0	0	0
ANO7	0.161	0.775	0	0	0
NAALADL2	0.1165	0.651	0	0	0
CXCR6	?	?	0	0	0
BAI1	0.165	0.802	0	0	0
KRTAP10-12	?	?	0	0	1
NACA2	?	?	0	0	1
TIGIT	0.132	0.703	0	0	0
KRTAP10-6	?	?	0	0	1
ASPRV1	0.171	0.93	0	0	0
SIRPD	0.166	0.736	0	0	0
AADACL4	?	?	0	0	1
FLG2	0.1475	0.817	0	0	0
IGHV7-81	?	?	0	0	0
AKR1B15	0.5	0.5	0	0	1
SLC37A1	0.1735	0.711	0	0	0
CPN1	0.961	0.435	0	0	0
GGTLC2	?	?	0	0	1
RFPL4B	0.156	0.85	0	0	0
NCOA1	0.17099999999999999	0.808	0	0	0
IPO5	?	?	0	0	0
KCNRG	?	?	0	0	0
SCNN1D	0.148	0.5	0	0	1
TAS2R41	?	?	0	0	1
LRP5L	0.8265	0.196	0	0	1
HMGCS2	?	?	0	0	0
MLN	0.1635	0.814	0	0	0
GOT1L1	?	?	0	0	0
NPPA	?	?	0	0	1
MS4A15	0.16	0.884	0	0	0
ATP6AP1L	?	?	0	0	1
IFLTD1	0.148	0.5	0	0	1
C17ORF67	0.1935	0.758	0	0	0
FGL1	?	?	0	0	0
PTTG2	?	?	0	0	0
CLCA4	0.146	0.5	0	0	1
PPP2R2C	0.153	0.908	0	0	0
AFP	0.162	0.913	0	0	0
SPEM1	?	?	0	0	1
DPPA2	?	?	0	0	0
TUB	0.19	0.5	0	0	1
GNAT2	?	?	0	0	0
ARHGAP28	0.143	0.855	0	0	0
PTCHD3	0.1265	0.5	0	0	0
SLC38A8	0.1555	0.838	0	0	0
FRMPD2	0.15	0.5	0	0	1
SLC9A4	0.11699999999999999	0.5	0	0	1
SLC6A16	?	?	0	0	1
SPAM1	0.196	0.904	0	0	0
GOLGA8A	0.5	0.5	0	0	0
PLA2G2E	0.5	0.5	0	0	1
CA6	0.156	0.778	0	0	0
TCF20	0.18	0.696	0	0	0
PRL	0.184	0.757	0	0	0
TAS2R31	?	?	0	0	1
FCN2	?	?	0	0	1
OR12D3	0.158	0.779	0	0	0
PPY	?	?	0	0	0
EEF1AL7	?	?	0	0	0
TXNDC8	?	?	0	0	1
SLC17A8	0.5	0.5	0	0	0
GPR174	?	?	0	0	1
MLANA	0.1885	0.866	0	0	0
ANGPT4	0.843	0.168	0	0	0
HBD	0.12	0.5	0	0	1
CLUL1	0.15	0.705	0	0	0
C5	?	?	0	0	0
CGA	?	?	0	0	0
GPAT2	?	?	0	0	1
CRTAM	0.158	0.834	0	0	0
IDI2	0.5	0.5	0	0	0
DEFB108B	?	?	0	0	1
AWAT2	?	?	0	0	1
OR4K1	0.141	0.684	0	0	0
CETP	0.867	0.325	0	0	0
IL17B	0.174	0.821	0	0	0
AOC2	0.1635	0.761	0	0	0
RNASE10	0.154	0.7115	0	0	0
MPP7	0.17149999999999999	0.768	0	0	0
PPIAL4B	?	?	0	0	0
CCL21	?	?	0	0	0
SLC22A14	0.5	0.5	0	0	1
PRHOXNB	0.859	0.222	0	0	1
DMBT1	0.17	0.786	0	0	0
TLK1	0.1425	0.707	0	0	0
KRTAP4-12	?	?	0	0	1
LRRC66	0.147	0.5	0	0	1
ADAD2	?	?	0	0	1
C1QTNF7	0.167	0.5	0	0	1
CES4A	0.5	0.5	0	0	1
HSD3B1	?	?	0	0	0
