Gene	Cell_proliferation_rate	TSG	OG	NG
KRTAP5-11	NA	0	0	1
ATP10B	NA	0	0	0
GSTA3	NA	0	0	0
C14ORF180	NA	0	0	0
GDF9	-1.848948	0	0	0
SPINLW1	NA	0	0	0
TGIF2LX	-1.04727625	0	0	0
LGALS17A	NA	0	0	0
PKD1L2	0.250434	0	0	0
NLRP7	NA	0	0	0
MAGEA1	NA	0	0	0
CYLC2	NA	0	0	1
UGT2B11	-0.40174212499999995	0	0	0
C9ORF24	NA	0	0	1
OR4F17	NA	0	0	0
OR10R2	0.094208375	0	0	1
METTL11B	NA	0	0	0
FAM82A1	NA	0	0	0
TNN	NA	0	0	0
OR6Y1	NA	0	0	1
OR1S2	-0.36451350000000005	0	0	1
OPALIN	NA	0	0	1
OR4A47	NA	0	0	1
OR8H1	NA	0	0	1
TSPAN18	NA	0	0	0
KRTAP10-3	-1.5562048750000002	0	0	1
SPATA16	NA	0	0	1
VN1R5	-0.981643125	0	0	0
HORMAD1	NA	0	0	0
OR56B1	-1.44531575	0	0	1
OR2L5	0.541996125	0	0	0
GCM1	-0.507098	0	0	1
OR5D13	NA	0	0	1
OR10H3	-0.57490825	0	0	1
SMN1	NA	0	0	0
TEKT5	NA	0	0	0
CRISP1	NA	0	0	1
GPR179	0.015717375	0	0	0
DRD3	0.31626862499999997	0	0	1
OR8G1	-0.0266315	0	0	0
TRIM31	-0.9278618750000001	0	0	0
ERVW-1	0.09341487500000001	0	0	0
DEFB4	NA	0	0	0
CTC-338M12.7	NA	0	0	0
CYP21A2	-1.525283625	0	0	1
RFPL4A	NA	0	0	1
AANAT	-0.6090701249999999	0	0	0
CLDN18	-1.236482375	0	0	0
CHRNA10	-1.29348325	0	0	0
SLC36A3	-0.519722375	0	0	0
ALPP	-0.5485202499999999	0	0	0
MEP1A	-0.5626458750000001	0	0	0
ECT2L	-3.298559875	0	0	0
CPNE6	-0.3331165	0	0	0
ZP2	-1.12962725	0	0	1
ANKRD30A	-0.68473025	0	0	0
CDH17	0.384881625	0	1	0
OR2D3	-0.6968126666665	0	0	1
OR1C1	NA	0	0	0
CNGA2	0.17573475	0	0	1
RNF186	-0.888555125	0	0	1
NLRP11	NA	0	0	1
CPA2	-0.211920375	0	0	0
OR2A25	0.583457875	0	0	1
MYH4	NA	0	0	1
OVCH1	0.51698025	0	0	1
KRTAP10-10	NA	0	0	1
FLJ46321	NA	0	0	0
RBPJL	-0.722799125	0	0	0
TRIM64	NA	0	0	0
OR2J2	-1.671176375	0	0	1
TPTE2	0.11208875	0	0	0
FOLR4	NA	0	0	1
GRK1	-0.415995375	0	0	0
OR1D2	-1.09338475	0	0	0
OR56A4	-0.9967448750000001	0	0	1
OTC	-0.31182	0	0	0
MGAT4C	-0.028952375	0	0	1
PSMB11	NA	0	0	0
TFDP2	-0.698047875	0	0	0
GIF	-1.383820125	0	0	0
RTL1	NA	0	0	0
OR11H12	NA	0	0	0
AZGP1	0.47462325	0	0	0
OR1M1	NA	0	0	1
C18ORF26	NA	0	0	0
C6ORF127	NA	0	0	0
RNF133	-0.225186875	0	0	0
IGLL1	-0.184970375	0	0	0
KRTAP19-2	NA	0	0	1
KRTAP19-7	NA	0	0	1
MYO16	NA	0	0	0
KRT28	-1.306513875	0	0	1
SEMG2	NA	0	0	1
TP53TG5	NA	0	0	0
CNGB1	-0.6425555000000001	0	0	0
CDHR3	0.4938345	0	0	0
ZCWPW2	NA	0	0	0
CXORF59	NA	0	0	0
KLK1	-0.6913717500000001	0	0	0
OR52J3	NA	0	0	1
DEFB121	NA	0	0	1
OR5V1	-0.282437375	0	0	1
WNT8B	-0.414437375	0	0	0
OR2B3	NA	0	0	1
APOH	-0.768599625	0	0	0
FAM151A	NA	0	0	1
REG3A	-0.33579625	0	0	0
C17ORF60	NA	0	0	0
OR2T33	-0.036816875	0	0	0
APOF	NA	0	0	0
COL10A1	-0.536185	0	0	0
GATA1	-1.2771231250000001	1	1	0
OR5B17	NA	0	0	1
FTMT	NA	0	0	1
TCP10	NA	0	0	1
OR6K6	0.068022	0	0	0
KRTAP21-2	NA	0	0	1
KRTAP21-1	NA	0	0	1
TMEM89	NA	0	0	0
DPPA3	NA	0	0	1
DPPA5	NA	0	0	0
PRB4	-0.37242837500000003	0	0	0
ZNF733P	-0.977823	0	0	0
OR2G6	NA	0	0	1
TRIM66	-3.298559875	0	0	0
CSTL1	-1.545100125	0	0	1
OR6S1	-0.25914275	0	0	0
AMBN	NA	0	0	0
AFM	-0.765978125	0	0	0
LGALS14	NA	0	0	1
OR5K1	NA	0	0	1
OR13G1	NA	0	0	1
BPY2	-0.807384125	0	0	0
KRTAP15-1	NA	0	0	1
C9ORF11	NA	0	0	0
CLEC1B	-0.2693455	0	0	0
OR5M11	NA	0	0	1
OR4C11	0.037191375	0	0	1
OR4C12	NA	0	0	0
SCN10A	-0.432936	0	0	0
OR2W1	-0.035329125	0	0	1
AGR3	NA	0	0	0
MS4A12	-0.035597125	0	0	0
PDHA2	-0.491259	0	0	0
FAT3	-0.96297875	0	0	0
HIST1H1T	-0.79808925	0	0	0
OR2AT4	-0.33992675	0	0	1
LRIT3	NA	0	0	1
UBE2DNL	-0.727105875	0	0	0
DEFB107B	NA	0	0	0
SMR3A	NA	0	0	0
HMP19	NA	0	0	1
IL9	-1.22355375	0	0	0
FAM75A3	NA	0	0	0
HIST1H2BA	0.0511205	0	0	0
OR6K2	NA	0	0	1
IFNA21	-0.6567205	0	0	1
FUT6	-0.344532375	0	0	0
HSFY2	-1.26970275	0	0	0
AX747879	NA	0	0	0
OR5AP2	NA	0	0	1
LCE2C	NA	0	0	1
GLYATL1	NA	0	0	0
PATE4	NA	0	0	1
PAPPA2	-1.12737775	0	0	0
KCNJ13	-0.00893275	0	0	0
CYP4A11	-0.6447105	0	0	1
OR2L2	1.0797352500000001	0	0	0
SLC35F4	NA	0	0	0
OR14A16	-0.504481375	0	0	0
LCE4A	NA	0	0	1
OR5M1	-1.27079725	0	0	1
MMP26	-0.94867475	0	0	0
TRPM8	-0.818844	0	0	0
TRIM49D2	-0.17619675	0	0	0
XCL1	-1.53277775	0	0	0
TMEM202	NA	0	0	0
PLAC1L	NA	0	0	1
FAM205A	NA	0	0	1
HSD3B2	-1.3358085000000002	0	0	0
FAM90A7	NA	0	0	0
KRTAP6-1	NA	0	0	1
SLC16A7	-0.8050131250000001	0	0	1
MBD3L1	-1.3181983750000001	0	0	0
KCNJ1	-0.410726125	0	0	1
SNRPGP15	NA	0	0	0
PATE3	NA	0	0	1
SLCO1C1	0.311948625	0	0	1
OR10G3	NA	0	0	0
OR10G8	NA	0	0	1
CHIA	NA	0	0	0
SSX3	-0.6720688749999999	0	0	0
MS4A5	0.23479387499999999	0	0	0
MPDZ	NA	0	0	0
CCL18	0.24168087500000002	0	0	0
TAS2R43	-0.28192825	0	0	1
COX7B2	-0.585612375	0	0	0
KRTAP8-1	NA	0	0	1
C17ORF74	NA	0	0	1
TMDC	NA	0	0	0
CDY1	NA	0	0	0
CCNB3	-1.761959708335	0	0	0
OR51I1	NA	0	0	1
OR52I2	-0.11305675	0	0	1
ENTPD1	-0.270459875	0	0	0
CTAGE9	-1.52875225	0	0	1
TAS2R9	-0.65975125	0	0	1
BPIL1	NA	0	0	0
OR8I2	NA	0	0	1
CXORF23	-1.0879253333349999	0	0	1
PDE6A	-0.2186986666665	0	0	0
IRGC	0.06346875	0	0	1
CASP16P	NA	0	0	0
NLRP13	NA	0	0	1
DEFB127	NA	0	0	0
TAS2R42	-1.3421721249999998	0	0	1
C4ORF7	NA	0	0	0
OR4A16	NA	0	0	0
SPINT4	NA	0	0	1
MUC7	-0.6249104999999999	0	0	0
PPP2R2B	-1.06648425	0	0	0
GC	NA	0	0	0
NXF5	-0.47601862500000003	0	0	0
RDH8	-0.9934002500000001	0	0	1
PLUNC	NA	0	0	0
TAAR8	-0.26800425	0	0	1
TNP2	0.06448762499999999	0	0	1
ADAM2	-0.5093531250000001	0	0	0
FAM179A	NA	0	0	1
CYP11B1	-1.291219	0	0	1
TAS2R50	-1.120137458335	0	0	1
OR51G1	NA	0	0	1
UGT2B10	-0.960493875	0	0	0
ZNF19	-0.55865175	0	0	1
PDC	-1.4601600000000001	0	0	0
OR8B2	-0.25152787499999996	0	0	0
OR4X1	NA	0	0	1
OR52R1	0.204820375	0	0	1
IFITM5	NA	0	0	1
AGTR2	-0.147742125	0	0	0
H2AFB3	-0.35218499999999997	0	0	0
OR2T2	0.14211574999999999	0	0	1
HDC	-0.9289076666664999	0	0	0
OR1I1	NA	0	0	1
VN1R2	-0.266259875	0	0	1
RHAG	0.107233125	0	0	0
OR2M5	NA	0	0	1
GPR119	-0.8106871250000001	0	0	1
SOHLH1	-0.13286437499999998	0	0	0
FATE1	NA	0	0	0
PMS2P12	NA	0	0	0
KRTAP24-1	NA	0	0	1
OR11H6	NA	0	0	0
IFNA10	-0.9348175000000001	0	0	0
IFNA17	-0.883121125	0	0	0
UGT2B28	-0.6253795833335	0	0	0
C9ORF57	NA	0	0	1
OR10H4	NA	0	0	1
GBP7	NA	0	0	1
ENPP6	-0.315126125	0	0	0
OR51V1	-0.388776875	0	0	1
GNGT1	-0.005839875	0	0	0
MEP1B	-0.67744325	0	0	0
OR5H14	NA	0	0	1
MAG	NA	0	0	0
AGAP6	-0.307776	0	0	1
SMEK3P	NA	0	0	0
TRPM5	-0.879731375	0	0	0
CCR8	-1.410002875	0	0	0
C6	-0.379683	0	0	0
TRIQK	NA	0	0	0
MS4A2	-0.8455193750000001	0	0	0
LGSN	-0.48386212500000003	0	0	0
ASZ1	NA	0	0	0
OR2T27	0.059868000000000005	0	0	1
KRTAP9-9	NA	0	0	1
BPIL3	NA	0	0	0
IGSF5	NA	0	0	0
HTR3D	0.34905725	0	0	0
OR5M8	NA	0	0	0
OR4F16	NA	0	0	0
TBC1D3E	1.042078625	0	0	0
CPXCR1	NA	0	0	0
USP26	-0.729850375	0	0	1
MRGPRX4	0.158949375	0	0	1
SPANXC	NA	0	0	0
OR11H4	NA	0	0	0
OR5H2	NA	0	0	1
DENND4C	-3.298559875	0	0	0
OMP	-0.231201625	0	0	1
SSU72P8	NA	0	0	0
TPPP2	NA	0	0	0
TSPO2	-0.861238625	0	0	1
PPP1R16A	-0.263587625	0	0	0
TAS1R2	-0.34381649999999997	0	0	0
SLC22A1	0.089227	0	0	0
TMEM30C	NA	0	0	0
TPSAB1	-0.092376125	0	0	0
C4ORF40	NA	0	0	1
ADAM7	-0.186525	0	0	0
OR2A7	-0.34465887500000003	0	0	1
MAGEB18	NA	0	0	0
CNDP1	-0.397462125	0	0	1
ENOX1	NA	0	0	0
TMPRSS15	-0.48318574999999997	0	0	0
RAB41	NA	0	0	0
IFNA1	0.1829969583335	0	0	0
KDM4E	-1.48953475	0	0	0
OR10D3	NA	0	0	0
GPR156	-1.1729957500000001	0	0	1
KPNA7	NA	0	0	0
CRP	-1.136217875	0	0	0
TCRBV1S1A1N1	NA	0	0	0
OR2M4	NA	0	0	1
TRAV2	NA	0	0	0
SHBG	0.07491262500000001	0	0	0
OR1E2	-0.463862	0	0	1
F8	NA	0	0	0
OR1F1	-0.5998384999999999	0	0	1
HEATR4	NA	0	0	1
SPRR2G	NA	0	0	0
TPRX1	-0.7778851250000001	0	0	0
CTRL	-1.663096166665	0	0	0
VGLL1	-0.33251825	0	0	0
BTNL3	-1.331925	0	0	0
FTHL17	NA	0	0	0
SERPINC1	-1.25184775	0	0	0
TISP43	NA	0	0	0
UPK2	NA	0	0	0
LGALS4	-1.3869595000000001	0	0	0
IL23R	-1.320432	0	0	0
CTRB2	-1.254231125	0	0	1
PRH2	0.14930137500000001	0	0	1
DEFA5	-0.5099695	0	0	0
RIPPLY1	NA	0	0	0
ABCB5	-1.100374875	0	0	0
NXF2	0.299343	0	0	0
CCL11	-0.5204513749999999	0	0	0
OR8K5	NA	0	0	1
OR51I2	NA	0	0	1
CXORF61	NA	0	0	0
EYS	-1.510739	0	0	0
C1QB	-0.974218875	0	0	0
NBPF11	NA	0	0	0
RBP3	-0.90626125	0	0	0
CST9L	-0.11728325	0	0	1
GPX5	-0.514742375	0	0	1
PRSS48	-1.2302815	0	0	0
TSPY1	NA	0	0	0
NBPF6	NA	0	0	0
TUBA3D	-1.262353208335	0	0	1
ATP4A	-1.31274325	0	0	0
DEFB123	NA	0	0	0
OR4X2	-0.616105625	0	0	1
OR10A4	-0.6814947499999999	0	0	0
KRTAP4-1	NA	0	0	1
OR2T3	NA	0	0	0
RD3	-0.5018191249999999	0	0	0
CRYGB	NA	0	0	1
PNLIPRP1	-0.590708875	0	0	0
KRTAP20-3	NA	0	0	1
ENPP3	-0.6521130416665	0	0	1
RHOXF2B	-0.657042625	0	0	1
DLGAP3	NA	0	0	1
RBMY1B	-0.7940333749999999	0	0	0
ACTRT1	NA	0	0	0
REG3G	NA	0	0	0
DYTN	NA	0	0	1
VIP	-0.175816125	0	0	0
OR4C15	NA	0	0	1
OR11A1	-0.387150125	0	0	1
FUT5	-0.183863625	0	0	1
GHRHR	-1.0500185	0	0	1
CES5A	-0.386976	0	0	1
CCL13	-1.0437812499999999	0	0	0
MYO15A	-0.487778625	0	0	1
ENAM	-0.14230712499999998	0	0	0
SERPINA10	-1.323411375	0	0	0
PLCZ1	-0.19971412500000002	0	0	1
OR11L1	NA	0	0	0
RTP1	-0.87608175	0	0	1
NXNL1	-0.5238272500000001	0	0	1
TMPRSS11A	-0.746178375	0	0	0
C6ORF25	NA	0	0	1
CLEC3A	-0.367209625	0	0	1
OTUD7A	-0.88108675	0	0	0
C20ORF70	NA	0	0	0
CATSPER4	NA	0	0	0
OR2L8	0.572989625	0	0	1
SULT1C3	NA	0	0	0
CAPZA3	NA	0	0	1
ADAM29	-0.327282375	0	0	0
MAGEA6	NA	0	0	0
KRTAP4-2	-0.6207895	0	0	1
OR8A1	-0.993881	0	0	0
BTBD18	NA	0	0	0
ADAM21	-1.1534158749999999	0	0	0
OR6C68	NA	0	0	1
CTCFL	-1.239807625	0	0	0
HNF4G	-0.5712005	0	0	0
OR5T2	0.15691725	0	0	1
GUCA1A	-1.28887975	0	0	0
IL25	-0.9236642500000001	0	0	0
RPGRIP1	-0.43448	0	0	0
GGTLC1	-0.3884245	0	0	1
OR4B1	NA	0	0	0
ARG1	-1.401790125	0	0	0
AGBL1	NA	0	0	0
STRC	NA	0	0	0
RAX2	-0.535656875	0	0	0
OR52I1	-0.7315050000000001	0	0	1
CSAG3	NA	0	0	0
YSK4	NA	0	0	0
KRTAP13-3	NA	0	0	1
RCVRN	0.4677435	0	0	0
C11ORF94	NA	0	0	0
BTNL8	NA	0	0	0
IFNA13	0.36186575	0	0	0
KRTAP19-3	NA	0	0	0
TAS2R19	-0.12005574999999999	0	0	1
SFTA2	NA	0	0	1
MEPE	NA	0	0	1
NPVF	0.185580375	0	0	1
TRIM43	-1.3332834999999998	0	0	0
PYDC2	NA	0	0	1
MIP	-0.10616300000000001	0	0	0
OR2W3	NA	0	0	1
SLC39A5	-0.131595625	0	0	0
SPANXA1	NA	0	0	0
LRRC18	NA	0	0	1
OR2H2	-0.683390875	0	0	1
SCAPER	NA	0	0	0
ZNF80	-1.23009775	0	0	0
OR13C9	NA	0	0	1
TAS2R1	0.5969475833335001	0	0	0
PLG	-0.7637419999999999	0	0	0
DMRTB1	-0.32909750000000004	0	0	1
OR5T1	-0.8416893750000001	0	0	1
RBMY1D	-0.7940333749999999	0	0	0
COL28A1	NA	0	0	0
KRTAP3-3	NA	0	0	1
MYADML2	NA	0	0	0
OR7C1	0.583457875	0	0	1
LY6G6F	NA	0	0	0
OR51B2	-0.240041375	0	0	1
OR9A4	NA	0	0	1
FOLH1B	-0.633415375	0	0	1
WFDC10B	-0.53089725	0	0	1
CNTNAP4	NA	0	0	1
GNB3	-0.216085125	0	0	1
SERPINA13	NA	0	0	0
C15ORF2	NA	0	0	0
CUL4B	-0.978322875	0	0	0
TAS2R13	-0.767498	0	0	1
KIAA1549	-0.364909375	0	0	0
ACCN5	NA	0	0	0
SLFN14	NA	0	0	1
MS4A13	NA	0	0	0
OR10Q1	NA	0	0	1
FCRL4	-0.498965375	0	1	0
PCDH11Y	-1.4172095	0	0	1
ACSM2B	-1.312731541665	0	0	1
KRTAP20-1	NA	0	0	1
OR6M1	NA	0	0	1
POU6F2	-0.52746	0	0	0
KRTAP13-4	-1.296237375	0	0	1
RTP2	-1.29649975	0	0	0
OR5E1P	NA	0	0	0
OR10J5	NA	0	0	1
TTC6	NA	0	0	1
OR3A3	-0.35154825	0	0	1
MAGEB2	NA	0	0	0
KRTAP3-2	NA	0	0	1
DEFB135	NA	0	0	0
AGER	-1.10083	0	0	0
SLC6A9	-0.191942	0	0	1
SLC25A41	NA	0	0	0
TNMD	NA	0	0	1
ODF1	NA	0	0	1
IL17F	-0.8948333749999999	0	0	0
VN1R1	-0.230432125	0	0	0
MC2R	-0.8033837500000001	0	0	0
OR14C36	-0.616105625	0	0	0
GPX6	-1.047224375	0	0	0
KRTAP20-2	NA	0	0	1
PROP1	-0.2737195	0	0	1
KRTAP19-8	NA	0	0	1
OR1S1	-0.6040815	0	0	1
FAM75A2	NA	0	0	0
TFDP3	0.513179875	0	0	0
TBX19	-0.4701185	0	0	0
OR52E6	0.23525975	0	0	1
SAG	0.481483875	0	0	0
KRTAP5-8	-2.822500000000004E-4	0	0	1
DEFB105A	NA	0	0	1
SLC17A2	-0.682429	0	0	0
OR6T1	NA	0	0	1
OR2F1	0.060027	0	0	0
USP9Y	-0.306537875	0	0	0
TGM6	-0.77011925	0	0	0
HTN1	NA	0	0	0
BSPH1	NA	0	0	0
OR5A1	NA	0	0	1
OR2T4	-0.450051375	0	0	1
OR2L3	0.209117625	0	0	1
ALG1L2	-0.157128875	0	0	1
C18ORF62	NA	0	0	0
SLC22A10	NA	0	0	1
MAGEA11	NA	0	0	0
OR4K14	NA	0	0	0
OR4K13	NA	0	0	0
ZBTB47	NA	0	0	1
OR51E1	-0.8367795	0	0	0
MYBPC1	NA	0	0	0
OR2M2	NA	0	0	1
OR56A5	NA	0	0	1
OR13A1	-0.703099125	0	0	1
OR4D11	0.464477875	0	0	1
C7ORF34	NA	0	0	1
SSX4	-0.926749125	0	1	0
SSX9	-0.7490095	0	0	0
GNB5	-1.069603125	0	0	0
C5ORF60	NA	0	0	1
TREX2	-0.44886025	0	0	0
SLC13A1	0.055680375000000004	0	0	0
OR6N1	NA	0	0	1
STS	-0.482331375	0	0	1
TMCO5A	NA	0	0	0
TMEM86B	-0.49235325	0	0	0
OR4C13	NA	0	0	1
OR4D10	0.26959774999999997	0	0	1
PKLR	-1.2775188750000002	0	0	0
OR2A12	NA	0	0	1
SI	0.327124125	0	0	0
OR51S1	NA	0	0	1
VCX3A	-1.1183192499999999	0	0	1
OR1E1	-0.44810575	0	0	1
CSAG2	NA	0	0	0
NXF3	0.79749025	0	0	0
RASGRP3	-0.100157	0	0	0
RETNLB	NA	0	0	0
OR2M3	NA	0	0	1
HIST1H4G	-0.6464829166665	0	0	0
TMEM225	NA	0	0	1
OR5P2	-0.170014875	0	0	1
CFHR2	NA	0	0	0
CFHR1	NA	0	0	0
GSDMB	NA	0	0	0
LCN6	-1.40249575	0	0	0
KRTAP19-5	NA	0	0	1
ABCG5	-0.2470165	0	0	0
PDILT	0.158269875	0	0	1
DAZ3	-0.045536625	0	0	0
DAZ2	-0.045536625	0	0	0
DAZ1	-0.045536625	0	0	0
DAZ4	-0.045536625	0	0	0
TAS2R16	-0.023687	0	0	1
AKAP3	-1.0218415416650002	0	0	1
SEPT14	-1.50654	0	0	0
TSPY2	NA	0	0	1
TAS2R8	-0.22644750000000002	0	0	0
ZNF890P	NA	0	0	0
B3GNT6	-0.41272575	0	0	0
TEX28	NA	0	0	0
SPZ1	NA	0	0	0
SLC22A12	-0.38163400000000003	0	0	1
RP11-747H12.1	NA	0	0	0
RBMY1F	-0.7940333749999999	0	0	0
RPA4	NA	0	0	0
GAGE1	NA	0	0	0
ODAM	NA	0	0	0
CABP4	0.120386625	0	0	0
OR2A5	NA	0	0	1
OR7D2	0.583457875	0	0	1
MORC1	0.4549115	0	0	1
GRID2IP	NA	0	0	0
LIPI	-0.461481125	0	0	0
LIPJ	-1.0161135	0	0	0
PHEX	-1.164276125	0	0	1
CFHR5	NA	0	0	1
OR5H6	NA	0	0	1
GPRC6A	-0.59748875	0	0	0
UBE2NL	-2.04059925	0	0	1
LALBA	-0.6369325	0	0	0
ODZ1	NA	0	0	0
CPO	-0.75945975	0	0	0
DMP1	0.15719	0	0	0
CSN1S1	-0.4519965416665	0	0	1
SPTA1	-0.284336375	0	0	0
PCDHB17	NA	0	0	0
ADAMTS13	-0.192309125	0	0	0
OR8H2	NA	0	0	1
ZNF645	-0.526937625	0	0	0
KLHL10	NA	0	0	0
FCN3	NA	0	0	1
CYP19A1	-0.199946625	0	0	0
GLYATL3	NA	0	0	1
DEFB130	NA	0	0	0
KRTAP10-1	-1.5674325	0	0	1
CABS1	NA	0	0	1
LGALS16	NA	0	0	0
KRTAP19-4	NA	0	0	1
OCM2	-1.434089	0	0	1
OR51L1	NA	0	0	0
FAM21B	NA	0	0	0
GOLGA6L1	NA	0	0	0
OR51B6	-1.172224125	0	0	1
KRTAP22-1	NA	0	0	1
LYPD4	NA	0	0	0
UROC1	NA	0	0	0
OR4F21	NA	0	0	0
C6ORF221	NA	0	0	0
OR13C5	NA	0	0	1
OR13C8	NA	0	0	1
LRIT2	NA	0	0	1
LRIT1	NA	0	0	1
C3ORF20	NA	0	0	1
OR2A14	0.583457875	0	0	1
ARSF	-1.3177211249999998	0	0	0
TRPV5	-0.838795	0	0	0
IL5	-0.565423375	0	0	0
OR14J1	NA	0	0	1
C16ORF89	NA	0	0	1
FAM75A5	NA	0	0	0
FAM75A7	NA	0	0	0
PRSS37	NA	0	0	1
DEFB106A	NA	0	0	0
GPLD1	-1.089918	0	0	0
POTED	NA	0	0	1
ARSH	NA	0	0	0
TRIM77	NA	0	0	0
OR1J1	NA	0	0	1
AGAP4	-0.493857625	0	0	1
AGAP8	NA	0	0	1
OR5F1	NA	0	0	0
APOBEC1	-0.631294625	0	0	0
SLC23A3	0.226581125	0	0	1
CYP4Z1	0.684807875	0	0	0
AMY2A	-0.48855075	0	0	0
SPINK1	-0.48453912499999996	0	0	0
ZC3H12B	NA	0	0	0
C1QTNF9	NA	0	0	0
UPK1A	NA	0	0	0
CRYBA4	NA	0	0	1
RPS4Y2	-1.0441045	0	0	1
PANX3	NA	0	0	1
OR5M9	NA	0	0	1
IMP5	NA	0	0	0
NRTN	0.044836	0	0	0
FABP9	NA	0	0	1
P2RY4	-0.525488125	0	0	1
PRR4	NA	0	0	0
OR6C6	NA	0	0	0
SLC30A8	-0.54723825	0	0	1
HK1	-0.30888091666649997	0	0	0
SLC10A5	-0.7015072499999999	0	0	1
SPANXD	NA	0	0	0
SLC28A1	-0.8446935	0	0	0
DMRTC2	0.149184875	0	0	1
FOXP3	-0.917282375	0	0	0
SAA4	NA	0	0	0
TEX11	NA	0	0	0
LY6G5B	NA	0	0	0
CLCNKA	-0.5516535	0	0	0
OR2J3	NA	0	0	1
LACRT	NA	0	0	0
KLK12	-0.6189215416664999	0	0	0
MORF4	NA	0	0	0
FOXR2	NA	0	0	0
ZCCHC13	-0.31986162500000004	0	0	0
TKTL1	-1.347259125	0	0	0
PCDH11X	-1.01291325	0	0	0
STARD6	NA	0	0	0
ELSPBP1	NA	0	0	0
OR10G9	NA	0	0	1
RNF148	-1.0350416249999999	0	0	1
NBPF14	NA	0	0	1
UBTFL1	NA	0	0	0
OR10A2	-0.6620913749999999	0	0	1
TAT	-0.020306125	0	0	0
MUC13	NA	0	0	0
ANGPTL3	NA	0	0	0
OR52L1	-1.7160225	0	0	1
GAGE2B	NA	0	0	0
CNGA1	-0.7222962500000001	0	0	0
LCE6A	NA	0	0	1
MRGPRX3	-0.8463141249999999	0	0	1
ATPAF1-AS1	NA	0	0	0
PZP	-0.75455825	0	0	1
ARHGEF33	NA	0	0	0
OR2K2	-0.058556625	0	0	0
OR5I1	-0.7810913749999999	0	0	1
PKD1L3	NA	0	0	0
ODF3	NA	0	0	0
UNC13C	NA	0	0	1
OR2B2	-0.701521125	0	0	0
OR2B6	NA	0	0	1
TAS2R4	0.048275125	0	0	0
C4A	-0.409019	0	0	1
ALDH3B2	0.47751091666650003	0	0	1
KRTAP7-1	NA	0	0	0
TEPP	NA	0	0	1
ZNF705D	-0.803086375	0	0	1
HNRNPA1P12	NA	0	0	0
C1QC	-1.2072711250000001	0	0	0
MRAP	NA	0	0	1
PDZD2	NA	0	0	0
OR4C6	NA	0	0	0
OR10Z1	-0.6206240833334999	0	0	1
ERCC5	-0.010239	1	0	0
CLEC4C	-1.65915225	0	0	0
DEFB125	NA	0	0	0
DEFB124	NA	0	0	1
APOC2	-0.232930125	0	0	0
OR51M1	NA	0	0	1
SPATA21	-0.548458125	0	0	1
OR52E4	NA	0	0	1
OR52E8	-0.077357	0	0	1
ATG9B	NA	0	0	0
XKRY	NA	0	0	0
TGIF2LY	-0.8534634999999999	0	0	1
DCST2	NA	0	0	1
OR13F1	NA	0	0	0
SPINK9	NA	0	0	1
DBH	-0.806513625	0	0	0
C16ORF79	NA	0	0	0
GPR112	-1.9879935	0	0	0
NBPF16	NA	0	0	1
USP41	NA	0	0	1
OR51A4	NA	0	0	1
EGFL8	-0.58102475	0	0	0
SEBOX	NA	0	0	1
TIMD4	NA	0	0	0
RNASE11	-0.5350035	0	0	0
OR52A1	-0.98568625	0	0	1
AMELY	-1.092011625	0	0	0
CEACAM7	NA	0	0	0
PFKFB1	-0.730209	0	0	0
TPSG1	-0.41368387500000003	0	0	1
KRTAP4-4	-0.8461459166665	0	0	1
KRTAP12-4	NA	0	0	1
OR5B12	-0.616105625	0	0	0
PCP2	NA	0	0	1
OR2T6	NA	0	0	0
BMP15	-0.5162150000000001	0	0	1
MPHOSPH9	-0.9741402916665	0	0	0
IYD	-1.07742075	0	0	1
DPRX	-1.0401411249999999	0	0	1
C17ORF78	NA	0	0	0
ATAD3C	-0.9323026249999999	0	0	0
CYP2C19	-0.17083125	0	0	0
RNF213	0.00846525	0	0	0
FGF21	-1.3286068750000002	0	0	1
FHL5	-3.298559875	0	0	0
INSL5	NA	0	0	0
KRTAP5-5	NA	0	0	1
FAM9A	NA	0	0	1
MAMDC4	NA	0	0	0
LCE3C	NA	0	0	0
OR8B12	NA	0	0	1
OR6C74	NA	0	0	1
KIF2B	NA	0	0	0
EFCAB3	-0.42361	0	0	0
DHRS7C	NA	0	0	1
OR6Q1	NA	0	0	1
UCMA	NA	0	0	1
RPL10L	NA	0	0	0
USP6	-0.914322625	0	1	0
KRTAP9-2	NA	0	0	1
KRTAP9-4	NA	0	0	1
CDY2A	NA	0	0	0
CDY2B	NA	0	0	0
SUN5	NA	0	0	0
NAA11	NA	0	0	0
ZPLD1	NA	0	0	1
IFNA7	-1.172242	0	0	1
BBIP1	NA	0	0	0
BHLHA9	-0.8544382500000001	0	0	0
BOD1L2	NA	0	0	0
BOLA2B	NA	0	0	0
C12ORF75	NA	0	0	0
C15ORF56	NA	0	0	0
C16ORF52	NA	0	0	0
C16ORF95	NA	0	0	0
C17ORF107	NA	0	0	0
C17ORF72	NA	0	0	0
C18ORF42	NA	0	0	0
C19ORF67	NA	0	0	0
C19ORF81	NA	0	0	0
C1ORF204	NA	0	0	0
C1ORF229	NA	0	0	0
C1ORF233	NA	0	0	0
C20ORF78	NA	0	0	0
C22ORF26	NA	0	0	0
C2ORF27A	NA	0	0	0
C3ORF80	NA	0	0	0
C6ORF99	NA	0	0	0
C7ORF73	-0.71801075	0	0	0
