Gene	noncoding_mutation_rate	TSG	OG	NG
KRTAP24-1	4.60E-06	0	0	1
OR11H6	6.37E-06	0	0	0
IFNA10	2.71E-06	0	0	0
IFNA17	2.71E-06	0	0	0
UGT2B28	4.63E-06	0	0	0
C9ORF57	NA	0	0	1
OR10H4	3.08E-06	0	0	1
GBP7	1.88E-06	0	0	1
ENPP6	2.07E-06	0	0	0
OR51V1	5.16E-06	0	0	1
GNGT1	4.82E-06	0	0	0
MEP1B	2.76E-06	0	0	0
OR5H14	4.70E-06	0	0	1
MAG	2.42E-06	0	0	0
AGAP6	NA	0	0	1
SMEK3P	NA	0	0	0
TRPM5	2.22E-06	0	0	0
CCR8	2.75E-06	0	0	0
C6	5.69E-06	0	0	0
TRIQK	NA	0	0	0
MS4A2	3.84E-06	0	0	0
LGSN	5.30E-06	0	0	0
ASZ1	2.96E-06	0	0	0
OR2T27	NA	0	0	1
KRTAP9-9	2.87E-06	0	0	1
BPIL3	2.42E-06	0	0	0
IGSF5	3.19E-06	0	0	0
HTR3D	2.80E-06	0	0	0
OR5M8	NA	0	0	0
OR4F16	NA	0	0	0
TBC1D3E	NA	0	0	0
CPXCR1	7.30E-06	0	0	0
USP26	2.49E-06	0	0	1
MRGPRX4	2.50E-06	0	0	1
SPANXC	5.91E-06	0	0	0
OR11H4	5.61E-06	0	0	0
OR5H2	4.48E-06	0	0	1
DENND4C	2.80E-06	0	0	0
OMP	2.17E-06	0	0	1
SSU72P8	NA	0	0	0
TPPP2	2.62E-06	0	0	0
TSPO2	2.96E-06	0	0	1
PPP1R16A	3.57E-06	0	0	0
TAS1R2	2.11E-06	0	0	0
SLC22A1	3.42E-06	0	0	0
TMEM30C	NA	0	0	0
TPSAB1	2.67E-06	0	0	0
C4ORF40	3.56E-06	0	0	1
ADAM7	3.67E-06	0	0	0
OR2A7	3.94E-06	0	0	1
MAGEB18	6.15E-06	0	0	0
CNDP1	2.47E-06	0	0	1
ENOX1	2.86E-06	0	0	0
TMPRSS15	5.69E-06	0	0	0
RAB41	3.11E-06	0	0	0
IFNA1	2.69E-06	0	0	0
KDM4E	NA	0	0	0
OR10D3	NA	0	0	0
GPR156	2.68E-06	0	0	1
KPNA7	NA	0	0	0
CRP	4.29E-06	0	0	0
TCRBV1S1A1N1	NA	0	0	0
OR2M4	NA	0	0	1
TRAV2	NA	0	0	0
SHBG	2.23E-06	0	0	0
OR1E2	3.02E-06	0	0	1
F8	3.19E-06	0	0	0
OR1F1	1.87E-06	0	0	1
HEATR4	2.18E-06	0	0	1
SPRR2G	3.74E-06	0	0	0
TPRX1	2.74E-06	0	0	0
CTRL	1.67E-06	0	0	0
VGLL1	2.87E-06	0	0	0
BTNL3	1.05E-05	0	0	0
FTHL17	3.68E-06	0	0	0
SERPINC1	3.41E-06	0	0	0
TISP43	NA	0	0	0
UPK2	2.27E-06	0	0	0
LGALS4	2.41E-06	0	0	0
IL23R	2.44E-06	0	0	0
CTRB2	2.57E-06	0	0	1
PRH2	NA	0	0	1
DEFA5	8.10E-06	0	0	0
RIPPLY1	2.74E-06	0	0	0
ABCB5	4.09E-06	0	0	0
NXF2	NA	0	0	0
CCL11	4.11E-06	0	0	0
OR8K5	8.87E-06	0	0	1
OR51I2	5.22E-06	0	0	1
CXORF61	3.50E-06	0	0	0
EYS	6.89E-06	0	0	0
C1QB	1.81E-06	0	0	0
NBPF11	NA	0	0	0
RBP3	2.91E-06	0	0	0
CST9L	4.45E-06	0	0	1
GPX5	4.26E-06	0	0	1
PRSS48	2.38E-06	0	0	0
TSPY1	NA	0	0	0
NBPF6	NA	0	0	0
TUBA3D	7.35E-06	0	0	1
ATP4A	2.38E-06	0	0	0
DEFB123	7.56E-06	0	0	0
OR4X2	5.01E-06	0	0	1
OR10A4	3.20E-06	0	0	0
KRTAP4-1	2.87E-06	0	0	1
OR2T3	NA	0	0	0
RD3	3.43E-06	0	0	0
CRYGB	3.03E-06	0	0	1
PNLIPRP1	4.07E-06	0	0	0
KRTAP20-3	NA	0	0	1
ENPP3	3.42E-06	0	0	1
RHOXF2B	2.87E-06	0	0	1
DLGAP3	2.80E-06	0	0	1
RBMY1B	NA	0	0	0
ACTRT1	5.86E-06	0	0	0
REG3G	1.01E-05	0	0	0
DYTN	3.40E-06	0	0	1
VIP	4.54E-06	0	0	0
OR4C15	1.06E-05	0	0	1
OR11A1	4.04E-06	0	0	1
FUT5	2.67E-06	0	0	1
GHRHR	3.59E-06	0	0	1
CES5A	NA	0	0	1
CCL13	4.11E-06	0	0	0
MYO15A	3.10E-06	0	0	1
ENAM	3.05E-06	0	0	0
SERPINA10	3.08E-06	0	0	0
PLCZ1	3.97E-06	0	0	1
OR11L1	NA	0	0	0
RTP1	3.30E-06	0	0	1
NXNL1	2.76E-06	0	0	1
TMPRSS11A	3.55E-06	0	0	0
C6ORF25	2.33E-06	0	0	1
CLEC3A	4.13E-06	0	0	1
OTUD7A	3.14E-06	0	0	0
C20ORF70	2.43E-06	0	0	0
CATSPER4	1.55E-06	0	0	0
OR2L8	NA	0	0	1
SULT1C3	4.37E-06	0	0	0
CAPZA3	3.97E-06	0	0	1
ADAM29	4.80E-06	0	0	0
MAGEA6	3.57E-06	0	0	0
KRTAP4-2	2.87E-06	0	0	1
OR8A1	3.67E-06	0	0	0
BTBD18	NA	0	0	0
ADAM21	2.82E-06	0	0	0
OR6C68	3.49E-06	0	0	1
CTCFL	2.97E-06	0	0	0
HNF4G	6.54E-06	0	0	0
OR5T2	8.64E-06	0	0	1
GUCA1A	2.33E-06	0	0	0
IL25	2.19E-06	0	0	0
RPGRIP1	2.91E-06	0	0	0
GGTLC1	4.90E-06	0	0	1
OR4B1	5.01E-06	0	0	0
ARG1	3.39E-06	0	0	0
AGBL1	5.32E-06	0	0	0
STRC	2.22E-06	0	0	0
RAX2	2.57E-06	0	0	0
OR52I1	5.22E-06	0	0	1
CSAG3	3.50E-06	0	0	0
YSK4	3.12E-06	0	0	0
KRTAP13-3	4.70E-06	0	0	1
RCVRN	2.99E-06	0	0	0
C11ORF94	2.38E-06	0	0	0
BTNL8	8.69E-06	0	0	0
IFNA13	2.71E-06	0	0	0
KRTAP19-3	4.72E-06	0	0	0
TAS2R19	3.06E-06	0	0	1
SFTA2	2.57E-06	0	0	1
MEPE	2.51E-06	0	0	1
NPVF	2.96E-06	0	0	1
TRIM43	3.81E-06	0	0	0
PYDC2	5.91E-06	0	0	1
MIP	2.29E-06	0	0	0
OR2W3	NA	0	0	1
SLC39A5	2.40E-06	0	0	0
SPANXA1	NA	0	0	0
LRRC18	NA	0	0	1
OR2H2	3.69E-06	0	0	1
SCAPER	2.54E-06	0	0	0
ZNF80	2.95E-06	0	0	0
OR13C9	3.21E-06	0	0	1
TAS2R1	4.91E-06	0	0	0
PLG	3.62E-06	0	0	0
DMRTB1	2.11E-06	0	0	1
OR5T1	8.42E-06	0	0	1
RBMY1D	NA	0	0	0
COL28A1	3.13E-06	0	0	0
KRTAP3-3	2.79E-06	0	0	1
MYADML2	NA	0	0	0
OR7C1	2.96E-06	0	0	1
LY6G6F	2.33E-06	0	0	0
OR51B2	5.20E-06	0	0	1
OR9A4	3.81E-06	0	0	1
FOLH1B	6.21E-06	0	0	1
WFDC10B	2.62E-06	0	0	1
CNTNAP4	5.56E-06	0	0	1
GNB3	2.66E-06	0	0	1
SERPINA13	NA	0	0	0
C15ORF2	8.95E-06	0	0	0
CUL4B	3.01E-06	0	0	0
TAS2R13	3.12E-06	0	0	1
KIAA1549	2.82E-06	0	0	0
ACCN5	4.78E-06	0	0	0
SLFN14	NA	0	0	1
MS4A13	3.44E-06	0	0	0
OR10Q1	4.00E-06	0	0	1
FCRL4	4.82E-06	0	1	0
PCDH11Y	NA	0	0	1
ACSM2B	3.32E-06	0	0	1
KRTAP20-1	4.68E-06	0	0	1
OR6M1	4.22E-06	0	0	1
POU6F2	3.77E-06	0	0	0
KRTAP13-4	4.72E-06	0	0	1
RTP2	3.77E-06	0	0	0
OR5E1P	NA	0	0	0
OR10J5	4.56E-06	0	0	1
TTC6	NA	0	0	1
OR3A3	3.02E-06	0	0	1
MAGEB2	4.67E-06	0	0	0
KRTAP3-2	2.79E-06	0	0	1
DEFB135	5.37E-06	0	0	0
AGER	2.46E-06	0	0	0
SLC6A9	1.86E-06	0	0	1
SLC25A41	2.79E-06	0	0	0
TNMD	2.93E-06	0	0	1
ODF1	2.78E-06	0	0	1
IL17F	3.22E-06	0	0	0
VN1R1	3.57E-06	0	0	0
MC2R	5.93E-06	0	0	0
OR14C36	NA	0	0	0
GPX6	4.26E-06	0	0	0
KRTAP20-2	4.57E-06	0	0	1
PROP1	3.52E-06	0	0	1
KRTAP19-8	3.85E-06	0	0	1
OR1S1	4.00E-06	0	0	1
FAM75A2	5.37E-06	0	0	0
TFDP3	2.52E-06	0	0	0
TBX19	2.89E-06	0	0	0
OR52E6	4.60E-06	0	0	1
SAG	2.44E-06	0	0	0
KRTAP5-8	4.44E-06	0	0	1
DEFB105A	NA	0	0	1
SLC17A2	3.07E-06	0	0	0
OR6T1	4.33E-06	0	0	1
OR2F1	3.56E-06	0	0	0
USP9Y	NA	0	0	0
TGM6	2.69E-06	0	0	0
HTN1	3.74E-06	0	0	0
BSPH1	NA	0	0	0
OR5A1	3.84E-06	0	0	1
OR2T4	NA	0	0	1
OR2L3	NA	0	0	1
ALG1L2	NA	0	0	1
C18ORF62	4.01E-06	0	0	0
SLC22A10	2.89E-06	0	0	1
MAGEA11	NA	0	0	0
OR4K14	8.00E-06	0	0	0
OR4K13	7.17E-06	0	0	0
ZBTB47	2.03E-06	0	0	1
OR51E1	5.22E-06	0	0	0
MYBPC1	3.22E-06	0	0	0
OR2M2	NA	0	0	1
OR56A5	NA	0	0	1
OR13A1	3.13E-06	0	0	1
OR4D11	3.84E-06	0	0	1
C7ORF34	3.73E-06	0	0	1
SSX4	NA	0	1	0
SSX9	NA	0	0	0
GNB5	2.01E-06	0	0	0
C5ORF60	NA	0	0	1
TREX2	2.66E-06	0	0	0
SLC13A1	3.63E-06	0	0	0
OR6N1	6.38E-06	0	0	1
STS	2.65E-06	0	0	1
TMCO5A	3.59E-06	0	0	0
TMEM86B	4.00E-06	0	0	0
OR4C13	1.03E-05	0	0	1
OR4D10	3.84E-06	0	0	1
PKLR	2.30E-06	0	0	0
OR2A12	3.65E-06	0	0	1
SI	7.86E-06	0	0	0
OR51S1	5.37E-06	0	0	1
VCX3A	3.57E-06	0	0	1
OR1E1	3.02E-06	0	0	1
CSAG2	NA	0	0	0
NXF3	2.94E-06	0	0	0
RASGRP3	3.86E-06	0	0	0
RETNLB	4.87E-06	0	0	0
OR2M3	NA	0	0	1
HIST1H4G	4.00E-06	0	0	0
TMEM225	4.30E-06	0	0	1
OR5P2	3.20E-06	0	0	1
CFHR2	5.27E-06	0	0	0
CFHR1	5.67E-06	0	0	0
GSDMB	2.11E-06	0	0	0
LCN6	2.99E-06	0	0	0
KRTAP19-5	4.72E-06	0	0	1
ABCG5	2.21E-06	0	0	0
PDILT	3.38E-06	0	0	1
DAZ3	NA	0	0	0
DAZ2	NA	0	0	0
DAZ1	NA	0	0	0
DAZ4	NA	0	0	0
TAS2R16	3.61E-06	0	0	1
AKAP3	3.35E-06	0	0	1
SEPT14	5.37E-06	0	0	0
TSPY2	NA	0	0	1
TAS2R8	3.15E-06	0	0	0
ZNF890P	NA	0	0	0
B3GNT6	2.12E-06	0	0	0
TEX28	2.75E-06	0	0	0
SPZ1	2.29E-06	0	0	0
SLC22A12	2.13E-06	0	0	1
RP11-747H12.1	NA	0	0	0
RBMY1F	NA	0	0	0
RPA4	3.35E-06	0	0	0
GAGE1	3.76E-06	0	0	0
ODAM	3.56E-06	0	0	0
CABP4	3.61E-06	0	0	0
OR2A5	3.65E-06	0	0	1
OR7D2	3.88E-06	0	0	1
MORC1	6.37E-06	0	0	1
GRID2IP	NA	0	0	0
LIPI	1.09E-05	0	0	0
LIPJ	1.83E-06	0	0	0
PHEX	3.26E-06	0	0	1
CFHR5	5.27E-06	0	0	1
OR5H6	4.54E-06	0	0	1
GPRC6A	3.28E-06	0	0	0
UBE2NL	6.56E-06	0	0	1
LALBA	2.50E-06	0	0	0
ODZ1	4.28E-06	0	0	0
CPO	3.14E-06	0	0	0
DMP1	2.44E-06	0	0	0
CSN1S1	4.00E-06	0	0	1
SPTA1	6.43E-06	0	0	0
PCDHB17	NA	0	0	0
ADAMTS13	2.46E-06	0	0	0
OR8H2	9.31E-06	0	0	1
ZNF645	3.29E-06	0	0	0
KLHL10	2.53E-06	0	0	0
FCN3	1.60E-06	0	0	1
CYP19A1	2.40E-06	0	0	0
GLYATL3	NA	0	0	1
DEFB130	6.25E-06	0	0	0
KRTAP10-1	2.84E-06	0	0	1
CABS1	NA	0	0	1
LGALS16	NA	0	0	0
KRTAP19-4	4.72E-06	0	0	1
OCM2	5.09E-06	0	0	1
OR51L1	5.21E-06	0	0	0
FAM21B	3.15E-06	0	0	0
GOLGA6L1	9.60E-06	0	0	0
OR51B6	5.20E-06	0	0	1
KRTAP22-1	4.68E-06	0	0	1
LYPD4	2.22E-06	0	0	0
UROC1	2.92E-06	0	0	0
OR4F21	9.23E-06	0	0	0
C6ORF221	2.66E-06	0	0	0
OR13C5	3.21E-06	0	0	1
OR13C8	3.21E-06	0	0	1
LRIT2	3.53E-06	0	0	1
LRIT1	3.48E-06	0	0	1
C3ORF20	2.41E-06	0	0	1
OR2A14	3.78E-06	0	0	1
ARSF	2.27E-06	0	0	0
TRPV5	3.73E-06	0	0	0
IL5	1.75E-06	0	0	0
OR14J1	4.21E-06	0	0	1
C16ORF89	2.72E-06	0	0	1
FAM75A5	NA	0	0	0
FAM75A7	5.00E-06	0	0	0
PRSS37	3.78E-06	0	0	1
DEFB106A	NA	0	0	0
GPLD1	3.26E-06	0	0	0
POTED	1.60E-05	0	0	1
ARSH	2.24E-06	0	0	0
TRIM77	NA	0	0	0
OR1J1	2.84E-06	0	0	1
AGAP4	1.10E-05	0	0	1
AGAP8	NA	0	0	1
OR5F1	9.75E-06	0	0	0
APOBEC1	5.11E-06	0	0	0
SLC23A3	2.18E-06	0	0	1
CYP4Z1	2.26E-06	0	0	0
AMY2A	7.01E-06	0	0	0
SPINK1	2.72E-06	0	0	0
ZC3H12B	4.18E-06	0	0	0
C1QTNF9	2.85E-06	0	0	0
UPK1A	2.43E-06	0	0	0
CRYBA4	3.16E-06	0	0	1
RPS4Y2	NA	0	0	1
PANX3	3.67E-06	0	0	1
OR5M9	NA	0	0	1
IMP5	3.66E-06	0	0	0
NRTN	2.67E-06	0	0	0
FABP9	3.33E-06	0	0	1
P2RY4	3.11E-06	0	0	1
PRR4	3.06E-06	0	0	0
OR6C6	3.71E-06	0	0	0
SLC30A8	4.42E-06	0	0	1
HK1	1.80E-06	0	0	0
SLC10A5	4.28E-06	0	0	1
SPANXD	NA	0	0	0
SLC28A1	2.93E-06	0	0	0
DMRTC2	2.22E-06	0	0	1
FOXP3	3.60E-06	0	0	0
SAA4	2.53E-06	0	0	0
TEX11	3.04E-06	0	0	0
LY6G5B	2.33E-06	0	0	0
CLCNKA	2.36E-06	0	0	0
OR2J3	4.41E-06	0	0	1
LACRT	3.77E-06	0	0	0
KLK12	3.65E-06	0	0	0
MORF4	3.94E-06	0	0	0
FOXR2	3.81E-06	0	0	0
ZCCHC13	3.09E-06	0	0	0
TKTL1	2.77E-06	0	0	0
PCDH11X	7.32E-06	0	0	0
STARD6	3.49E-06	0	0	0
ELSPBP1	2.73E-06	0	0	0
OR10G9	4.33E-06	0	0	1
RNF148	3.40E-06	0	0	1
NBPF14	NA	0	0	1
UBTFL1	NA	0	0	0
OR10A2	3.20E-06	0	0	1
TAT	2.90E-06	0	0	0
MUC13	2.85E-06	0	0	0
ANGPTL3	NA	0	0	0
OR52L1	4.12E-06	0	0	1
GAGE2B	NA	0	0	0
CNGA1	3.09E-06	0	0	0
LCE6A	NA	0	0	1
MRGPRX3	2.50E-06	0	0	1
ATPAF1-AS1	NA	0	0	0
PZP	3.94E-06	0	0	1
ARHGEF33	NA	0	0	0
OR2K2	2.59E-06	0	0	0
OR5I1	9.75E-06	0	0	1
PKD1L3	NA	0	0	0
ODF3	3.29E-06	0	0	0
UNC13C	5.44E-06	0	0	1
OR2B2	4.35E-06	0	0	0
OR2B6	4.34E-06	0	0	1
TAS2R4	3.75E-06	0	0	0
C4A	NA	0	0	1
ALDH3B2	3.88E-06	0	0	1
KRTAP7-1	NA	0	0	0
TEPP	1.80E-06	0	0	1
ZNF705D	5.87E-06	0	0	1
HNRNPA1P12	NA	0	0	0
C1QC	1.81E-06	0	0	0
MRAP	2.30E-06	0	0	1
PDZD2	3.15E-06	0	0	0
OR4C6	1.06E-05	0	0	0
OR10Z1	6.44E-06	0	0	1
ERCC5	4.19E-06	1	0	0
CLEC4C	5.30E-06	0	0	0
DEFB125	3.16E-06	0	0	0
DEFB124	7.56E-06	0	0	1
APOC2	2.68E-06	0	0	0
OR51M1	5.22E-06	0	0	1
SPATA21	3.54E-06	0	0	1
OR52E4	4.35E-06	0	0	1
OR52E8	4.60E-06	0	0	1
ATG9B	2.71E-06	0	0	0
XKRY	NA	0	0	0
TGIF2LY	NA	0	0	1
DCST2	2.41E-06	0	0	1
OR13F1	3.49E-06	0	0	0
SPINK9	2.61E-06	0	0	1
DBH	2.41E-06	0	0	0
C16ORF79	2.00E-06	0	0	0
GPR112	2.89E-06	0	0	0
NBPF16	NA	0	0	1
USP41	NA	0	0	1
OR51A4	5.31E-06	0	0	1
EGFL8	2.46E-06	0	0	0
SEBOX	2.40E-06	0	0	1
TIMD4	4.05E-06	0	0	0
RNASE11	3.62E-06	0	0	0
OR52A1	5.15E-06	0	0	1
AMELY	NA	0	0	0
CEACAM7	2.43E-06	0	0	0
PFKFB1	3.84E-06	0	0	0
TPSG1	2.67E-06	0	0	1
KRTAP4-4	2.87E-06	0	0	1
KRTAP12-4	2.86E-06	0	0	1
OR5B12	4.32E-06	0	0	0
PCP2	2.46E-06	0	0	1
OR2T6	NA	0	0	0
BMP15	3.40E-06	0	0	1
MPHOSPH9	2.33E-06	0	0	0
IYD	2.40E-06	0	0	1
DPRX	5.50E-06	0	0	1
C17ORF78	2.70E-06	0	0	0
ATAD3C	2.92E-06	0	0	0
CYP2C19	2.42E-06	0	0	0
RNF213	2.79E-06	0	0	0
FGF21	2.69E-06	0	0	1
FHL5	4.99E-06	0	0	0
INSL5	2.98E-06	0	0	0
KRTAP5-5	NA	0	0	1
FAM9A	2.55E-06	0	0	1
MAMDC4	3.19E-06	0	0	0
LCE3C	3.95E-06	0	0	0
OR8B12	3.67E-06	0	0	1
OR6C74	3.71E-06	0	0	1
KIF2B	7.73E-06	0	0	0
EFCAB3	2.91E-06	0	0	0
DHRS7C	2.80E-06	0	0	1
OR6Q1	NA	0	0	1
UCMA	2.75E-06	0	0	1
RPL10L	6.64E-06	0	0	0
USP6	2.31E-06	0	1	0
KRTAP9-2	2.87E-06	0	0	1
KRTAP9-4	2.87E-06	0	0	1
CDY2A	NA	0	0	0
CDY2B	NA	0	0	0
SUN5	2.40E-06	0	0	0
NAA11	3.18E-06	0	0	0
ZPLD1	4.83E-06	0	0	1
IFNA7	2.71E-06	0	0	1
BBIP1	NA	0	0	0
BHLHA9	NA	0	0	0
BOD1L2	NA	0	0	0
BOLA2B	3.00E-06	0	0	0
C12ORF75	NA	0	0	0
C15ORF56	NA	0	0	0
C16ORF52	NA	0	0	0
C16ORF95	NA	0	0	0
C17ORF107	NA	0	0	0
C17ORF72	NA	0	0	0
C18ORF42	NA	0	0	0
C19ORF67	NA	0	0	0
C19ORF81	NA	0	0	0
C1ORF204	NA	0	0	0
C1ORF229	NA	0	0	0
C1ORF233	NA	0	0	0
C20ORF78	NA	0	0	0
C22ORF26	2.15E-06	0	0	0
C2ORF27A	9.04E-06	0	0	0
C3ORF80	NA	0	0	0
C6ORF99	NA	0	0	0
C7ORF73	NA	0	0	0
C9ORF62	NA	0	0	0
CCDC166	NA	0	0	0
CCDC42B	NA	0	0	0
CDY1B	NA	0	0	0
CT45A4	3.04E-06	0	0	0
CT47A1	NA	0	0	0
CT47A10	NA	0	0	0
CT47A11	NA	0	0	0
CT47A12	NA	0	0	0
CT47A2	NA	0	0	0
CT47A3	NA	0	0	0
CT47A4	NA	0	0	0
CT47A5	NA	0	0	0
CT47A6	3.35E-06	0	0	0
CT47A7	NA	0	0	0
CT47A8	NA	0	0	0
CT47A9	3.35E-06	0	0	0
DEFB105B	NA	0	0	0
DEFB107A	NA	0	0	0
DEFB4B	NA	0	0	0
EIF3CL	4.92E-06	0	0	0
FAM195B	NA	0	0	0
FBXL15	1.70E-06	0	0	0
MAGEA2B	3.50E-06	0	0	0
PRAMEF20	NA	0	0	0
C12ORF32	NA	0	0	0
CXORF69	NA	0	0	0
MEF2BNB-MEF2B	NA	0	0	1
MB21D2	NA	0	0	0
NUTM2F	NA	0	0	1
MS4A8	NA	0	0	1
CCDC36	1.83E-06	0	0	0
AK8	NA	0	0	0
MLLT11	2.51E-06	0	0	0
BRWD3	4.80E-06	0	0	0
STRIP2	NA	0	0	0
POTEG	1.32E-05	0	0	0
SLC35G3	NA	0	0	1
MICU3	NA	0	0	1
KAT8	NA	0	0	0
CCDC132	4.03E-06	0	0	0
C3ORF27	2.48E-06	0	0	0
WDR17	5.92E-06	0	0	0
C16ORF87	5.57E-06	0	0	0
CEP128	NA	0	0	0
TENM4	NA	0	0	1
FAM154B	2.78E-06	0	0	1
CNPY1	4.24E-06	0	0	0
ZKSCAN7	NA	0	0	1
PALM2	2.47E-06	0	0	0
PRAMEF11	NA	0	0	1
RPL39	2.92E-06	0	0	0
LELP1	3.74E-06	0	0	0
MCUR1	NA	0	0	0
SRP19	2.35E-06	0	0	0
IQCF2	1.90E-06	0	0	1
FAM184A	2.71E-06	0	0	0
SAMD14	1.95E-06	0	0	0
DENND3	3.32E-06	0	0	0
FAM115C	3.44E-06	0	0	1
KRTAP1-3	2.79E-06	0	0	0
TWF2	1.65E-06	0	0	0
NBPF9	NA	0	0	1
C15ORF53	2.56E-06	0	0	0
FAM46D	5.41E-06	0	0	1
ASB11	2.28E-06	0	0	1
SECISBP2L	2.41E-06	0	0	1
TNFSF12	NA	0	0	0
C8ORF33	3.59E-06	0	0	1
CCDC60	3.77E-06	0	0	1
EXOC3L2	2.18E-06	0	0	0
SETD4	2.49E-06	0	0	0
CNBD1	9.14E-06	0	0	0
CLEC18C	3.32E-06	0	0	1
OARD1	NA	0	0	1
ZNF763	2.81E-06	0	0	0
GRXCR2	2.34E-06	0	0	1
NT5C3A	NA	0	0	0
CCDC104	2.31E-06	0	0	1
CCDC92	2.55E-06	0	0	0
CERS3	NA	0	0	0
ASB5	5.99E-06	0	0	0
FAM46C	2.22E-06	1	0	0
CCDC171	NA	0	0	1
SPDYE5	4.69E-06	0	0	0
EFNA4	2.39E-06	0	0	0
TBC1D3	NA	0	0	0
RSRC2	2.26E-06	0	0	0
SAMD3	3.81E-06	0	0	0
KLHDC10	2.11E-06	0	0	0
FAM135B	9.03E-06	0	0	0
CCDC83	2.80E-06	0	0	0
C11ORF40	5.00E-06	0	0	1
MAATS1	NA	0	0	0
C20ORF85	2.92E-06	0	0	0
MAP7D2	2.57E-06	0	0	1
SBSPON	NA	0	0	1
GALNT16	NA	0	0	0
SHQ1	2.51E-06	0	0	0
PCDHA3	2.50E-06	0	0	1
PSMG4	NA	0	0	0
CCM2L	NA	0	0	0
IQCF3	1.90E-06	0	0	1
KAT6A	NA	0	1	0
SLC51A	NA	0	0	1
ZNF776	3.06E-06	0	0	0
WDR52	2.62E-06	0	0	1
BAGE2	NA	0	0	0
KIAA1147	3.72E-06	0	0	0
NYAP2	NA	0	0	0
SPANXN2	6.70E-06	0	0	1
ZSWIM8	NA	0	0	0
WWC3	2.18E-06	0	0	0
SHCBP1L	NA	0	0	1
CSH1	2.20E-06	0	0	1
FBXL17	2.72E-06	0	0	0
CCDC61	2.21E-06	0	0	0
ANKRD13D	2.96E-06	0	0	0
CCDC174	NA	0	0	1
UBN2	2.42E-06	0	0	0
CCDC77	3.84E-06	0	0	0
CCDC125	2.22E-06	0	0	0
SLC9C1	NA	0	0	0
ABHD17C	NA	0	0	0
RABL6	NA	0	0	0
FAM210A	NA	0	0	0
SEMG1	2.31E-06	0	0	1
CLPSL1	NA	0	0	1
UNC119B	2.64E-06	0	0	0
GAREM	NA	0	0	1
BBS5	2.34E-06	0	0	1
PIFO	NA	0	0	0
DCAF12L2	6.81E-06	0	0	1
ZSCAN25	NA	0	0	1
CTPS1	NA	0	0	0
SPATA22	3.02E-06	0	0	1
KMT2E	NA	0	0	0
SPATA31A6	NA	0	0	1
WDR25	2.28E-06	0	0	0
BPIFB3	NA	0	0	1
CELA3A	2.01E-06	0	0	1
SLC52A2	NA	0	0	0
GAB4	8.90E-06	0	0	1
CPNE9	2.11E-06	0	0	1
NELFCD	NA	0	0	0
BPIFB4	NA	0	0	1
BUD13	2.51E-06	0	0	0
C21ORF58	NA	0	0	1
C8ORF37	3.70E-06	0	0	0
SLC25A53	NA	0	0	1
CNOT11	NA	0	0	0
FAM216A	NA	0	0	0
HECTD4	NA	0	0	0
FAM105A	3.29E-06	0	0	1
PGPEP1L	2.55E-06	0	0	0
CCDC18	1.81E-06	0	0	0
FAM169B	3.77E-06	0	0	0
POTEC	NA	0	0	1
C4ORF22	3.50E-06	0	0	0
LIX1	2.49E-06	0	0	0
IQCD	3.00E-06	0	0	1
NELFB	NA	0	0	0
MORN3	2.58E-06	0	0	0
C18ORF21	2.57E-06	0	0	1
C9ORF85	2.81E-06	0	0	0
NHSL1	NA	0	0	0
CCDC42	2.64E-06	0	0	1
FAM46B	1.69E-06	0	0	0
FAM83B	5.26E-06	0	0	0
PAGE2B	3.91E-06	0	0	1
ZIM2	4.53E-06	0	0	0
FAM91A1	2.83E-06	0	0	0
TEX30	NA	0	0	0
LIX1L	NA	0	0	0
PRR23B	3.15E-06	0	0	1
TENM2	NA	0	0	0
PLAC8L1	2.22E-06	0	0	1
MSANTD2	NA	0	0	1
PCDHGA12	NA	0	0	0
SAGE1	3.04E-06	0	0	0
POM121L12	9.82E-06	0	0	0
MAGEB1	4.67E-06	0	0	0
PPP1R21	NA	0	0	1
LDLRAD4	NA	0	0	0
EPT1	1.93E-06	0	0	0
CEP112	NA	0	0	0
NME8	NA	0	0	0
KIAA1751	2.70E-06	0	0	1
H3F3A	2.25E-06	0	1	0
GPCPD1	3.13E-06	0	0	0
LILRA3	5.62E-06	0	0	1
R3HCC1L	NA	0	0	0
CCDC146	3.65E-06	0	0	0
TMEM260	NA	0	0	1
KIAA2026	2.09E-06	0	0	0
PCDHA7	2.51E-06	0	0	0
BRICD5	NA	0	0	1
FAM154A	2.72E-06	0	0	1
FAM71F1	2.72E-06	0	0	1
UNC79	NA	0	0	0
FBXO48	2.67E-06	0	0	1
ABHD16B	NA	0	0	0
C3ORF67	2.85E-06	0	0	0
ANKRD42	2.82E-06	0	0	0
YTHDC1	4.26E-06	0	0	0
C9ORF171	2.63E-06	0	0	1
CCDC65	2.43E-06	0	0	0
ZNF705G	NA	0	0	1
PCDHA2	2.50E-06	0	0	1
GDAP2	2.70E-06	0	0	0
STMN4	2.42E-06	0	0	0
SERTM1	NA	0	0	1
CCDC147	3.27E-06	0	0	1
CCDC34	3.05E-06	0	0	0
C1ORF177	1.89E-06	0	0	1
ZBTB21	NA	0	0	0
MAGEA12	NA	0	0	0
DMXL1	2.78E-06	0	0	0
AGO1	NA	0	0	0
NELFA	NA	0	0	0
RWDD2A	3.53E-06	0	0	0
CDC20B	2.46E-06	0	0	0
ABHD17B	NA	0	0	0
