Gene	Missense_entropy
ANKRD23	0.043891
TPO	0.161379
HNRNPCL3	0
HEATR5A	0.085387
DNAH17	0.111206
ELFN1	0.072306
OR8S1	0.117718
PRSS58	0.131154
KRTAP10-7	0.031197
ZNF735	0.065079
OR11G2	0.105944
TAAR5	0.087845
TAAR1	0.060888
AC005017.2	0
SLC7A13	0.149694
TGM4	0.085576
OR2AG2	0.211916
NLRP8	0.193009
NGEF	0.479602
OCLM	0.0
OR4K17	0.117841
PGAM4	0.059086
TMPRSS5	0.119717
KRTAP5-2	0.057024
AX747985	0
DGKB	0.144054
SFTPA1	0.130578
OR10H1	0.213447
PRSS55	0.143919
C2ORF51	0.103085
FABP1	0.182464
RBMXL2	0.12309
SCHIP1	0.064531
PAGE1	0.083002
TLR6	0.087799
OR13D1	0.086999
TBC1D26	0.446139
TCRB	0
ACSM2A	0.155322
TRIM75	0
IL36RN	0.106043
C3ORF35	0.134333
HHLA1	0.074764
OR11H1	0.15119
SLC10A2	0.150169
KRTAP5-3	0.091363
TRIML1	0.177412
PRSS45	0.08775
KRT12	0.176427
OR7E5P	0.134647
OR10W1	0.12543
KRTAP9-8	0.168206
TMEM81	0.062235
SLC28A3	0.138026
IL37	0.143213
MAP3K15	0.098091
OR10H2	0.117239
LUZP4	0.132247
OR5P3	0.16143
RFPL1	0.089647
FER1L4	0.048728
OR52N4	0.104267
OR52N1	0.112629
SPINK14	0.0
OVGP1	0.242703
KRT71	0.085132
GRXCR1	0.224523
PRSS1	0.437391
ALAS2	0.156568
GJA9	0.092897
SPACA7	0.105687
OR5AN1	0.175971
TPD52L3	0.213263
DEFB132	0.251454
PMP2	0.096772
OR6C2	0.143917
OR52B4	0.144254
LEUTX	0.033269
FAR2	0.102363
OR4C16	0.232421
OSTN	0.054329
ACSM1	0.126071
CDH20	0.142613
CDHR5	0.141601
RGS3	0.096307
ZSCAN5A	0.151137
DDX4	0.137218
USP17L2	0.118011
PPIP5K2	0.041871
LRRC7	0.121539
FABP2	0.653284
MARCH8	0.202839
AC078899.1	0
ZNF713	0.069262
RGS21	0.069862
PPP1R2P9	0.056633
KRTAP6-2	0.179504
LMAN1L	0.070304
PI3	0.134523
TGM7	0.063836
OR2D2	0.116229
OR52M1	0.195166
SLC22A6	0.066695
C20ORF107	0.078882
SSX7	0.051082
KCNK16	0.080741
KRTAP5-4	0.334172
FAM75A6	0
CRISP3	0.102078
OR9K2	0.121412
OR10C1	0.229359
HBB	0.102367
CGB5	0.023427
POU6F1	0.09105
OR4K15	0.152699
IL1F8	0.116941
CYP4F8	0.106091
ACE2	0.072332
CYLC1	0.092185
OR52A4	0.025727
OR2H1	0.100798
HEATR7B2	0.0786
OR5A2	0.05216
GRM5	0.176376
OR4E2	0.201852
CYP2C9	0.132781
CYP2C8	0.226359
PTPN20A	0.040529
OR51G2	0.181249
KRT86	0.304155
NOX1	0.111364
OR4D2	0.17799
SPIC	0.109336
PDXDC2	0.059627
C18ORF20	0
SLC10A1	0.0945
PLEKHG4B	0.109912
OR5M10	0.133101
EDA2R	0.078956
SPACA3	0.120533
KRTAP19-6	0.203685
KRT25	0.133707
OR5R1	0.170841
FLJ43860	0.089072
CABP2	0.112336
C10ORF129	0.117223
KRT35	0.105495
OR8J3	0.151574
CAPSL	0.156582
DEFB112	0.099378
OR8B4	0.080059
OR13C2	0.152641
BRS3	0.111202
OCM	0.120251
DNEL2	0
CALN1	0.162771
SPP2	0.136605
FRMPD2L1	0
VWA3A	0.132581
OR13H1	0.071925
GARNL3	0.084295
SYT16	0.194642
NLRP4	0.207609
KLRC1	0.137036
GFRAL	0.116226
DCST1	0.104553
TSSK1B	0.088739
DCD	0.267361
DDX53	0.091698
OR6C75	0.145223
DDC	0.110579
CST11	0.079955
KRT38	0.115936
PRB3	0.286956
OR6A2	0.125979
MYADML	0.045034
DEFB131	0.041738
DEFB115	0.13746
OR8B3	0.133456
FOXR1	0.080848
OR51F1	0.122447
AMY2B	0.091326
TAAR6	0.14787
XCL2	0.288656
ANGPTL6	0.094272
ZNF705A	0.456309
UMOD	0.122493
DSPP	0.367544
GALNT1	0.051966
ALB	0.203551
SELP	0.131695
HTN3	0.102496
RBMXL3	0.216745
LRRC69	0.067621
ACTL8	0.107515
OR3A1	0.125166
MBD5	0.20092
OR52B2	0.152697
OR1L1	0.091741
C2ORF83	0.047454
LOC285074	0
CA5A	0.074578
FAM55D	0.092807
CLDN22	0.014098
SYTL5	0.112683
FAM71B	0.136473
IFNG	0.114923
SERPINA7	0.155162
CSH2	0.171249
LPA	0.136788
APOC4	0.083002
MCART2	0.065042
KRTAP12-2	0.042793
KRT83	0.108718
BPIL2	0.079669
GPBP1	0.060032
OR56A1	0.170327
OR5AU1	0.114938
BFSP2	0.097377
AZGP1P1	0
CSN1S2A	0
OR2T11	0.118848
OR5AS1	0.248573
ODZ3	0.104556
SCGB1A1	0.0
CELA2A	0.083208
F13B	0.147964
NPFF	0.024913
OR2Z1	0.235424
OR10G7	0.140986
OR52E2	0.129247
AHCTF1	0.046188
G6PC2	0.218794
OR6N2	0.178729
FAM187B	0.094977
SLC26A7	0.08311
S100A7A	0.100249
SPACA1	0.12044
OR56A3	0.082912
OR1Q1	0.1868
OR2G2	0.168339
NKAIN1	0.059558
ADAM18	0.154663
SERPIND1	0.10532
OSBPL6	0.137521
OR6K3	0.206722
OR7G1	0.14253
OR2AE1	0.071004
AADACL2	0.155994
DNAJB3	0
DMRTC1B	0.039755
ADAM20	0.056384
SSX1	0.084383
IMPG1	0.124883
OR1L3	0.131478
WFDC11	0.205715
KALRN	0.134
OR5B21	0.115738
RHCE	0.087854
SLC24A1	0.044456
TCEAL6	0.192895
CCDC70	0.134345
TUSC5	0.124268
OR7E24	0.093158
OR2T12	0.220128
KERA	0.116866
OPN1MW	0.030717
NBPF7	0.15568
DEFB118	0.078237
BCL2L15	0.058892
GZMK	0.089095
PGLYRP2	0.085565
RBM44	0.071697
WFDC10A	0.033269
FLJ44082	0
TAS2R39	0.078326
OR56B4	0.092368
OR4D6	0.107229
SULT2A1	0.035203
OR4C3	0.325789
CACNG5	0.092318
MAGEC1	0.232285
ADIPOQ	0.136625
UGT2B15	0.076387
CRYBB3	0.134799
MYH1	0.187694
HSD17B3	0.07772
ITIH1	0.280866
ART1	0.081224
TSSK4	0.144967
RHO	0.11075
EPYC	0.16257
CLIC5	0.056466
OR5H1	0.161955
C2ORF82	0.134362
DEFA6	0.104201
IAPP	0.188316
GSTA5	0.100564
ESRRB	0.145249
SLFNL1	0.085803
OR10K1	0.223531
COL6A6	0.114614
SLC34A1	0.088367
TFR2	0.131207
OR4K2	0.128775
OR5K4	0.114754
TPSB2	0.0
SCGB1D2	0.075243
SPINK7	0.051383
PRB1	0.267398
PTX4	0.085265
HIST1H2AA	0.693811
OLFM4	0.090331
CTAGE4	0.377381
AK127627	0
TAS2R7	0.091806
DAZL	0.040868
KRT76	0.113237
DKFZP434P0216	0.0
LOC619207	0
ZP1	0.107115
SERPINB3	0.156848
SPATA19	0.070773
ASAH2	0.108923
OR13C3	0.184137
DEFA4	0.110456
OR1J4	0.054079
OR9I1	0.08857
KRTAP6-3	0.073963
OR2AG1	0.118348
XCR1	0.148584
SERPINA4	0.131901
GPRC5D	0.076131
DEFA3	0.090206
TRA@	0
OR6W1P	0.215267
EPS8L3	0.073462
HPR	0.134632
GPR151	0.110772
CELA2B	0.062363
IL29	0.083002
TRIM42	0.150553
OR4S1	0.188723
TG	0.137077
SERPINF2	0.062795
P450-CYP21B	0
SCGBL	0.039755
ACRV1	0.13842
IBSP	0.127357
GYPA	0.344342
TBX10	0.105361
CCL16	0.030717
SPATA9	0.062235
OR52A5	0.148987
ARR3	0.0756
FGF23	0.158863
OR2M7	0.186536
HRNBP3	0.263352
LINGO2	0.138731
HBG1	0.459581
ZIM3	0.097818
OR5H15	0.174053
OR5J2	0.120172
CMTM5	0.052899
GUCY2F	0.103497
OR5L2	0.17503
IL3	0.26734
GLYATL2	0.090947
NPIPL3	0.063434
FAM12A	0
LILRB5	0.122334
UTS2	0.052023
LYG1	0.192745
OR1J2	0.150637
OR8K3	0.150062
SSX2	0.039755
OR10A7	0.197264
SLC5A4	0.117548
UPP2	0.073441
OTOA	0.105982
CSHL1	0.126062
COX4I2	0.058841
OR8U8	0
GCNT7	0.120859
KRT20	0.171366
DEFB119	0.193852
C3ORF48	0.03793
OR4F4	0.030717
THRSP	0.116305
UBL4B	0.075167
OR5M3	0.185923
IL9R	0.076088
S100G	0.0
OR5D16	0.150621
OR10G2	0.119608
POU5F2	0.080539
PDE6B	0.160507
SVOPL	0.176909
MGC26484	0
APOA4	0.17527
TXNDC3	0.118501
NANOS2	0.088999
SCGB1D4	0.117258
CCBP2	0.08867
CYP4A22	0.134563
CIB3	0.043891
OR4F15	0.04985
CST4	0.152407
AIPL1	0.084352
SLC6A18	0.084415
RIMBP2	0.19617
LOC339047	0
C20ORF114	0.049805
PAEP	0.066169
OR6C3	0.158601
VN1R10P	0
OR4F5	0.052291
STRA8	0.390076
GKN2	0.042437
TEX12	0.054115
CLCNKB	0.077009
CCL15	0.041738
OR10X1	0.175381
C20ORF186	0.072288
TCF23	0.136197
TFF2	0.045034
KNG1	0.102713
OR8B8	0.129637
OR2T8	0.197584
CLEC12B	0.062335
TMPRSS11B	0.136902
ABCG8	0.130988
TAS2R10	0.069551
GNRH1	0.493553
HBE1	0.22647
SNX29	0.09752
CXCL13	0.048728
SFTPD	0.192052
OR5B3	0.191541
CTSW	0.042437
REP15	0.017224
FGG	0.135514
ZNF716	0.169857
CSN2	0.087071
PROK1	0.08582
DSG4	0.126747
HSFY1	0.058892
GRIK4	0.135512
PPP1R1C	0.363193
SERPINA12	0.05166
CLRN2	0.106036
FLJ44635	0.024913
CSNK1A1L	0.244648
PLGLB1	0.0
OR2A2	0.111695
PAK6	0.108064
OR2Y1	0.1034
GOLGA6L6	0.0
OR1L6	0.052516
LYPD8	0.0
CHRM5	0.046133
LCE2D	0.256693
C18ORF58	0
PATE2	0.12781
ARHGEF34P	0
OR10K2	0.164706
VCX3B	0.175163
PTH	0.041738
MRGPRX2	0.117444
SCGB2A1	0.0
SGK269	0.046099
WFDC9	0.052747
POU1F1	0.041329
FAM24A	0.030717
CTRC	0.066859
NPS	0.075045
EDDM3B	0.041329
H1FOO	0.088502
CHST5	0.156723
LRRD1	0.149294
OR5C1	0.183714
REG1B	0.160551
OR7G2	0.080225
SERPINB7	0.118539
MCF2	0.127561
CEP170L	0.0
ARHGEF18	0.101764
GDPD3	0.063484
C8A	0.159126
KLK3	0.105233
LRRC31	0.196358
DNAJB7	0.028513
IL36A	0.168224
ETFB	0.074326
SBNO1	0.073494
PRM1	0.059524
AMELX	0.045623
CEACAM8	0.110969
GPR52	0.053672
CADM2	0.157843
PNLIPRP2	0.032594
SSX4B	0.0
JAKMIP3	0.143713
OR9Q2	0.098946
NBPF4	0.133019
OR3A2	0.091369
CPB1	0.132916
ZNF676	0.223245
ACTL7B	0.117908
NPY6R	0.0
KRTAP5-11	0.229168
ATP10B	0.110287
GSTA3	0.062235
C14ORF180	0.125515
GDF9	0.066694
SPINLW1	0.115263
TGIF2LX	0.116592
LGALS17A	0
PKD1L2	0.107329
NLRP7	0.189569
MAGEA1	0.108177
CYLC2	0.156437
UGT2B11	0.201717
C9ORF24	0.074697
OR4F17	0.083002
OR10R2	0.197137
METTL11B	0.075443
FAM82A1	0.144741
TNN	0.107557
OR6Y1	0.101549
OR1S2	0.186329
OPALIN	0.048086
OR4A47	0.152177
OR8H1	0.133844
TSPAN18	0.082395
KRTAP10-3	0.110278
SPATA16	0.126037
VN1R5	0
HORMAD1	0.123122
OR56B1	0.106929
OR2L5	0
GCM1	0.06115
OR5D13	0.247161
OR10H3	0.099626
SMN1	0.0
TEKT5	0.101557
CRISP1	0.102494
GPR179	0.023644
DRD3	0.10098
OR8G1	0.078924
TRIM31	0.035203
ERVW-1	0.193933
DEFB4	0
CTC-338M12.7	0
CYP21A2	0.151541
RFPL4A	0.718359
AANAT	0.955185
CLDN18	0.143117
CHRNA10	0.105284
SLC36A3	0.078034
ALPP	0.281432
MEP1A	0.100928
ECT2L	0.061444
CPNE6	0.146922
ZP2	0.231266
ANKRD30A	0.251895
CDH17	0.120919
OR2D3	0.152964
OR1C1	0.123635
CNGA2	0.150207
RNF186	0.022105
NLRP11	0.159683
CPA2	0.237318
OR2A25	0.160249
MYH4	0.13502
OVCH1	0.086563
KRTAP10-10	0.220414
FLJ46321	0
RBPJL	0.096662
TRIM64	0.0
OR2J2	0.13159
TPTE2	0.269562
FOLR4	0.045425
GRK1	0.099457
OR1D2	0.128139
OR56A4	0.061867
OTC	0.155329
MGAT4C	0.202984
PSMB11	0.131895
TFDP2	0.088995
GIF	0.080676
RTL1	0.26706
OR11H12	0.239018
AZGP1	0.097562
OR1M1	0.100194
C18ORF26	0.051383
C6ORF127	0.028513
RNF133	0.13996
IGLL1	0.12108
KRTAP19-2	0.13997
KRTAP19-7	0.091681
MYO16	0.136813
KRT28	0.141234
SEMG2	0.1821
TP53TG5	0.070988
CNGB1	0.082883
CDHR3	0.07499
ZCWPW2	0.118289
CXORF59	0.09359
KLK1	0.075358
OR52J3	0.170234
DEFB121	0.068384
OR5V1	0.170336
WNT8B	0.082111
OR2B3	0.050572
APOH	0.12031
FAM151A	0.0857
REG3A	0.194712
C17ORF60	0
OR2T33	0.247925
APOF	0.129946
COL10A1	0.090456
GATA1	0.261299
OR5B17	0.38384
FTMT	0.195541
TCP10	0.295557
OR6K6	0.136817
KRTAP21-2	0.119327
KRTAP21-1	0.131745
TMEM89	0.0
DPPA3	0.263042
DPPA5	0.193072
PRB4	0.573377
ZNF733P	0
OR2G6	0.199544
TRIM66	0.098259
CSTL1	0.250296
OR6S1	0.066114
AMBN	0.089429
AFM	0.09195
LGALS14	0.266719
OR5K1	0.118669
OR13G1	0.138926
BPY2	0
KRTAP15-1	0.084682
C9ORF11	0.030717
CLEC1B	0.094599
OR5M11	0.077992
OR4C11	0.143559
OR4C12	0.140134
SCN10A	0.140274
OR2W1	0.194018
AGR3	0.216434
MS4A12	0.114001
PDHA2	0.203633
FAT3	0.112706
HIST1H1T	0.067239
OR2AT4	0.077696
LRIT3	0.101651
UBE2DNL	0
DEFB107B	0
SMR3A	0.116747
HMP19	0.075165
IL9	0.114511
FAM75A3	0
HIST1H2BA	0.094782
OR6K2	0.178105
IFNA21	0.111418
FUT6	0.091931
HSFY2	0.058892
AX747879	0
OR5AP2	0.096732
LCE2C	0.147171
GLYATL1	0.106577
PATE4	0.030717
PAPPA2	0.178688
KCNJ13	0.288378
CYP4A11	0.154916
OR2L2	0.186748
SLC35F4	0.10367
OR14A16	0.133302
LCE4A	0.086028
OR5M1	0.149873
MMP26	0.133011
TRPM8	0.114083
TRIM49D2	0
XCL1	0.139159
TMEM202	0.067936
PLAC1L	0.161147
FAM205A	0.2216
HSD3B2	0.093752
FAM90A7	0
KRTAP6-1	0.089347
SLC16A7	0.091688
MBD3L1	0.08583
KCNJ1	0.069813
SNRPGP15	0
PATE3	0.051383
SLCO1C1	0.107879
OR10G3	0.172925
OR10G8	0.161854
CHIA	0.123753
SSX3	0.080939
MS4A5	0.085402
MPDZ	0.076103
CCL18	0.054115
TAS2R43	0.376576
COX7B2	0.051383
KRTAP8-1	0.12781
C17ORF74	0.229547
TMDC	0
CDY1	0.0
CCNB3	0.1032
OR51I1	0.14134
OR52I2	0.234633
ENTPD1	0.018896
CTAGE9	0.118452
TAS2R9	0.051836
BPIL1	0.048156
OR8I2	0.155874
CXORF23	0.061817
PDE6A	0.072104
IRGC	0.124559
CASP16P	0.0
NLRP13	0.129346
DEFB127	0.094455
TAS2R42	0.062016
C4ORF7	0.0
OR4A16	0.153996
SPINT4	0.140974
MUC7	0.254049
PPP2R2B	0.166614
GC	0.113912
NXF5	0.109088
RDH8	0.15796
PLUNC	0.032594
TAAR8	0.214656
TNP2	0.139899
ADAM2	0.104868
FAM179A	0.086476
CYP11B1	0.16251
TAS2R50	0.080751
OR51G1	0.1658
UGT2B10	0.101128
ZNF19	0.05446
PDC	0.132364
OR8B2	0.156559
OR4X1	0.131973
OR52R1	0.128437
IFITM5	0.079204
AGTR2	0.116968
H2AFB3	0
OR2T2	0.193404
HDC	0.165087
OR1I1	0.104795
VN1R2	0.134995
RHAG	0.139547
OR2M5	0.235478
GPR119	0.04025
SOHLH1	0.073723
FATE1	0.08824
PMS2P12	0
KRTAP24-1	0.090742
OR11H6	0.09878
IFNA10	0.053723
IFNA17	0.051531
UGT2B28	0.159621
C9ORF57	0.0
OR10H4	0.140098
GBP7	0.173563
ENPP6	0.111971
OR51V1	0.124972
GNGT1	0.023427
MEP1B	0.080943
OR5H14	0.243723
MAG	0.115163
AGAP6	0.174617
SMEK3P	0
TRPM5	0.092007
CCR8	0.078702
C6	0.207961
TRIQK	0.0
MS4A2	0.125248
LGSN	0.104651
ASZ1	0.078519
OR2T27	0.2563
KRTAP9-9	0.215704
BPIL3	0.646209
IGSF5	0.139244
HTR3D	0.102124
OR5M8	0.178144
OR4F16	0.134362
TBC1D3E	0
CPXCR1	0.102056
USP26	0.127778
MRGPRX4	0.186692
SPANXC	0.114772
OR11H4	0.212589
OR5H2	0.124617
DENND4C	0.044107
OMP	0.10327
SSU72P8	0
TPPP2	0.121918
TSPO2	0.069065
PPP1R16A	0.076616
TAS1R2	0.220369
SLC22A1	0.104287
TMEM30C	0.0
TPSAB1	0.439932
C4ORF40	0.159146
ADAM7	0.177392
OR2A7	0.094524
MAGEB18	0.118415
CNDP1	0.108168
ENOX1	0.147139
TMPRSS15	0.116384
RAB41	0.050784
IFNA1	0.043891
KDM4E	0.107108
OR10D3	0.018896
GPR156	0.095512
KPNA7	0.226186
CRP	0.061084
TCRBV1S1A1N1	0
OR2M4	0.186055
TRAV2	0.086472
SHBG	0.071306
OR1E2	0.04705
F8	0.09504
OR1F1	0.088892
HEATR4	0.086211
SPRR2G	0.143883
TPRX1	0.113944
CTRL	0.050996
VGLL1	0.085259
BTNL3	0.08776
FTHL17	0.157388
SERPINC1	0.102901
TISP43	0.0
UPK2	0.131098
LGALS4	0.084846
IL23R	0.079224
CTRB2	0.099825
PRH2	0.222219
DEFA5	0.042437
RIPPLY1	0.146535
ABCB5	0.161837
NXF2	0.030717
CCL11	0.082111
OR8K5	0.138516
OR51I2	0.130392
CXORF61	0.05918
EYS	0.110302
C1QB	0.06693
NBPF11	0.025727
RBP3	0.057576
CST9L	0.189399
GPX5	0.159234
PRSS48	0.118419
TSPY1	0.043891
NBPF6	0.028513
TUBA3D	0.302064
ATP4A	0.107314
DEFB123	0.091516
OR4X2	0.152154
OR10A4	0.127295
KRTAP4-1	0.118805
OR2T3	0.188248
RD3	0.085394
CRYGB	0.110615
PNLIPRP1	0.142145
KRTAP20-3	0.033269
ENPP3	0.095846
RHOXF2B	0.054115
DLGAP3	0.125945
RBMY1B	0.0
ACTRT1	0.163616
REG3G	0.157201
DYTN	0.056361
VIP	0.115786
OR4C15	0.185352
OR11A1	0.122865
FUT5	0.088908
GHRHR	0.127308
CES5A	0.084512
CCL13	0.110869
MYO15A	0.192746
ENAM	0.139502
SERPINA10	0.24264
PLCZ1	0.158486
OR11L1	0.183666
RTP1	0.221003
NXNL1	0.087554
TMPRSS11A	0.108608
C6ORF25	0.12149
CLEC3A	0.114415
OTUD7A	0.084805
C20ORF70	0.037355
CATSPER4	0.100662
OR2L8	0.221028
SULT1C3	0.131787
CAPZA3	0.143571
ADAM29	0.210733
MAGEA6	0.104986
KRTAP4-2	0.328895
OR8A1	0.096219
BTBD18	0.055495
ADAM21	0.205667
OR6C68	0.205465
CTCFL	0.136009
HNF4G	0.160639
OR5T2	0.251944
GUCA1A	0.199201
IL25	0.126192
RPGRIP1	0.264583
GGTLC1	0.269827
OR4B1	0.128827
ARG1	0.044547
AGBL1	0.138991
STRC	0.104467
RAX2	0.058892
OR52I1	0.075815
CSAG3	0
YSK4	0.111364
KRTAP13-3	0.162987
RCVRN	0.086838
C11ORF94	0.088999
BTNL8	0.092247
IFNA13	0.11417
KRTAP19-3	0.195786
TAS2R19	0.628152
SFTA2	0.154922
MEPE	0.11434
NPVF	0.081627
TRIM43	0.057919
PYDC2	0.348483
MIP	0.139032
OR2W3	0.16277
SLC39A5	0.088251
SPANXA1	0.054115
LRRC18	0.272429
OR2H2	0.072812
SCAPER	0.06857
ZNF80	0.165195
OR13C9	0.084436
TAS2R1	0.097752
PLG	0.128157
DMRTB1	0.130263
OR5T1	0.16903
RBMY1D	0.0
COL28A1	0.102689
KRTAP3-3	0.055196
MYADML2	0.069232
OR7C1	0.133736
LY6G6F	0.029947
OR51B2	0.272033
OR9A4	0.110279
FOLH1B	0.091619
WFDC10B	0.054115
CNTNAP4	0.135374
GNB3	0.079167
SERPINA13	0.121305
C15ORF2	0.124751
CUL4B	0.121829
TAS2R13	0.115496
KIAA1549	0.249278
ACCN5	0.056903
SLFN14	0.051573
MS4A13	0.076258
OR10Q1	0.174338
FCRL4	0.149915
PCDH11Y	0.106327
ACSM2B	0.142394
KRTAP20-1	0.125515
OR6M1	0.11863
POU6F2	0.16169
KRTAP13-4	0.141806
RTP2	0.080957
OR5E1P	0.0
OR10J5	0.160296
TTC6	0.079323
OR3A3	0.07687
MAGEB2	0.085569
KRTAP3-2	0.165874
DEFB135	0.039755
AGER	0.200318
SLC6A9	0.0889
SLC25A41	0.043337
TNMD	0.069663
ODF1	0.125248
IL17F	0.071298
VN1R1	0.052254
MC2R	0.139157
OR14C36	0.166142
GPX6	0.052211
KRTAP20-2	0.206269
PROP1	0.136203
KRTAP19-8	0.171403
OR1S1	0.167142
FAM75A2	0.047408
TFDP3	0.06701
TBX19	0.112948
OR52E6	0.118511
SAG	0.12432
KRTAP5-8	0.202085
DEFB105A	0.130812
SLC17A2	0.10337
OR6T1	0.248684
OR2F1	0.103924
USP9Y	0.018536
TGM6	0.096152
HTN1	0.090206
BSPH1	0.0347
OR5A1	0.152781
OR2T4	0.199434
OR2L3	0.231105
ALG1L2	0.0
C18ORF62	0.083002
SLC22A10	0.14545
MAGEA11	0.120538
OR4K14	0.115707
OR4K13	0.143878
ZBTB47	0.038642
OR51E1	0.121526
MYBPC1	0.13596
OR2M2	0.167094
OR56A5	0.043154
OR13A1	0.083116
OR4D11	0.252153
C7ORF34	0.105835
SSX4	0.0
SSX9	0.022105
GNB5	0.076818
C5ORF60	0.476502
TREX2	0.127383
SLC13A1	0.085918
OR6N1	0.158452
STS	0.100161
TMCO5A	0.154285
TMEM86B	0.0
OR4C13	0.145364
OR4D10	0.095296
PKLR	0.085221
OR2A12	0.149404
SI	0.122738
OR51S1	0.16512
VCX3A	0.107856
OR1E1	0.03025
CSAG2	0.0
NXF3	0.100286
RASGRP3	0.074549
RETNLB	0.152018
OR2M3	0.200928
HIST1H4G	0.149745
TMEM225	0.139306
OR5P2	0.12023
CFHR2	0.159116
CFHR1	0.217781
GSDMB	0.272833
LCN6	0.035203
KRTAP19-5	0.141149
ABCG5	0.096039
PDILT	0.116497
DAZ3	0.0
DAZ2	0.0
DAZ1	0.0
DAZ4	0.0
TAS2R16	0.14245
AKAP3	0.092645
SEPT14	0.151389
TSPY2	0.133767
TAS2R8	0.035615
ZNF890P	0
B3GNT6	0.071525
TEX28	0.0
SPZ1	0.260548
SLC22A12	0.100397
RP11-747H12.1	0
RBMY1F	0.0
RPA4	0.095899
GAGE1	0.199611
ODAM	0.08582
CABP4	0.135399
OR2A5	0.205914
OR7D2	0.142103
MORC1	0.156069
GRID2IP	0.049431
LIPI	0.202053
LIPJ	0.035
PHEX	0.100347
CFHR5	0.12823
OR5H6	0.132945
GPRC6A	0.129482
UBE2NL	0.073146
LALBA	0.098696
ODZ1	0.079209
CPO	0.111474
DMP1	0.109322
CSN1S1	0.124777
SPTA1	0.20423
PCDHB17	0
ADAMTS13	0.084289
OR8H2	0.23736
ZNF645	0.151496
KLHL10	0.079686
FCN3	0.077666
CYP19A1	0.107248
GLYATL3	0.059167
DEFB130	0
KRTAP10-1	0.519856
CABS1	0.094098
LGALS16	0.085054
KRTAP19-4	0.126115
OCM2	0.140306
OR51L1	0.122374
FAM21B	0
GOLGA6L1	0
OR51B6	0.135235
KRTAP22-1	0.051383
LYPD4	0.102367
UROC1	0.075172
OR4F21	0.048728
C6ORF221	0.073042
OR13C5	0.133173
OR13C8	0.210093
LRIT2	0.1041
LRIT1	0.130003
C3ORF20	0.115716
OR2A14	0.26266
ARSF	0.095805
TRPV5	0.144862
IL5	0.03793
OR14J1	0.136203
C16ORF89	0.060467
FAM75A5	0
FAM75A7	0
PRSS37	0.128147
DEFB106A	0.056633
GPLD1	0.07276
POTED	0.385313
ARSH	0.101804
TRIM77	0.0
OR1J1	0.113505
AGAP4	0.090933
AGAP8	0
OR5F1	0.124277
APOBEC1	0.076877
SLC23A3	0.052496
CYP4Z1	0.162967
AMY2A	0.106211
SPINK1	0.085702
ZC3H12B	0.16304
C1QTNF9	0.087687
UPK1A	0.097191
CRYBA4	0.098716
RPS4Y2	0.0
PANX3	0.144819
OR5M9	0.230418
IMP5	0.095352
NRTN	0.022105
FABP9	0.098833
P2RY4	0.208205
PRR4	0.041059
OR6C6	0.143068
SLC30A8	0.22812
HK1	0.080542
SLC10A5	0.073863
SPANXD	0.203884
SLC28A1	0.079473
DMRTC2	0.084739
FOXP3	0.099112
SAA4	0.017224
TEX11	0.054888
LY6G5B	0.091595
CLCNKA	0.160207
OR2J3	0.125859
LACRT	0.137472
KLK12	0.053723
MORF4	0
FOXR2	0.101929
ZCCHC13	0.083241
TKTL1	0.076341
PCDH11X	0.115061
STARD6	0.079649
ELSPBP1	0.107052
OR10G9	0.255058
RNF148	0.133605
NBPF14	0.013143
UBTFL1	0.037353
OR10A2	0.098055
TAT	0.089111
MUC13	0.010068
ANGPTL3	0.080175
OR52L1	0.192622
GAGE2B	0
CNGA1	0.233477
LCE6A	0.238936
MRGPRX3	0.121565
ATPAF1-AS1	0.023427
PZP	0.190616
ARHGEF33	0.108128
OR2K2	0.127277
OR5I1	0.194146
PKD1L3	0.016151
ODF3	0.06987
UNC13C	0.162063
OR2B2	0.094147
OR2B6	0.062314
TAS2R4	0.047877
C4A	0.113357
ALDH3B2	0.125533
KRTAP7-1	0.0
TEPP	0.147535
ZNF705D	0.0
HNRNPA1P12	0
C1QC	0.116521
MRAP	0.063061
PDZD2	0.098317
OR4C6	0.191549
OR10Z1	0.104366
ERCC5	0.143871
CLEC4C	0.13616
DEFB125	0.128382
DEFB124	0.0
APOC2	0.03793
OR51M1	0.17204
SPATA21	0.07782
OR52E4	0.131316
OR52E8	0.166962
ATG9B	0.025727
XKRY	0
TGIF2LY	0.082111
DCST2	0.063696
OR13F1	0.120066
SPINK9	0.020922
DBH	0.188817
C16ORF79	0.086962
GPR112	0.08604
NBPF16	0
USP41	0.092305
OR51A4	0.205876
EGFL8	0.062238
SEBOX	0.051383
TIMD4	0.164921
RNASE11	0.090812
OR52A1	0.163496
AMELY	0.0
CEACAM7	0.121426
PFKFB1	0.065922
TPSG1	0.059629
KRTAP4-4	0.335038
KRTAP12-4	0.187143
OR5B12	0.117167
PCP2	0.024913
OR2T6	0.155246
BMP15	0.100021
MPHOSPH9	0.09165
IYD	0.121187
DPRX	0.162697
C17ORF78	0.020922
ATAD3C	0.169799
CYP2C19	0.118736
RNF213	0.301229
FGF21	0.045201
FHL5	0.121741
INSL5	0.044802
KRTAP5-5	0.387079
FAM9A	0.076581
MAMDC4	0.077402
LCE3C	0.147564
OR8B12	0.18388
OR6C74	0.182925
KIF2B	0.275517
EFCAB3	0.11175
DHRS7C	0.083603
OR6Q1	0.095046
UCMA	0.085661
