Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
FRG2	0.000437836265616097	18354	0.00927276228560864	9525	0.946327033183874	0.95838100960166	0.447519058481025	0.687380379952308	16334	13755	Other	Other	Gene	NA	NA	NA	NA	19020	19020
CAPN12	0.00448029536291595	13034	0.00529515630284812	11456	0.00796473351203429	0.0577673609285019	0.00377276472449969	0.022450109889518	2927	3575	Other	Other	Gene	0.699705802	0.94123122	0.865360937	0.980384111	13331	15756
GGT2	0.000308883901102063	18658	0.00065619843563218	17102	0.947903357929573	0.95838100960166	0.354764052762972	0.60298852997736	16617	12456	Other	Other	Gene	NA	NA	NA	NA	19021	19021
CXORF27	0.000233538000282557	18850	0.00450342177634672	11985	0.87687673967403	0.95838100960166	0.147194189861338	0.345018258910488	13749	9063	Other	Other	Gene	NA	NA	NA	NA	19022	19022
PEBP4	0.0486250110366364	5494	0.00251791586579888	13836	0.837180087729456	0.95838100960166	0.145453293598311	0.342330929234196	13174	9026	Other	Other	Gene	0.450661945	0.930786542	0.965284664	0.982248586	8717	17622
KRTAP5-7	0.00102500259880366	17107	0.0227385751455044	6849	0.950878618049681	0.95838100960166	0.266365836028809	0.506156823079744	17162	11150	Other	Other	Gene	0.413440479	0.930786542	0.865360937	0.980384111	7962	15757
PAN3	0.131597478389268	3265	0.179443486047128	2252	0.00554819509161392	0.0434816069169552	0.00143484141103597	0.0104351657432647	2708	2926	Other	Other	Gene	0.102882048	0.914036786	0.28828657	0.855675938	2034	6117
CRYBB1	0.0126565964519644	9501	0.00598358827924224	11048	0.0497505811545553	0.238888797896467	0.00294934683185419	0.0185227325788331	4415	3388	Other	Other	Gene	0.564211387	0.934919202	0.177875238	0.801989683	10849	4034
TMPRSS11E	0.00543847171843766	12368	0.00256976947210988	13777	0.329862594317233	0.877243315300896	0.0842990895818039	0.23244426758523	7932	7708	Other	Other	Gene	0.809773904	0.946505906	0.965284664	0.982248586	15205	17623
SOX6	0.161399746218361	2900	0.0957881910675614	3359	1.03617339859993e-08	3.56126112109128e-07	2.64310866124507e-08	7.83338003650503e-07	618	718	Other	Other	Gene	0.222429856	0.930786542	0.005758649	0.451417004	4132	233
SPRYD5	0.00921811838246753	10615	0.000521338628862995	17471	0.928195648625583	0.95838100960166	0.439211236002089	0.68002268604	14853	13645	Other	Other	Gene	NA	NA	NA	NA	19023	19023
LOXHD1	0.0116549842823721	9789	0.00522233706230421	11496	5.10849836099012e-07	1.26430884523041e-05	3.59243364263827e-08	1.0330791969093e-06	858	740	Other	Other	Gene	0.781520022	0.946505906	0.444129665	0.90941544	14740	8834
HTR3B	0.00724268986771495	11391	0.0114708986416124	8825	0.934332984547431	0.95838100960166	0.340159149206208	0.587623118916309	15122	12258	Other	Other	Gene	0.584015255	0.937424468	0.937226914	0.980384111	11112	17153
SPRR2D	0.00244475591974487	14951	0.0042737994027007	12173	0.0473763223053676	0.230699737661124	0.0165301737124825	0.0697231733252748	4354	5041	Other	Other	Gene	NA	NA	NA	NA	19024	19024
DNAJC5G	0.00107467877751811	17012	0.00459925099081267	11919	0.67227131114074	0.95838100960166	0.233333540460335	0.466513831269401	11205	10608	Other	Other	Gene	0.413440479	0.930786542	0.845911196	0.980384111	7963	15381
DEFB103B	2.7890501031031e-05	19425	0.000149592528793064	18756	0.672485028029311	0.95838100960166	0.342185804852662	0.589975879087932	11215	12282	Other	Other	Gene	NA	NA	NA	NA	19025	19025
KLK2	0.000866728780524236	17409	0.000630644289157023	17161	0.902143544440418	0.95838100960166	0.251946565116902	0.488910787366913	14181	10921	Other	Other	Gene	0.151702533	0.930786542	0.006238082	0.458	2868	249
OR2A4	7.25533860967355e-05	19268	2.27143794446051e-05	19431	0.16367415367793	0.56163164906973	0.0730330172059983	0.209758266489867	6168	7403	Other	Other	Gene	NA	NA	NA	NA	19026	19026
PLA2G2A	0.00064347752593055	17898	0.000243862320046544	18362	0.849513664574487	0.95838100960166	0.469858401004271	0.704638797030052	13341	14083	Other	Other	Gene	0.781520022	0.946505906	0.88426042	0.980384111	14741	16063
AMH	0.000147956490192439	19065	0.001413077927565	15420	0.952275104911554	0.95838100960166	0.657169860577432	0.821387168394605	17474	16859	Other	Other	Gene	0.947398529	0.969260353	0.92063198	0.980384111	17486	16812
C4BPA	0.00429937957169536	13166	0.014000785755296	8214	0.930148289261015	0.95838100960166	0.62903132179061	0.804466956910102	14935	16483	Other	Other	Gene	0.699705802	0.94123122	0.58233179	0.934572003	13332	11240
SSX5	0.00207552467815667	15362	0.01469016234126	8078	0.95301197913904	0.95838100960166	0.0345857994668637	0.120916948456013	17630	6084	Other	Other	Gene	0.584015255	0.937424468	0.952122038	0.98197449	11113	17386
CLEC19A	0.000651931556515667	17883	0.000225695745101096	18420	0.839197386971535	0.95838100960166	0.944050045530492	0.955574882206406	13206	19076	Other	Other	Gene	0.967959684	0.976793667	0.952122038	0.98197449	17781	17387
LCE3E	0.00105984732398268	17041	0.00607690732940529	10991	0.0116616386941072	0.0788882091849938	0.000802247958219638	0.00654232749395418	3139	2609	Other	Other	Gene	0.838267502	0.946505906	0.8259003	0.980384111	15812	15112
IFNA14	0.000958877608877191	17214	0.00129443172648363	15638	0.95838100960166	0.95838100960166	0.406459214642464	0.651575696915059	19048	13193	Other	Other	Gene	0.896502315	0.956481051	0.805290112	0.980179045	16778	14746
YIPF7	0.0224556525170646	7739	0.000437698625067729	17699	0.935060837383967	0.95838100960166	0.625638250843284	0.801748664618311	15172	16449	Other	Other	Gene	0.947398529	0.969260353	0.720828112	0.971474473	17487	13345
SPANXB2	0.000614523145266747	17959	0.00373573226709602	12626	0.00355288351718586	0.0303562128579445	3.19126807399896e-05	0.000435905988705424	2483	1557	Other	Other	Gene	NA	NA	NA	NA	19027	19027
OR52N5	0.00109262849897933	16983	0.000258962347422044	18308	0.32218285127907	0.86509505769981	0.102240024214158	0.2675795475288	7856	8120	Other	Other	Gene	0.838267502	0.946505906	0.78385726	0.977027027	15813	14422
DNMT3L	0.00297014151570711	14363	0.000821183711924375	16654	0.180391300943433	0.59744454954983	0.0549660825197863	0.169725003972486	6385	6889	Other	Other	Gene	0.450661945	0.930786542	0.216763825	0.821536238	8718	4792
DUSP21	0.00055971446362652	18085	0.000490183889840289	17551	0.953945596074216	0.95838100960166	0.45895237316204	0.696642716872933	17839	13914	Other	Other	Gene	0.896502315	0.956481051	0.805290112	0.980179045	16779	14747
LIPF	0.00198351373339347	15503	0.00370508843571181	12648	0.353506365174876	0.9154348977929	0.0962135338127936	0.256180706237263	8143	7981	Other	Other	Gene	0.390411332	0.930786542	0.406140016	0.901087876	7497	8167
KRT37	0.00145059404498239	16327	0.00148267922934201	15293	0.328735129345916	0.874970880743459	0.0249313871238543	0.0955852695613909	7926	5547	Other	Other	Gene	0.809773904	0.946505906	0.937226914	0.980384111	15206	17154
APCS	0.00166161028360222	15994	0.00578096128671539	11163	0.465542188399989	0.95838100960166	0.0868339467817177	0.237795939861475	9228	7761	Other	Other	Gene	0.699705802	0.94123122	0.10192863	0.739778569	13333	2505
CEACAM6	0.00577629134094278	12140	0.0098818520978267	9317	0.948792231562077	0.95838100960166	0.423592788095298	0.666214028512653	16765	13431	Other	Other	Gene	0.781520022	0.946505906	0.394175974	0.897655087	14742	7968
LCAT	0.000958934192921051	17213	0.00673038277205608	10644	0.0267979998559385	0.150868845159892	0.0149027237613826	0.0644665328118763	3771	4918	Other	Other	Gene	0.369555979	0.930786542	0.272318169	0.847042874	7076	5833
CYP2F1	0.00088634250615113	17364	9.67837269265605e-05	19001	0.956717284441861	0.95838100960166	0.470139503547216	0.704861934924902	18417	14087	Other	Other	Gene	0.947398529	0.969260353	0.952122038	0.98197449	17488	17388
MOGAT2	0.00659847080260331	11720	0.00677485784825524	10626	0.944263167047661	0.95838100960166	0.725323205218192	0.860222525493329	16026	17735	Other	Other	Gene	0.674639063	0.938319315	0.865360937	0.980384111	12912	15758
HEMGN	0.0666759926072464	4712	0.0192275731673019	7320	0.234946514984082	0.711142815342205	0.112008829641214	0.285570250158486	6976	8334	Other	Other	Gene	0.674639063	0.938319315	0.88426042	0.980384111	12913	16064
GUCY2C	0.0165003116221458	8667	0.00386783623465231	12497	0.0274780570111749	0.15380349799084	0.00682540544464575	0.0355722496963252	3793	4082	Other	Other	Gene	0.923650232	0.966237319	0.564728957	0.931237086	17145	10944
CA1	0.00170808745730213	15912	0.0164977807682106	7733	3.18645705218147e-07	8.15128611343758e-06	1.88821067445705e-07	4.62481393816151e-06	830	869	Other	Other	Gene	0.947398529	0.969260353	0.60049033	0.938681656	17489	11537
PXT1	0.000326996698954714	18625	0.000150267050403667	18753	0.78562141074339	0.95838100960166	0.62030674876063	0.798436515212338	12495	16377	Other	Other	Gene	0.867376737	0.949922434	0.977504767	0.985396529	16342	17812
OR5AC2	0.000806090432754183	17531	0.00160456420574306	15075	0.954551474303367	0.95838100960166	0.438924531253053	0.679688956167381	17971	13642	Other	Other	Gene	0.379449741	0.930786542	0.485982021	0.916396137	7299	9594
CHIT1	0.0857288046707372	4178	0.0706416363122178	3960	0.0121887679253367	0.0816505676582837	0.000303451540395148	0.00292855474378633	3170	2205	Other	Other	Gene	0.324412966	0.930786542	0.865360937	0.980384111	6140	15759
OTOR	0.00217955137682298	15250	0.000273023419561568	18250	0.950595631610896	0.95838100960166	0.45754040396321	0.695812765347705	17110	13888	Other	Other	Gene	0.369555979	0.930786542	0.741242168	0.971474473	7077	13705
C6ORF58	0.00479519071096643	12788	0.00765485142294567	10206	0.442235565897316	0.95838100960166	0.260541463724583	0.499000364057805	8982	11064	Other	Other	Gene	0.72621629	0.941296519	0.805290112	0.980179045	13838	14748
GDF5OS	0.00343219370934594	13905	0.109861195601473	3093	0.024435158795948	0.140536787795642	0.00134186495569274	0.00987354984145604	3691	2892	Other	Other	Gene	0.211359303	0.930786542	0.762413511	0.973841336	3928	14062
SLC22A25	0.00387025218314461	13528	0.000719507469642649	16910	0.625901703238018	0.95838100960166	0.203529074589642	0.427965369097166	10742	10096	Other	Other	Gene	0.584015255	0.937424468	0.865360937	0.980384111	11114	15760
RUNX1-IT1	8.40298990204024e-06	19599	2.22621851629021e-05	19438	NA	NA	NA	NA	19517	19517	Other	Other	Gene	NA	NA	NA	NA	19028	19028
RRH	0.00481967640805056	12762	0.00128404333749741	15658	0.716179091811368	0.95838100960166	0.315079077624203	0.560404405363952	11685	11911	Other	Other	Gene	0.781520022	0.946505906	0.965284664	0.982248586	14743	17624
DEFB116	0.00351644590724532	13840	0.00290304727178499	13411	0.854742531790869	0.95838100960166	0.539067259261416	0.753440530105404	13423	15101	Other	Other	Gene	0.967959684	0.976793667	0.937226914	0.980384111	17782	17155
MUC16	0.11130955038501	3598	0.149587086298635	2586	0.0654320950090916	0.292398709826354	0.00235458279639249	0.0153577608840917	4743	3263	Other	CGC-OG	Gene	0.781520022	0.946505906	0.8259003	0.980384111	14744	15113
SCGB2A2	0.000290170196793091	18697	0.000112583186186191	18924	0.947748719701064	0.95838100960166	0.643428566015003	0.813215854876257	16581	16674	Other	Other	Gene	0.838267502	0.946505906	0.865360937	0.980384111	15814	15761
KRT26	0.00333362457636058	14000	0.00718204139917735	10433	0.00754385575917699	0.0553553796047873	0.000268443640419078	0.00264093514944143	2893	2163	Other	Other	Gene	0.479286298	0.934070569	0.515587034	0.922108545	9219	10096
OR7D4	0.000268263712451915	18758	0.000685958289324454	17011	0.95838100960166	0.95838100960166	0.391489669612004	0.637494526193045	19049	12989	Other	Other	Gene	0.627518387	0.937424468	0.92063198	0.980384111	11988	16813
DEFB126	0.00490786269304135	12716	0.00484697810299271	11741	0.915745522978896	0.95838100960166	0.390723473765956	0.636830847673149	14484	12977	Other	Other	Gene	0.896502315	0.956481051	0.965284664	0.982248586	16780	17625
PLS1	0.00383388266317305	13560	0.00704365339814069	10501	0.674873685215888	0.95838100960166	0.332979087878484	0.579788477169685	11246	12164	Other	Other	Gene	0.425339145	0.930786542	0.074154181	0.722068966	8215	1865
PDIA2	0.00121559461098728	16764	0.000452038655413482	17664	0.954746677501863	0.95838100960166	0.612991113214054	0.795031047218679	18027	16258	Other	Other	Gene	0.494693544	0.934070569	0.471255789	0.912244252	9523	9334
SPRR2E	0.000508398851802248	18193	0.00905422916554023	9606	0.0228907276523945	0.133784562683729	0.0019694932010044	0.0133570753087851	3632	3138	Other	Other	Gene	0.781520022	0.946505906	0.720828112	0.971474473	14745	13346
SCN11A	0.0159565871310181	8775	0.0178885892160266	7517	1.6276697379629e-09	6.31767111953577e-08	5.2792652684058e-10	2.15509317249922e-08	548	521	Other	Other	Gene	0.838267502	0.946505906	0.58233179	0.934572003	15815	11241
FSCB	0.00345977793616748	13884	0.0179060862356703	7513	0.386887427277233	0.95838100960166	0.00666688208650589	0.0350070946766211	8462	4051	Other	Other	Gene	0.896502315	0.956481051	0.977504767	0.985396529	16781	17813
KRTAP5-9	0.000272429099516739	18745	0.00181021733527115	14754	0.955166205340157	0.95838100960166	0.636141498671789	0.809230015562764	18114	16567	Other	Other	Gene	0.159302642	0.930786542	0.167769	0.791823091	2998	3854
OR1K1	0.000152249587153322	19050	0.000345553332063685	17997	0.95838100960166	0.95838100960166	0.432495165832343	0.674475957898228	19050	13547	Other	Other	Gene	0.809773904	0.946505906	0.977504767	0.985396529	15207	17814
FSHB	0.00110723965943314	16954	0.00548265205168653	11338	0.942416205893527	0.95838100960166	0.667024702103034	0.827528491913924	15801	16984	Other	Other	Gene	0.838267502	0.946505906	0.865360937	0.980384111	15816	15762
OR2G3	0.00173252734035404	15877	0.00108013556773843	16095	0.952435146499445	0.95838100960166	0.329871109557845	0.576543920076126	17506	12119	Other	Other	Gene	0.896502315	0.956481051	0.638670662	0.953926276	16782	12053
FRMD1	0.00319619299916485	14111	0.000224608569810121	18427	0.398589198085793	0.95838100960166	0.043480813553665	0.143293018251631	8597	6454	Other	Other	Gene	0.781520022	0.946505906	0.8259003	0.980384111	14746	15114
OR1F2	2.31006226092892e-05	19441	0.000103163926703103	18975	NA	NA	NA	NA	19518	19518	Other	Other	Gene	NA	NA	NA	NA	19029	19029
INSL4	0.000210330796656477	18908	0.000666471848474989	17075	0.620465211899998	0.95838100960166	0.13904801686091	0.332507484153197	10697	8884	Other	Other	Gene	0.923650232	0.966237319	0.952122038	0.98197449	17146	17389
KRTAP10-5	0.000442578506414212	18342	0.00750331326191515	10278	0.0531670853409511	0.250677339018428	0.00255178524694961	0.0164508058199677	4497	3301	Other	Other	Gene	0.092231	0.910650888	0.28828657	0.855675938	1837	6118
LRRC37A2	0.000317811378374979	18642	0.00149560805898675	15271	0.952512126288902	0.95838100960166	0.510823326419205	0.73409917571312	17529	14690	Other	Other	Gene	NA	NA	NA	NA	19030	19030
TBC1D21	0.00315545905684096	14152	0.00233180262664728	14051	0.734784164544429	0.95838100960166	0.300710055624764	0.544698280798036	11898	11697	Other	Other	Gene	0.584015255	0.937424468	0.78385726	0.977027027	11115	14423
ADAD1	0.007641445336257	11220	0.000993378224192184	16260	0.940484101884676	0.95838100960166	0.579671503576473	0.776576139174592	15607	15751	Other	Other	Gene	0.896502315	0.956481051	0.58233179	0.934572003	16783	11242
ZGLP1	0.000333772890910316	18612	0.00094242531497103	16373	0.95838100960166	0.95838100960166	0.678253363140965	0.832974556534647	19051	17149	Other	Other	Gene	0.753685644	0.946505906	0.430847181	0.905449966	14225	8612
STH	0.00014976744859164	19062	0.00116075885531762	15916	0.933136321932299	0.95838100960166	0.978338998066812	0.982562786955781	15062	19140	Other	Other	Gene	0.947398529	0.969260353	0.986989921	0.989902191	17490	17918
LRRC30	0.00245666926961149	14934	0.00236751780215102	14026	0.95838100960166	0.95838100960166	0.469738161584872	0.704629592922035	19052	14079	Other	Other	Gene	0.923650232	0.966237319	0.8259003	0.980384111	17147	15115
CNTRL	0.0402715417412964	6032	0.0262723305741286	6394	0.120459501587146	0.452711026335182	0.0643239207411198	0.190795994859761	5635	7171	Other	Other	Gene	0.413440479	0.930786542	0.471255789	0.912244252	7964	9335
GRP94C	1.40701435246522e-05	19496	5.09274555559257e-05	19243	NA	NA	NA	NA	19519	19519	Other	Other	Gene	NA	NA	NA	NA	19031	19031
SEC14L3	0.00603940163373388	12005	0.000569416286752145	17321	0.958053892060837	0.95838100960166	0.555445931120201	0.762809223530383	18626	15364	Other	Other	Gene	0.699705802	0.94123122	0.78385726	0.977027027	13334	14424
BEST1	0.0593499024983403	4998	0.00367104148166958	12676	0.914846302644005	0.95838100960166	0.753994702696842	0.879220374289538	14461	18041	Other	Other	Gene	0.544903296	0.934650967	0.78385726	0.977027027	10468	14425
UGT2A1	0.00804640900572337	11045	0.00559751544415986	11275	2.63218468394077e-09	9.90975678976923e-08	3.0789604363006e-10	1.31482100074408e-08	565	498	Other	Other	Gene	0.838267502	0.946505906	0.8259003	0.980384111	15817	15116
PDE6H	0.00433368246213027	13138	0.00812832870741213	9982	0.958212956882087	0.95838100960166	0.617945434264823	0.796877199623535	18651	16347	Other	Other	Gene	0.627518387	0.937424468	0.678539907	0.958193568	11989	12748
NPHS1	0.0406077215928194	6012	0.100529664605585	3260	0.000134180986611213	0.00187124518566646	3.95468271659564e-06	6.95299785544031e-05	1524	1210	Other	Other	Gene	0.390411332	0.930786542	0.016333424	0.579883946	7498	514
TREH	0.00520434614114324	12527	0.000818312117394759	16662	0.711058189007673	0.95838100960166	0.509680740248812	0.733589118133194	11625	14673	Other	Other	Gene	0.08305094	0.902011834	0.547997821	0.92841979	1669	10658
CALHM3	0.00110388324240717	16960	0.00061330984807249	17209	0.776058556464809	0.95838100960166	0.266819475636014	0.506605459136359	12377	11160	Other	Other	Gene	0.967959684	0.976793667	0.902789431	0.980384111	17783	16471
OR6B3	0.000482386052677567	18260	0.000339793699965676	18025	0.937780992976942	0.95838100960166	0.307299346143838	0.552162234384069	15367	11789	Other	Other	Gene	0.809773904	0.946505906	0.937226914	0.980384111	15208	17156
CYP1A2	0.00325389191101729	14064	0.00114354922920282	15960	0.953206335550763	0.95838100960166	0.496367155750351	0.724596840666028	17677	14468	Other	Other	Gene	0.341340234	0.930786542	0.193598475	0.812228571	6422	4336
