Gene	Gene_betweenness_centrality	Gene_closeness_centrality	Gene_Degree	TSG.All.Set	OG.All.Set	Neutral.Genes
ALPI	2.821E-5	0.36649811	24	0	0	1
ZNF831	8.3E-7	0.34961472	4	0	0	1
OR9G4	0	0	0	0	0	1
IL21	4.04E-6	0.31279426	5	0	0	0
KIR3DL2	5.86E-6	0.32035361	20	0	0	0
OR2T10	0	0	0	0	0	0
DTNA	7.198E-5	0.38459948	42	0	0	0
OR5L1	0	0	0	0	0	1
LPHN3	9.5E-7	0.2918657	7	0	0	1
LOC55908	0	0	0	0	0	0
FGB	2.0207E-4	0.38864386	115	0	0	1
KCNV2	3.907E-5	0.34649613	7	0	0	1
CLDN20	1.1E-7	0.33412497	2	0	0	1
FMR1NB	3.6E-7	0.3186282	10	0	0	1
KCNK18	0.0	0.30046123	2	0	0	1
STOML3	0.0	0.32978116	1	0	0	0
TMPRSS6	0.0	0.32617675	1	0	0	0
RAB40AL	1.35E-6	0.32699219	12	0	0	1
KRTAP12-3	0	0	0	0	0	1
CLC	0.0	0.0	2	0	0	1
GK2	3.3E-7	0.35400588	5	0	0	1
SATL1	0	0	0	0	0	1
KRTAP5-10	0	0	0	0	0	1
GPR123	0	0	0	0	0	1
VHLL	5.0E-8	0.31423852	4	0	0	0
CYSLTR2	0.0	1.0	2	0	1	0
OR8D4	0.0	0.29692821	1	0	0	1
CATSPER3	0	0	0	0	0	0
ATP2B3	5.343E-5	0.34691975	36	1	0	0
PRSS54	0	0	0	0	0	0
LECT2	0	0	0	0	0	0
LRTM1	0.0	0.26707292	1	0	0	0
HTR3C	1.0375E-4	0.33164953	81	0	0	0
C13ORF16	0	0	0	0	0	0
NR1I3	1.011E-5	0.34842147	40	0	0	0
FAM38B	0	0	0	0	0	0
HHATL	6.8E-7	0.30502669	2	0	0	0
CST2	5.987E-5	0.34577335	22	0	0	1
MAS1L	0	0	0	0	0	1
ATP6V0A4	1.12E-6	0.35069859	6	0	0	0
AGXT	6.5E-7	0.32477837	5	0	0	0
PNLIP	5.94E-6	0.3193941	10	0	0	0
ADCY10	0.0	0.31813777	1	0	0	0
OR6C76	0	0	0	0	0	1
KRTAP19-1	0	0	0	0	0	1
OR8D1	0	0	0	0	0	1
XIRP2	4.4E-7	0.31712538	9	0	0	1
DMBX1	0.0	0.323811	1	0	0	1
LCE2B	0	0	0	0	0	1
EBLN2	2.18E-6	0.32814583	7	0	0	0
ASTL	6.2E-7	0.32404289	5	0	0	0
THSD7B	0.0	0.26559848	1	0	0	0
SV2B	3.758E-5	0.34188279	5	0	0	1
OBP2A	2.49E-6	0.30645043	7	0	0	1
TAS2R5	0.0	0.32226521	1	0	0	1
IMPG2	0	0	0	0	0	0
NAALADL1	0	0	0	0	0	0
LCN8	0	0	0	0	0	0
RNASE9	0.0	0.29187078	1	0	0	0
FKSG73	0	0	0	0	0	0
LCE1D	5.8E-7	0.2553185	2	0	0	1
SLC22A9	8.494E-5	0.32797869	65	0	0	1
SLC2A7	0	0	0	0	0	1
VCX	0	0	0	0	0	1
MBNL3	1.02E-6	0.33207053	7	0	0	1
ACTRT2	0	0	0	0	0	0
GPR142	0.0	0.28937362	1	0	0	1
TAF1L	5.4E-7	0.34565913	12	0	0	0
GPHB5	0	0	0	0	0	0
C20ORF165	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0
ANGPTL7	6.63E-6	0.34923549	17	0	0	0
SOAT2	1.87E-6	0.32062355	4	0	0	0
APOC3	1.04E-6	0.31277089	7	0	0	0
GCG	5.4168E-4	0.39956087	231	0	0	0
SLC25A2	6.0E-8	0.29615085	2	0	0	1
R3HDM2	7.35E-6	0.34643877	13	0	0	0
OR51A7	0	0	0	0	0	1
TMEM174	1.8E-7	0.30558344	3	0	0	0
KRTAP12-1	1.36E-6	0.31752835	12	0	0	1
CELSR3	1.503E-5	0.34753908	17	0	0	0
RAB40A	7.61E-6	0.3376152	14	0	0	1
MRC1	0.0	0.26554371	1	0	0	0
SLCO6A1	1.92E-6	0.31910189	12	0	0	0
C1ORF185	0.0	0.30203316	1	0	0	0
PRSS42	0.0	0.32430024	1	0	0	1
RLBP1	1.76E-6	0.33070617	2	0	0	0
DDI1	1.431E-5	0.3379696	18	0	0	0
NANOGNB	0.0	0.27499097	1	0	0	1
OR3A4	0	0	0	0	0	0
OR7C2	0	0	0	0	0	1
VWC2L	7.0E-8	0.28427344	2	0	0	1
DAO	1.2451E-4	0.32989813	12	0	0	0
KCNIP1	3.0E-7	0.2875249	8	0	0	0
IDO2	8.9E-7	0.30000358	9	0	0	0
GNAT3	5.69E-6	0.31782372	5	0	0	1
B3GALT1	0.0	0.25682247	1	0	0	0
KIAA1109	1.95E-6	0.36440807	8	0	0	0
KRTAP10-4	9.3E-7	0.3004828	8	0	0	1
SLCO1A2	0	0	0	0	0	0
CCL7	1.703E-5	0.33471281	9	0	0	0
F9	1.186E-5	0.33494048	31	0	0	0
ASCL3	3.1E-7	0.33354584	4	0	0	0
H1FNT	1.2E-7	0.23989454	2	0	0	1
C20ORF185	0	0	0	0	0	0
CYP17A1	8.86E-6	0.33115753	14	0	0	0
KRTAP17-1	0	0	0	0	0	1
OR5D18	0	0	0	0	0	1
CMA1	0.0	0.29237029	2	0	0	0
OR4C45	0	0	0	0	0	0
OR5T3	0	0	0	0	0	1
OR7G3	0.0	0.323811	1	0	0	1
KCNJ14	0	0	0	0	0	1
OR5K2	0	0	0	0	0	1
TMEM133	0	0	0	0	0	1
OR8G2P	0	0	0	0	0	0
WFDC12	0.0	0.32226521	1	0	0	1
KRTAP13-2	0	0	0	0	0	1
ZNF541	0	0	0	0	0	0
LCN1	2.743E-5	0.35654655	16	0	0	1
OR1N2	0	0	0	0	0	0
SLCO1B3	0.0	0.28676156	1	0	0	0
PPIAP30	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0
CCDC33	1.6591E-4	0.37769305	113	0	0	0
OR1A1	0	0	0	0	0	1
DEFB136	0	0	0	0	0	0
ATXN3L	3.7E-7	0.33105276	9	0	0	0
PSAPL1	0	0	0	0	0	1
OR5B2	0.0	0.30236044	1	0	0	1
TCHHL1	0.0	0.28830722	1	0	0	0
RGS20	1.0659E-4	0.35441055	87	0	0	0
SLCO1B1	4.64E-6	0.32707523	10	0	0	0
MBD3L5	0.0	0.32226521	1	0	0	0
PRG4	0.0	0.3260751	2	0	0	0
MUC6	0	0	0	0	0	0
TMEM207	3.3E-7	0.3330482	2	0	0	0
PROX2	0.0	0.31264823	2	0	0	0
CYP11B2	3.43E-6	0.31859788	8	0	0	1
CD1B	4.662E-5	0.33465928	51	0	0	1
GPR32	0	0	0	0	0	0
CYP7A1	0	0	0	0	0	0
IFNA5	1.6962E-4	0.33773098	15	0	0	1
MSMB	5.2E-7	0.33206395	2	0	0	0
KRT73	5.9E-7	0.34334113	14	0	0	0
GTDC1	0.0	0.32978116	2	0	0	0
CPN2	9.5E-7	0.33953922	4	0	0	0
HS3ST5	0	0	0	0	0	0
OR51A2	0	0	0	0	0	1
PRB2	4.0E-8	0.28744098	2	0	0	0
CLPS	0.0	0.27329416	1	0	0	1
OR6C4	0	0	0	0	0	1
OR13C4	0	0	0	0	0	1
CRYBB2	1.5E-7	0.31479984	11	0	0	0
HSP90AB4P	2.826E-5	0.36758442	37	0	0	0
TUBB8	2.7025E-4	0.38075095	110	0	0	0
HSD17B13	7.0E-7	0.29130707	3	0	0	0
DEFB128	0	0	0	0	0	1
AMPD1	0.0	0.33796278	5	0	0	0
ZNF658B	0.0	0.30448304	1	0	0	0
IL22RA2	7.71E-6	0.25463505	2	0	0	0
EFCAB8	0	0	0	0	0	1
ITIH3	2.74E-6	0.31968074	6	0	0	0
ART3	6.59E-6	0.32278091	24	0	0	0
HSFX1	1.27E-6	0.31320388	7	0	0	0
GTPBP6	6.79E-6	0.36532251	14	0	0	0
ABLIM1	2.8863E-4	0.41304616	80	0	0	0
CEACAM18	0	0	0	0	0	1
OR1N1	0	0	0	0	0	1
ACSBG2	4.0E-7	0.32139909	4	0	0	0
OR5D14	0	0	0	0	0	1
HNRNPCL2	3.0E-8	0.31918707	3	0	0	0
PRG3	1.185E-5	0.32960586	31	0	0	0
SCMH1	9.29E-6	0.34423061	26	0	0	0
OR8K1	0	0	0	0	0	0
HTR3E	1.4E-7	0.30518238	6	0	0	0
KRTAP13-1	2.6E-6	0.32171407	12	0	0	1
OR14I1	0.0	0.32740144	1	0	0	0
SPRR2B	0.0	0.30358309	1	0	0	1
KRT82	1.18E-6	0.33551775	13	0	0	1
CRIPAK	1.4E-7	0.33552447	7	0	0	0
ACCSL	0.0	0.30203316	1	0	0	1
C7ORF66	0	0	0	0	0	1
C4ORF6	5.669E-5	0.3385026	20	0	0	1
TRHR	0.0	0.26134874	3	0	0	0
SHANK2	2.035E-5	0.37747165	25	0	0	0
S100A7	9.095E-5	0.3865977	57	0	0	0
LGALS13	6.8E-7	0.31879808	11	0	0	1
TSPYL6	3.427E-5	0.36940117	47	0	0	0
COL9A1	3.61E-6	0.31541664	9	0	0	1
HSH2D	5.32E-6	0.32157812	16	0	0	1
CPA3	0	0	0	0	0	0
GHRH	0.0	0.21479524	1	0	0	0
SLC7A2	3.119E-5	0.35039766	26	0	0	0
USP29	5.3E-7	0.33799689	8	0	0	0
ABCA4	2.0E-7	0.28508182	2	0	0	1
DEFB103A	0	0	0	0	0	0
DLGAP2	5.43E-6	0.33402498	13	0	0	0
KRTAP11-1	2.5E-7	0.32337319	4	0	0	1
MMP20	0.0	0.31413239	3	0	0	0
OR6C70	0.0	0.24265175	1	0	0	0
ODZ2	0	0	0	0	0	0
CELA1	1.74E-6	0.33515505	18	0	0	0
LDLRAD1	3.691E-5	0.30571178	16	0	0	0
DEFB134	0	0	0	0	0	1
C20ORF71	0	0	0	0	0	0
PATE1	2.3E-7	0.3010772	4	0	0	1
SEMA3D	0.0	0.30203316	1	0	0	0
SCN1A	6.4E-7	0.32049466	4	0	0	0
PRAP1	2.01E-6	0.32273735	7	0	0	0
C14ORF148	0	0	0	0	0	0
ACRC	0.0	0.28870495	1	0	0	0
OR4K5	0	0	0	0	0	0
FILIP1L	4.0E-8	0.31969295	2	0	0	0
MAP3K2	1.046E-5	0.36857979	50	0	0	0
LCE1A	0	0	0	0	0	1
HIST3H3	3.3857E-4	0.39729473	261	0	0	0
TCEB3B	1.2203E-4	0.3330747	17	0	0	1
LIPK	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0
OR12D2	0	0	0	0	0	1
OR1L8	0	0	0	0	0	1
CXCL11	1.28E-5	0.31274167	4	0	0	0
AWAT1	0	0	0	0	0	1
OR2W5	0	0	0	0	0	0
POTEM	0	0	0	0	0	0
C1ORF49	0	0	0	0	0	0
APOL5	0	0	0	0	0	1
OR52B6	0	0	0	0	0	1
OR10G4	0	0	0	0	0	1
TEX15	4.5E-7	0.31580337	4	0	0	0
EVI5L	1.793E-5	0.35547157	24	0	0	0
LYZL1	4.691E-5	0.32787592	37	0	0	1
TAS2R20	0	0	0	0	0	1
CETN1	4.278E-5	0.34812443	45	0	0	0
KRT77	4.41E-6	0.3523593	25	0	0	0
PROL1	1.0E-8	0.28668299	2	0	0	1
DAOA	0.0	0.24806638	4	0	0	1
PGC	4.2E-7	0.33855736	5	0	0	1
AGAP5	1.1E-7	0.31285856	2	0	0	1
SLC17A4	0.0	0.31821033	1	0	0	0
TAS2R3	0	0	0	0	0	1
CSN3	4.6E-7	0.32666042	9	0	0	0
ZNF99	9.0E-8	0.27851807	2	0	0	1
AADACL3	0	0	0	0	0	1
ALPPL2	6.5E-7	0.31074484	8	0	0	0
USH2A	2.9E-7	0.33681373	5	0	0	1
RP1	0.0	0.30478236	1	0	0	0
IL17A	3.014E-5	0.31426802	11	0	0	0
CLEC4M	5.5E-7	0.31637628	8	0	0	1
LDHAL6A	4.76E-6	0.35483119	30	0	0	1
OAZ3	1.4098E-4	0.3320376	33	0	0	1
NR1I2	1.088E-5	0.35181877	48	0	0	0
ANKRD23	2.2E-7	0.30925816	5	0	0	0
TPO	0	0	0	0	0	0
HNRNPCL3	3.0E-8	0.31831923	2	0	0	0
HEATR5A	2.255E-5	0.35944008	9	0	0	0
DNAH17	1.0E-8	0.30422853	2	0	0	0
ELFN1	0	0	0	0	0	0
OR8S1	0	0	0	0	0	1
PRSS58	0	0	0	0	0	1
KRTAP10-7	0.00136844	0.38116704	211	0	0	1
ZNF735	0.0	0.30962993	1	0	0	1
OR11G2	0	0	0	0	0	0
TAAR5	0	0	0	0	0	1
TAAR1	0	0	0	0	0	1
AC005017.2	0	0	0	0	0	0
SLC7A13	3.5E-7	0.30809717	2	0	0	1
TGM4	2.0E-8	0.28653089	2	0	0	0
OR2AG2	0	0	0	0	0	1
NLRP8	0	0	0	0	0	0
NGEF	1.2638E-4	0.34425185	19	0	0	0
OCLM	0	0	0	0	0	1
OR4K17	0	0	0	0	0	0
PGAM4	6.0E-8	0.31645402	4	0	0	0
TMPRSS5	4.84E-6	0.33648203	9	0	0	0
KRTAP5-2	0	0	0	0	0	1
AX747985	0	0	0	0	0	0
DGKB	1.8E-7	0.28205603	2	0	0	0
SFTPA1	1.72E-6	0.29488851	7	0	0	1
OR10H1	0	0	0	0	0	1
PRSS55	0	0	0	0	0	1
C2ORF51	0	0	0	0	0	0
FABP1	1.5E-6	0.3314788	8	0	0	0
RBMXL2	1.008E-5	0.35337822	22	0	0	1
SCHIP1	8.2E-7	0.33282971	11	0	0	0
PAGE1	0.0	0.26751674	1	0	0	0
TLR6	1.44E-6	0.30735621	4	0	0	0
OR13D1	0	0	0	0	0	1
TBC1D26	0.0	0.32978116	1	0	0	1
TCRB	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0
TRIM75	0.0	0.31335629	2	0	0	0
IL36RN	4.06E-6	0.33060169	15	0	0	1
C3ORF35	0	0	0	0	0	1
HHLA1	0	0	0	0	0	1
OR11H1	0	0	0	0	0	0
SLC10A2	0.0	0.29021131	1	0	0	1
KRTAP5-3	0	0	0	0	0	1
TRIML1	2.5E-7	0.33393171	5	0	0	0
PRSS45	1.4E-7	0.29561747	3	0	0	1
KRT12	4.0E-8	0.32765133	4	0	0	0
OR7E5P	0	0	0	0	0	0
OR10W1	0	0	0	0	0	1
KRTAP9-8	0.0	0.31821033	1	0	0	1
TMEM81	0	0	0	0	0	0
SLC28A3	0.0	0.30236044	1	0	0	0
IL37	1.361E-5	0.30031571	11	0	0	0
MAP3K15	1.6E-7	0.32708162	4	0	0	0
OR10H2	0	0	0	0	0	1
LUZP4	4.121E-5	0.37020985	93	0	0	0
OR5P3	0	0	0	0	0	1
RFPL1	0.0	0.24484125	1	0	0	0
FER1L4	0	0	0	0	0	0
OR52N4	0	0	0	0	0	1
OR52N1	0.0	0.30236044	1	0	0	1
SPINK14	0	0	0	0	0	1
OVGP1	0.0	0.25840806	1	0	0	0
KRT71	1.28E-6	0.34741648	14	0	0	1
GRXCR1	0	0	0	0	0	1
PRSS1	7.99E-6	0.35167097	24	0	0	0
ALAS2	1.4E-7	0.31705331	3	0	0	1
GJA9	0.0	0.3093153	1	0	0	0
SPACA7	0.0	0.33161012	2	0	0	0
OR5AN1	0	0	0	0	0	1
TPD52L3	1.06E-6	0.33337316	5	0	0	0
DEFB132	0	0	0	0	0	1
PMP2	3.9E-7	0.32064811	7	0	0	0
OR6C2	0	0	0	0	0	1
OR52B4	0	0	0	0	0	1
LEUTX	0	0	0	0	0	1
FAR2	3.28E-6	0.30766686	13	0	0	0
OR4C16	0	0	0	0	0	1
OSTN	0.0	0.30203316	1	0	0	1
ACSM1	3.9E-7	0.29469645	4	0	0	0
CDH20	0.0	0.30236044	1	0	0	0
CDHR5	1.422E-5	0.35423058	12	0	0	0
RGS3	7.51E-5	0.36361662	51	0	0	0
ZSCAN5A	1.629E-5	0.36020568	23	0	0	1
DDX4	5.54E-6	0.35837829	13	0	0	0
USP17L2	3.82E-6	0.34793632	38	0	0	0
PPIP5K2	1.457E-5	0.3670123	27	0	0	0
LRRC7	1.193E-5	0.35314715	14	0	0	0
FABP2	5.0E-8	0.32028007	3	0	0	1
MARCH8	1.85E-6	0.31821033	11	0	0	0
AC078899.1	0	0	0	0	0	0
ZNF713	1.13E-6	0.34002193	2	0	0	1
RGS21	0	0	0	0	0	1
PPP1R2P9	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	1
LMAN1L	0.0	0.33042552	1	0	0	0
PI3	0.0	0.29321517	3	0	0	0
TGM7	0	0	0	0	0	0
OR2D2	0	0	0	0	0	1
OR52M1	0	0	0	0	0	1
SLC22A6	2.298E-5	0.34285597	22	0	0	0
C20ORF107	0	0	0	0	0	0
SSX7	0.0	0.26803926	2	0	0	1
KCNK16	6.37E-6	0.322135	24	0	0	1
KRTAP5-4	0	0	0	0	0	1
FAM75A6	0	0	0	0	0	0
CRISP3	6.0E-8	0.2910741	2	0	0	0
OR9K2	0	0	0	0	0	0
OR10C1	0	0	0	0	0	1
HBB	2.4282E-4	0.37889829	68	0	0	0
CGB5	0.0	0.2705909	1	0	0	0
POU6F1	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0
IL1F8	0	0	0	0	0	0
CYP4F8	3.0E-8	0.28187083	2	0	0	1
ACE2	7.0E-7	0.32220319	8	0	0	1
CYLC1	0	0	0	0	0	1
OR52A4	0	0	0	0	0	1
OR2H1	0.0	0.27240482	1	0	0	1
HEATR7B2	0	0	0	0	0	0
OR5A2	0	0	0	0	0	1
GRM5	2.63E-6	0.32864182	15	0	0	1
OR4E2	0	0	0	0	0	0
CYP2C9	1.0E-5	0.32049466	15	0	0	1
CYP2C8	7.5E-7	0.32141143	15	0	0	1
PTPN20A	0	0	0	0	0	0
OR51G2	0	0	0	0	0	1
KRT86	1.18E-6	0.34804482	9	0	0	1
NOX1	6.03E-6	0.33162325	9	0	0	0
OR4D2	0	0	0	0	0	1
SPIC	0.0	0.32978116	1	0	0	0
PDXDC2	0	0	0	0	0	0
C18ORF20	0.0	0.28789572	1	0	0	0
SLC10A1	0.0	0.24658664	1	0	0	0
PLEKHG4B	4.4E-7	0.33005421	3	0	0	1
OR5M10	0.0	0.30236044	1	0	0	1
EDA2R	4.54E-6	0.34024997	11	0	0	0
SPACA3	1.05E-6	0.31805315	6	0	0	0
KRTAP19-6	0	0	0	0	0	1
KRT25	1.0E-8	0.3294891	4	0	0	1
OR5R1	0	0	0	0	0	1
FLJ43860	0	0	0	0	0	0
CABP2	8.0E-8	0.29730258	3	0	0	0
C10ORF129	0	0	0	0	0	1
KRT35	2.2E-7	0.33102657	6	0	0	0
OR8J3	0	0	0	0	0	1
CAPSL	1.42E-6	0.33111823	2	0	0	0
DEFB112	0	0	0	0	0	1
OR8B4	0	0	0	0	0	1
OR13C2	0	0	0	0	0	1
BRS3	0	0	0	0	0	0
OCM	0.0	0.28783138	1	0	0	0
DNEL2	0	0	0	0	0	0
CALN1	0.0	0.27255116	1	0	0	0
SPP2	0	0	0	0	0	0
FRMPD2L1	0	0	0	0	0	0
VWA3A	0.0	0.30203316	1	0	0	0
OR13H1	0	0	0	0	0	1
GARNL3	0.0	0.34904618	2	0	0	0
SYT16	6.21E-6	0.32045785	18	0	0	0
NLRP4	3.0E-7	0.32739504	8	0	0	0
KLRC1	1.42E-6	0.2605556	4	0	0	0
GFRAL	0.0	0.30236044	1	0	0	0
DCST1	3.0E-8	0.31249067	3	0	0	1
TSSK1B	3.9E-6	0.34825477	14	0	0	0
DCD	5.266E-5	0.39754945	74	0	0	0
DDX53	2.4E-7	0.33567247	6	0	0	0
OR6C75	0	0	0	0	0	1
DDC	5.0E-8	0.31629858	3	0	0	0
CST11	3.8E-7	0.30688859	2	0	0	1
KRT38	4.498E-5	0.34643877	47	0	0	1
PRB3	0.0	0.29134256	1	0	0	1
OR6A2	0	0	0	0	0	0
MYADML	0	0	0	0	0	0
DEFB131	0	0	0	0	0	1
DEFB115	0	0	0	0	0	1
OR8B3	0	0	0	0	0	0
FOXR1	3.651E-5	0.35888532	40	0	1	0
OR51F1	0	0	0	0	0	0
AMY2B	1.0E-8	0.32844195	3	0	0	0
TAAR6	0	0	0	0	0	1
XCL2	0.0	0.29063954	2	0	0	0
ANGPTL6	1.0E-8	0.31436243	2	0	0	1
ZNF705A	0	0	0	0	0	1
UMOD	4.0E-8	0.26231101	2	0	0	0
DSPP	2.6E-7	0.32273735	2	0	0	1
GALNT1	1.401E-5	0.35882378	10	0	0	0
ALB	0.0024359	0.41110893	208	0	0	0
SELP	5.63E-6	0.31653779	10	0	0	0
HTN3	1.896E-4	0.3303538	30	0	0	0
RBMXL3	1.0E-8	0.32777321	4	0	0	1
LRRC69	0.0	0.29133749	1	0	0	1
ACTL8	2.81E-6	0.35907775	16	0	0	1
OR3A1	0	0	0	0	0	1
MBD5	1.818E-5	0.36434463	23	0	0	0
OR52B2	0	0	0	0	0	0
OR1L1	0	0	0	0	0	1
C2ORF83	0	0	0	0	0	0
LOC285074	0	0	0	0	0	0
CA5A	9.7E-7	0.33109859	6	0	0	1
FAM55D	0	0	0	0	0	0
CLDN22	0	0	0	0	0	1
SYTL5	3.3E-7	0.30455505	7	0	0	0
FAM71B	0.0	0.28876968	2	0	0	1
IFNG	4.7E-7	0.30071488	7	0	0	0
SERPINA7	1.13E-6	0.32341067	6	0	0	1
CSH2	2.0E-6	0.32426256	10	0	0	0
LPA	1.92E-6	0.33396501	7	0	0	0
APOC4	0.0	0.2758064	1	0	0	0
MCART2	0	0	0	0	0	0
KRTAP12-2	6.45E-6	0.32722866	24	0	0	1
KRT83	2.02E-6	0.33715966	11	0	0	1
BPIL2	0	0	0	0	0	0
GPBP1	1.367E-5	0.34939583	25	0	0	0
OR56A1	0	0	0	0	0	1
OR5AU1	0	0	0	0	0	0
BFSP2	3.77E-6	0.32653937	19	0	0	0
AZGP1P1	0	0	0	0	0	0
CSN1S2A	0	0	0	0	0	0
OR2T11	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	1
ODZ3	0	0	0	0	0	0
SCGB1A1	7.6E-7	0.32201108	8	0	0	0
CELA2A	0	0	0	0	0	1
F13B	1.0E-8	0.26335908	2	0	0	1
NPFF	1.25E-6	0.31056615	2	0	0	0
OR2Z1	0	0	0	0	0	1
OR10G7	0	0	0	0	0	1
OR52E2	0	0	0	0	0	0
AHCTF1	1.887E-5	0.39342028	35	0	0	0
G6PC2	0.0	0.27329416	1	0	0	1
OR6N2	0	0	0	0	0	0
FAM187B	1.24E-6	0.34083182	13	0	0	0
SLC26A7	0.0	0.26867157	1	0	0	0
S100A7A	6.7E-7	0.31784182	7	0	0	0
SPACA1	5.204E-5	0.34154104	64	0	0	0
OR56A3	0	0	0	0	0	1
OR1Q1	0	0	0	0	0	1
OR2G2	0	0	0	0	0	1
NKAIN1	0	0	0	0	0	0
ADAM18	0	0	0	0	0	0
SERPIND1	1.78E-6	0.33148537	5	0	0	0
OSBPL6	1.9E-5	0.34866092	45	0	0	1
OR6K3	0	0	0	0	0	1
OR7G1	0	0	0	0	0	1
OR2AE1	0	0	0	0	0	1
AADACL2	0	0	0	0	0	0
DNAJB3	6.0E-8	0.32303626	3	0	0	0
DMRTC1B	0.0	0.29544532	1	0	0	0
ADAM20	0.0	0.33664441	1	0	0	1
SSX1	7.0E-8	0.30023492	4	0	1	0
IMPG1	0.0	0.31415597	1	0	0	0
OR1L3	0	0	0	0	0	1
WFDC11	0	0	0	0	0	0
KALRN	8.2E-6	0.35777327	22	0	0	0
OR5B21	0	0	0	0	0	1
RHCE	0	0	0	0	0	1
SLC24A1	1.1946E-4	0.33665795	4	0	0	0
TCEAL6	0	0	0	0	0	1
CCDC70	9.7E-7	0.32040266	4	0	0	1
TUSC5	2.5E-7	0.3086595	8	0	0	0
OR7E24	0	0	0	0	0	1
OR2T12	0	0	0	0	0	0
KERA	1.366E-5	0.32297394	13	0	0	1
OPN1MW	0	0	0	0	0	1
NBPF7	0	0	0	0	0	1
DEFB118	0	0	0	0	0	1
BCL2L15	1.07E-6	0.31382032	5	0	0	0
GZMK	7.1E-7	0.34600203	13	0	0	0
PGLYRP2	0	0	0	0	0	0
RBM44	0	0	0	0	0	1
WFDC10A	0.0	0.28305268	2	0	0	1
FLJ44082	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0
OR56B4	0	0	0	0	0	1
OR4D6	0.0	0.32978116	2	0	0	1
SULT2A1	7.9E-7	0.31414418	5	0	0	0
OR4C3	0	0	0	0	0	1
CACNG5	1.737E-5	0.33851629	37	0	0	1
MAGEC1	6.1E-7	0.32203585	9	0	0	0
ADIPOQ	8.5E-7	0.30639996	9	0	0	0
UGT2B15	0.0	0.21002848	1	0	0	0
CRYBB3	1.61E-6	0.30779696	4	0	0	0
MYH1	2.547E-5	0.36283646	24	0	0	0
HSD17B3	3.16E-6	0.33088264	11	0	0	0
ITIH1	5.1E-7	0.32667954	6	0	0	0
ART1	0	0	0	0	0	0
TSSK4	3.0E-8	0.31514946	3	0	0	0
RHO	3.37E-6	0.33032121	14	0	0	1
EPYC	4.7E-7	0.31613732	3	0	0	1
CLIC5	7.7E-7	0.32880963	7	0	0	0
OR5H1	0	0	0	0	0	1
C2ORF82	0.0	0.34142263	2	0	0	1
DEFA6	3.244E-5	0.34775564	16	0	0	0
IAPP	1.0E-7	0.31965022	3	0	0	1
GSTA5	3.89E-6	0.32244521	2	0	0	0
ESRRB	8.644E-5	0.38544952	96	0	0	0
SLFNL1	0.0	0.32978116	1	0	0	0
OR10K1	0	0	0	0	0	1
COL6A6	0	0	0	0	0	1
SLC34A1	0.0	0.27198882	1	0	0	0
TFR2	1.28E-6	0.32594813	11	0	0	0
OR4K2	0	0	0	0	0	0
OR5K4	0	0	0	0	0	0
TPSB2	1.9E-6	0.32721587	16	0	0	1
SCGB1D2	2.75E-6	0.2988949	9	0	0	0
SPINK7	2.46E-5	0.32297394	16	0	0	0
PRB1	8.88E-6	0.31882236	5	0	0	0
PTX4	0	0	0	0	0	0
HIST1H2AA	2.3E-6	0.37602192	30	0	0	1
OLFM4	5.886E-5	0.34635993	34	0	0	0
CTAGE4	0	0	0	0	0	0
AK127627	0	0	0	0	0	0
TAS2R7	2.88E-6	0.32554884	14	0	0	1
DAZL	2.17E-6	0.32978765	8	0	0	1
KRT76	2.2E-7	0.34604493	12	0	0	0
DKFZP434P0216	3.0E-8	0.32882255	2	0	0	0
LOC619207	0	0	0	0	0	0
ZP1	0	0	0	0	0	0
SERPINB3	1.6786E-4	0.38689252	51	0	0	0
SPATA19	2.3E-7	0.30248062	5	0	0	0
ASAH2	0	0	0	0	0	0
OR13C3	0	0	0	0	0	1
DEFA4	0	0	0	0	0	1
OR1J4	0	0	0	0	0	1
OR9I1	0	0	0	0	0	1
KRTAP6-3	0	0	0	0	0	1
OR2AG1	0	0	0	0	0	0
XCR1	0.0	0.30478236	1	0	0	0
SERPINA4	1.2141E-4	0.33355249	15	0	0	0
GPRC5D	0.0	0.29570624	2	0	0	0
DEFA3	0	0	0	0	0	1
TRA@	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0
EPS8L3	4.2E-7	0.31332697	4	0	0	0
HPR	9.0E-8	0.27938722	2	0	0	0
GPR151	0.0	0.28422518	1	0	0	0
CELA2B	3.62E-6	0.33933964	15	0	0	1
IL29	0	0	0	0	0	0
TRIM42	3.506E-5	0.35347521	65	0	0	1
OR4S1	0	0	0	0	0	1
TG	0.0	0.31837371	4	0	0	0
SERPINF2	1.19E-5	0.32909402	10	0	0	0
P450-CYP21B	0	0	0	0	0	0
SCGBL	0	0	0	0	0	0
ACRV1	0	0	0	0	0	1
IBSP	0	0	0	0	0	1
GYPA	6.69E-6	0.32406171	16	0	0	0
TBX10	0.0	0.30088241	1	0	0	1
