Gene	oncogene_p_value	oncogene_q_value	tsg_p_value	tsg_q_value
FLRT3	0.720828112	0.971474473	0.781520022	0.946505906
TSTD1	0.741242168	0.971474473	0.781520022	0.946505906
GPR146	0.658567148	0.955799794	0.896502315	0.956481051
OR2G3	0.638670662	0.953926276	0.896502315	0.956481051
POLR3G	0.865360937	0.980384111	0.627518387	0.937424468
KRTAP10-4	0.741242168	0.971474473	0.781520022	0.946505906
SLC5A11	0.762413511	0.973841336	0.753685644	0.946505906
TIMM22	0.678539907	0.958193568	0.838267502	0.946505906
TMEM31	0.902789431	0.980384111	0.564211387	0.934919202
PPEF1	0.902789431	0.980384111	0.564211387	0.934919202
PDE8B	0.741242168	0.971474473	0.781520022	0.946505906
SIGLEC10	0.78385726	0.977027027	0.72621629	0.941296519
SPNS2	0.762413511	0.973841336	0.753685644	0.946505906
BTNL2	0.88426042	0.980384111	0.604990466	0.937424468
C11orf1	0.720828112	0.971474473	0.809773904	0.946505906
ATG16L2	0.865360937	0.980384111	0.627518387	0.937424468
CCL28	0.741242168	0.971474473	0.781520022	0.946505906
CDADC1	0.845911196	0.980384111	0.650809044	0.937424468
ADAM28	0.720828112	0.971474473	0.838267502	0.946505906
SLC39A5	0.762413511	0.973841336	0.781520022	0.946505906
GLIPR1L1	0.902789431	0.980384111	0.564211387	0.934919202
C1orf131	0.865360937	0.980384111	0.627518387	0.937424468
TMEM150C	0.638670662	0.953926276	0.896502315	0.956481051
C9orf135	0.762413511	0.973841336	0.753685644	0.946505906
GSX2	0.865360937	0.980384111	0.604990466	0.937424468
TUSC1	0.805290112	0.980179045	0.699705802	0.94123122
HYPK	0.805290112	0.980179045	0.699705802	0.94123122
KTI12	0.902789431	0.980384111	0.604990466	0.937424468
KIAA1614	0.762413511	0.973841336	0.72621629	0.941296519
ARPIN	0.720828112	0.971474473	0.838267502	0.946505906
FABP6	0.741242168	0.971474473	0.781520022	0.946505906
CNTN3	0.61928085	0.95263996	0.947398529	0.969260353
HLA-DQB1	0.720828112	0.971474473	0.809773904	0.946505906
OR8J3	0.638670662	0.953926276	0.896502315	0.956481051
OR8K3	0.58233179	0.934572003	0.967959684	0.976793667
EPX	0.60049033	0.938681656	0.967959684	0.976793667
SEC14L3	0.78385726	0.977027027	0.699705802	0.94123122
TREX2	0.78385726	0.977027027	0.72621629	0.941296519
ALAS2	0.78385726	0.977027027	0.699705802	0.94123122
BMP8A	0.762413511	0.973841336	0.753685644	0.946505906
IL17RB	0.762413511	0.973841336	0.753685644	0.946505906
ADH7	0.8259003	0.980384111	0.650809044	0.937424468
MYOZ3	0.805290112	0.980179045	0.674639063	0.938319315
NWD1	0.720828112	0.971474473	0.809773904	0.946505906
BTN3A2	0.902789431	0.980384111	0.584015255	0.937424468
STEAP2	0.8259003	0.980384111	0.650809044	0.937424468
SMCO3	0.638670662	0.953926276	0.923650232	0.966237319
ZC3H6	0.741242168	0.971474473	0.781520022	0.946505906
ZNF26	0.699013893	0.967820774	0.838267502	0.946505906
PCDHA12	0.58233179	0.934572003	0.967959684	0.976793667
TRIM60	0.92063198	0.980384111	0.564211387	0.934919202
RABL3	0.78385726	0.977027027	0.699705802	0.94123122
PROP1	0.8259003	0.980384111	0.650809044	0.937424468
PLD6	0.58233179	0.934572003	0.967959684	0.976793667
SCG5	0.638670662	0.953926276	0.923650232	0.966237319
C1QTNF8	0.658567148	0.955799794	0.896502315	0.956481051
HN1L	0.762413511	0.973841336	0.72621629	0.941296519
FAM102B	0.845911196	0.980384111	0.650809044	0.937424468
CSRNP3	0.865360937	0.980384111	0.627518387	0.937424468
PSG11	0.88426042	0.980384111	0.604990466	0.937424468
DRC1	0.8259003	0.980384111	0.674639063	0.938319315
ZNF567	0.60049033	0.938681656	0.967959684	0.976793667
DEXI	0.78385726	0.977027027	0.699705802	0.94123122
COMMD8	0.762413511	0.973841336	0.753685644	0.946505906
INSC	0.638670662	0.953926276	0.896502315	0.956481051
SLC25A35	0.658567148	0.955799794	0.896502315	0.956481051
VMAC	0.865360937	0.980384111	0.650809044	0.937424468
RERG	0.741242168	0.971474473	0.753685644	0.946505906
APOBEC3C	0.762413511	0.973841336	0.72621629	0.941296519
IFITM2	0.8259003	0.980384111	0.674639063	0.938319315
MMP16	0.865360937	0.980384111	0.627518387	0.937424468
ANKS4B	0.92063198	0.980384111	0.564211387	0.934919202
CYB5R4	0.865360937	0.980384111	0.604990466	0.937424468
OR4K2	0.638670662	0.953926276	0.896502315	0.956481051
JAZF1	0.699013893	0.967820774	0.838267502	0.946505906
NXT2	0.865360937	0.980384111	0.627518387	0.937424468
PRIMPOL	0.952122038	0.98197449	0.510721874	0.934650967
OTUD6A	0.865360937	0.980384111	0.627518387	0.937424468
ST6GALNAC2	0.720828112	0.971474473	0.809773904	0.946505906
CDH20	0.699013893	0.967820774	0.838267502	0.946505906
TSPY1	0.92063198	0.980384111	0.564211387	0.934919202
OR4S2	0.638670662	0.953926276	0.923650232	0.966237319
SLC5A9	0.762413511	0.973841336	0.72621629	0.941296519
BLOC1S4	0.658567148	0.955799794	0.867376737	0.949922434
UNC50	0.762413511	0.973841336	0.72621629	0.941296519
LOC646498	0.865360937	0.980384111	0.627518387	0.937424468
RCVRN	0.741242168	0.971474473	0.781520022	0.946505906
FTHL17	0.965284664	0.982248586	0.510721874	0.934650967
ASB18	0.762413511	0.973841336	0.72621629	0.941296519
C1orf27	0.720828112	0.971474473	0.838267502	0.946505906
PI16	0.762413511	0.973841336	0.72621629	0.941296519
LRRC28	0.965284664	0.982248586	0.510721874	0.934650967
CATSPER4	0.8259003	0.980384111	0.650809044	0.937424468
DGCR2	0.678539907	0.958193568	0.838267502	0.946505906
DEPDC7	0.845911196	0.980384111	0.627518387	0.937424468
KCNJ2	0.699013893	0.967820774	0.838267502	0.946505906
SLC11A1	0.678539907	0.958193568	0.838267502	0.946505906
TPPP3	0.78385726	0.977027027	0.72621629	0.941296519
C1QTNF6	0.865360937	0.980384111	0.627518387	0.937424468
LSM12	0.678539907	0.958193568	0.867376737	0.949922434
MS4A15	0.8259003	0.980384111	0.674639063	0.938319315
NDUFB11	0.762413511	0.973841336	0.781520022	0.946505906
GLT1D1	0.8259003	0.980384111	0.674639063	0.938319315
CPT1B	0.638670662	0.953926276	0.923650232	0.966237319
OR4A5	0.699013893	0.967820774	0.838267502	0.946505906
S100A7A	0.741242168	0.971474473	0.781520022	0.946505906
HTATIP2	0.762413511	0.973841336	0.753685644	0.946505906
POFUT2	0.865360937	0.980384111	0.627518387	0.937424468
KIAA1919	0.8259003	0.980384111	0.674639063	0.938319315
BTN3A1	0.699013893	0.967820774	0.838267502	0.946505906
CITED1	0.8259003	0.980384111	0.674639063	0.938319315
MATN1	0.678539907	0.958193568	0.867376737	0.949922434
DERL3	0.78385726	0.977027027	0.72621629	0.941296519
GAB4	0.865360937	0.980384111	0.627518387	0.937424468
CT47B1	0.865360937	0.980384111	0.650809044	0.937424468
CD226	0.952122038	0.98197449	0.527256878	0.934650967
PIWIL3	0.88426042	0.980384111	0.604990466	0.937424468
MCCD1	0.78385726	0.977027027	0.72621629	0.941296519
CYP11B2	0.865360937	0.980384111	0.627518387	0.937424468
CAPN10	0.937226914	0.980384111	0.544903296	0.934650967
C14orf159	0.78385726	0.977027027	0.72621629	0.941296519
FAM71A	0.8259003	0.980384111	0.674639063	0.938319315
RNASEH1	0.60049033	0.938681656	0.967959684	0.976793667
CCDC74B	0.720828112	0.971474473	0.838267502	0.946505906
SPTSSB	0.845911196	0.980384111	0.650809044	0.937424468
TTLL6	0.720828112	0.971474473	0.838267502	0.946505906
CAPS2	0.88426042	0.980384111	0.604990466	0.937424468
IGFALS	0.78385726	0.977027027	0.72621629	0.941296519
CMKLR1	0.937226914	0.980384111	0.544903296	0.934650967
RNF113B	0.865360937	0.980384111	0.650809044	0.937424468
ERMAP	0.865360937	0.980384111	0.627518387	0.937424468
CMTM1	0.865360937	0.980384111	0.627518387	0.937424468
CFHR5	0.741242168	0.971474473	0.781520022	0.946505906
TGM4	0.92063198	0.980384111	0.564211387	0.934919202
DHDDS	0.699013893	0.967820774	0.838267502	0.946505906
LIN52	0.88426042	0.980384111	0.604990466	0.937424468
AMDHD2	0.805290112	0.980179045	0.699705802	0.94123122
ALG1	0.658567148	0.955799794	0.896502315	0.956481051
CCDC60	0.638670662	0.953926276	0.923650232	0.966237319
VRTN	0.865360937	0.980384111	0.650809044	0.937424468
CYP2A13	0.741242168	0.971474473	0.781520022	0.946505906
ARHGAP28	0.720828112	0.971474473	0.838267502	0.946505906
TMEM110	0.78385726	0.977027027	0.72621629	0.941296519
TFPI	0.741242168	0.971474473	0.781520022	0.946505906
SLC7A14	0.60049033	0.938681656	0.967959684	0.976793667
RNF208	0.741242168	0.971474473	0.781520022	0.946505906
ST3GAL2	0.720828112	0.971474473	0.838267502	0.946505906
ACP5	0.678539907	0.958193568	0.867376737	0.949922434
CD300C	0.762413511	0.973841336	0.753685644	0.946505906
CCL3	0.658567148	0.955799794	0.896502315	0.956481051
CCDC144A	0.699013893	0.967820774	0.838267502	0.946505906
PLA2G16	0.78385726	0.977027027	0.72621629	0.941296519
STOX2	0.61928085	0.95263996	0.947398529	0.969260353
VSIG10	0.8259003	0.980384111	0.674639063	0.938319315
NATD1	0.699013893	0.967820774	0.838267502	0.946505906
PGS1	0.678539907	0.958193568	0.867376737	0.949922434
OSMR	0.638670662	0.953926276	0.923650232	0.966237319
AOC1	0.658567148	0.955799794	0.896502315	0.956481051
DFNB31	0.762413511	0.973841336	0.753685644	0.946505906
LGALS13	0.762413511	0.973841336	0.781520022	0.946505906
SLC12A8	0.78385726	0.977027027	0.72621629	0.941296519
PRR15	0.678539907	0.958193568	0.867376737	0.949922434
KLK14	0.865360937	0.980384111	0.627518387	0.937424468
ANKS6	0.8259003	0.980384111	0.674639063	0.938319315
BEST3	0.805290112	0.980179045	0.699705802	0.94123122
ARPP21	0.762413511	0.973841336	0.753685644	0.946505906
ADAM32	0.762413511	0.973841336	0.753685644	0.946505906
ZNF276	0.78385726	0.977027027	0.72621629	0.941296519
TGM7	0.805290112	0.980179045	0.699705802	0.94123122
GJB5	0.699013893	0.967820774	0.838267502	0.946505906
BST2	0.805290112	0.980179045	0.699705802	0.94123122
RAP1GAP2	0.720828112	0.971474473	0.809773904	0.946505906
APOL3	0.865360937	0.980384111	0.650809044	0.937424468
VSTM5	0.78385726	0.977027027	0.72621629	0.941296519
NT5DC2	0.845911196	0.980384111	0.650809044	0.937424468
BST1	0.902789431	0.980384111	0.584015255	0.937424468
RABIF	0.720828112	0.971474473	0.838267502	0.946505906
OR10J3	0.952122038	0.98197449	0.527256878	0.934650967
PNCK	0.92063198	0.980384111	0.564211387	0.934919202
OXTR	0.8259003	0.980384111	0.674639063	0.938319315
COX7B2	0.965284664	0.982248586	0.527256878	0.934650967
MPP7	0.678539907	0.958193568	0.867376737	0.949922434
PDSS1	0.865360937	0.980384111	0.650809044	0.937424468
ZNF549	0.937226914	0.980384111	0.544903296	0.934650967
TMED1	0.741242168	0.971474473	0.781520022	0.946505906
LYZL4	0.699013893	0.967820774	0.838267502	0.946505906
YIPF6	0.78385726	0.977027027	0.72621629	0.941296519
OR6Y1	0.678539907	0.958193568	0.867376737	0.949922434
MYRIP	0.762413511	0.973841336	0.753685644	0.946505906
ZNF558	0.720828112	0.971474473	0.838267502	0.946505906
HPGD	0.741242168	0.971474473	0.781520022	0.946505906
IL26	0.952122038	0.98197449	0.527256878	0.934650967
ASAH2B	0.741242168	0.971474473	0.781520022	0.946505906
KRT74	0.720828112	0.971474473	0.838267502	0.946505906
SRMS	0.741242168	0.971474473	0.809773904	0.946505906
TMEM178A	0.678539907	0.958193568	0.867376737	0.949922434
SOX12	0.88426042	0.980384111	0.627518387	0.937424468
ZNF267	0.88426042	0.980384111	0.627518387	0.937424468
ZNF720	0.902789431	0.980384111	0.604990466	0.937424468
APOBEC3A	0.720828112	0.971474473	0.838267502	0.946505906
PCDHGA4	0.720828112	0.971474473	0.838267502	0.946505906
ATAT1	0.762413511	0.973841336	0.753685644	0.946505906
VPREB1	0.92063198	0.980384111	0.564211387	0.934919202
SERPINB10	0.902789431	0.980384111	0.604990466	0.937424468
HOXD10	0.638670662	0.953926276	0.947398529	0.969260353
SLPI	0.658567148	0.955799794	0.896502315	0.956481051
SHISA6	0.60049033	0.938681656	0.983862708	0.985957633
CGREF1	0.762413511	0.973841336	0.781520022	0.946505906
HRH1	0.805290112	0.980179045	0.72621629	0.941296519
GPR12	0.762413511	0.973841336	0.781520022	0.946505906
ALKBH5	0.699013893	0.967820774	0.867376737	0.949922434
GCDH	0.8259003	0.980384111	0.699705802	0.94123122
HIST1H2BJ	0.741242168	0.971474473	0.809773904	0.946505906
TAGAP	0.88426042	0.980384111	0.627518387	0.937424468
DGAT2	0.762413511	0.973841336	0.781520022	0.946505906
NME9	0.902789431	0.980384111	0.604990466	0.937424468
FXYD3	0.952122038	0.98197449	0.544903296	0.934650967
ENTPD3	0.741242168	0.971474473	0.838267502	0.946505906
OR4K13	0.902789431	0.980384111	0.604990466	0.937424468
PCED1A	0.805290112	0.980179045	0.72621629	0.941296519
CHM	0.78385726	0.977027027	0.72621629	0.941296519
ODF3L1	0.805290112	0.980179045	0.72621629	0.941296519
GPR108	0.720828112	0.971474473	0.838267502	0.946505906
OR7G3	0.88426042	0.980384111	0.604990466	0.937424468
ARMC2	0.845911196	0.980384111	0.674639063	0.938319315
UBE2NL	0.78385726	0.977027027	0.72621629	0.941296519
BMP10	0.78385726	0.977027027	0.72621629	0.941296519
NKX2-4	0.678539907	0.958193568	0.867376737	0.949922434
SLC6A7	0.762413511	0.973841336	0.781520022	0.946505906
TRIB2	0.762413511	0.973841336	0.781520022	0.946505906
SPINK13	0.88426042	0.980384111	0.627518387	0.937424468
E2F5	0.720828112	0.971474473	0.838267502	0.946505906
CYP2C8	0.678539907	0.958193568	0.867376737	0.949922434
FCGR1A	0.658567148	0.955799794	0.923650232	0.966237319
NDST3	0.8259003	0.980384111	0.674639063	0.938319315
C8orf76	0.762413511	0.973841336	0.753685644	0.946505906
UBE2QL1	0.658567148	0.955799794	0.896502315	0.956481051
C19orf80	0.678539907	0.958193568	0.867376737	0.949922434
KLF13	0.762413511	0.973841336	0.753685644	0.946505906
FDXACB1	0.720828112	0.971474473	0.838267502	0.946505906
OR4K14	0.805290112	0.980179045	0.72621629	0.941296519
FBXO8	0.805290112	0.980179045	0.72621629	0.941296519
WDR93	0.865360937	0.980384111	0.650809044	0.937424468
TAS2R16	0.658567148	0.955799794	0.923650232	0.966237319
ZBTB8OS	0.678539907	0.958193568	0.896502315	0.956481051
OLIG1	0.805290112	0.980179045	0.699705802	0.94123122
C3orf18	0.92063198	0.980384111	0.564211387	0.934919202
HCRTR1	0.865360937	0.980384111	0.650809044	0.937424468
GSTT1	0.720828112	0.971474473	0.838267502	0.946505906
C6orf15	0.92063198	0.980384111	0.564211387	0.934919202
TCTN3	0.678539907	0.958193568	0.867376737	0.949922434
LILRA4	0.865360937	0.980384111	0.650809044	0.937424468
BEND6	0.762413511	0.973841336	0.781520022	0.946505906
FDXR	0.658567148	0.955799794	0.923650232	0.966237319
SLC25A34	0.678539907	0.958193568	0.896502315	0.956481051
TULP1	0.8259003	0.980384111	0.699705802	0.94123122
SLC46A3	0.965284664	0.982248586	0.527256878	0.934650967
NUP62CL	0.78385726	0.977027027	0.72621629	0.941296519
KRTAP1-4	0.805290112	0.980179045	0.72621629	0.941296519
TFAP2B	0.762413511	0.973841336	0.781520022	0.946505906
ACAP3	0.845911196	0.980384111	0.674639063	0.938319315
LRRC45	0.720828112	0.971474473	0.809773904	0.946505906
ARMCX5	0.720828112	0.971474473	0.838267502	0.946505906
ORM1	0.678539907	0.958193568	0.867376737	0.949922434
SYCE2	0.88426042	0.980384111	0.627518387	0.937424468
ANKRD1	0.638670662	0.953926276	0.947398529	0.969260353
MAGEA12	0.720828112	0.971474473	0.838267502	0.946505906
GPR150	0.762413511	0.973841336	0.781520022	0.946505906
C7orf62	0.8259003	0.980384111	0.699705802	0.94123122
GPR114	0.78385726	0.977027027	0.72621629	0.941296519
ETV3L	0.902789431	0.980384111	0.604990466	0.937424468
LBX2	0.699013893	0.967820774	0.867376737	0.949922434
CHRNB1	0.762413511	0.973841336	0.781520022	0.946505906
EVX1	0.78385726	0.977027027	0.753685644	0.946505906
IZUMO4	0.762413511	0.973841336	0.781520022	0.946505906
NBPF7	0.902789431	0.980384111	0.627518387	0.937424468
ENPEP	0.741242168	0.971474473	0.809773904	0.946505906
GJA9	0.952122038	0.98197449	0.544903296	0.934650967
C15orf53	0.865360937	0.980384111	0.650809044	0.937424468
GPATCH2	0.805290112	0.980179045	0.72621629	0.941296519
CALML4	0.865360937	0.980384111	0.650809044	0.937424468
ASRGL1	0.845911196	0.980384111	0.674639063	0.938319315
KLHL34	0.699013893	0.967820774	0.867376737	0.949922434
PDGFC	0.678539907	0.958193568	0.896502315	0.956481051
APCDD1	0.658567148	0.955799794	0.896502315	0.956481051
ZCCHC18	0.865360937	0.980384111	0.627518387	0.937424468
GPR119	0.937226914	0.980384111	0.564211387	0.934919202
DYDC2	0.902789431	0.980384111	0.604990466	0.937424468
FASTKD2	0.865360937	0.980384111	0.650809044	0.937424468
TGDS	0.8259003	0.980384111	0.699705802	0.94123122
PIANP	0.741242168	0.971474473	0.809773904	0.946505906
SLMO2	0.865360937	0.980384111	0.650809044	0.937424468
ADRA2B	0.78385726	0.977027027	0.753685644	0.946505906
CLHC1	0.638670662	0.953926276	0.947398529	0.969260353
DNAJB12	0.845911196	0.980384111	0.674639063	0.938319315
TACR3	0.741242168	0.971474473	0.838267502	0.946505906
RAB38	0.78385726	0.977027027	0.781520022	0.946505906
PHF2	0.762413511	0.973841336	0.781520022	0.946505906
GNA14	0.741242168	0.971474473	0.809773904	0.946505906
IL17RD	0.865360937	0.980384111	0.650809044	0.937424468
TMEM175	0.805290112	0.980179045	0.72621629	0.941296519
SLC22A18	0.699013893	0.967820774	0.867376737	0.949922434
AGAP11	0.762413511	0.973841336	0.781520022	0.946505906
TIMM10B	0.762413511	0.973841336	0.781520022	0.946505906
TIMM8B	0.762413511	0.973841336	0.781520022	0.946505906
ZNF518B	0.8259003	0.980384111	0.699705802	0.94123122
PEX26	0.699013893	0.967820774	0.867376737	0.949922434
SLC2A6	0.845911196	0.980384111	0.674639063	0.938319315
APOA5	0.845911196	0.980384111	0.674639063	0.938319315
SV2B	0.61928085	0.95263996	0.967959684	0.976793667
IRGC	0.762413511	0.973841336	0.781520022	0.946505906
TEKT5	0.699013893	0.967820774	0.867376737	0.949922434
OR52D1	0.865360937	0.980384111	0.650809044	0.937424468
IL4I1	0.78385726	0.977027027	0.753685644	0.946505906
ACOX2	0.78385726	0.977027027	0.753685644	0.946505906
CERS5	0.8259003	0.980384111	0.699705802	0.94123122
CPN1	0.78385726	0.977027027	0.781520022	0.946505906
OR4A15	0.638670662	0.953926276	0.947398529	0.969260353
ABHD12	0.88426042	0.980384111	0.650809044	0.937424468
OR2D2	0.902789431	0.980384111	0.627518387	0.937424468
THSD1	0.741242168	0.971474473	0.838267502	0.946505906
OR6K3	0.61928085	0.95263996	0.967959684	0.976793667
P2RX3	0.88426042	0.980384111	0.627518387	0.937424468
ZNF34	0.741242168	0.971474473	0.838267502	0.946505906
MROH7	0.699013893	0.967820774	0.867376737	0.949922434
DTWD1	0.762413511	0.973841336	0.781520022	0.946505906
C6orf58	0.805290112	0.980179045	0.72621629	0.941296519
RITA1	0.741242168	0.971474473	0.809773904	0.946505906
MPDU1	0.720828112	0.971474473	0.838267502	0.946505906
DAPK2	0.762413511	0.973841336	0.781520022	0.946505906
HSD17B1	0.845911196	0.980384111	0.674639063	0.938319315
PLSCR5	0.805290112	0.980179045	0.72621629	0.941296519
MMP8	0.865360937	0.980384111	0.650809044	0.937424468
TACR2	0.88426042	0.980384111	0.650809044	0.937424468
CSDC2	0.8259003	0.980384111	0.699705802	0.94123122
ATP1B2	0.805290112	0.980179045	0.72621629	0.941296519
ZSWIM1	0.78385726	0.977027027	0.753685644	0.946505906
NIM1K	0.762413511	0.973841336	0.781520022	0.946505906
DCBLD1	0.902789431	0.980384111	0.604990466	0.937424468
GPR173	0.762413511	0.973841336	0.781520022	0.946505906
FERMT1	0.78385726	0.977027027	0.753685644	0.946505906
IGIP	0.8259003	0.980384111	0.699705802	0.94123122
PPM1M	0.805290112	0.980179045	0.72621629	0.941296519
SH2B2	0.8259003	0.980384111	0.699705802	0.94123122
FETUB	0.805290112	0.980179045	0.72621629	0.941296519
KRTAP19-7	0.762413511	0.973841336	0.781520022	0.946505906
JAM3	0.78385726	0.977027027	0.781520022	0.946505906
KRTAP8-1	0.658567148	0.955799794	0.947398529	0.969260353
CXorf38	0.88426042	0.980384111	0.627518387	0.937424468
GPR128	0.678539907	0.958193568	0.896502315	0.956481051
TMPPE	0.78385726	0.977027027	0.753685644	0.946505906
PIGT	0.8259003	0.980384111	0.699705802	0.94123122
